Full_Date,value,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_gust,rain_1h,snow_1h,federal_holiday_flag,school_holiday_flag
2019-05-01,208.0,44.22083333333333,26.62,58.68,1027.75,36.666666666666664,6.9695833333333335,9.944444444444445,0.0,0.0,False,False
2019-05-02,229.0,41.864399999999996,35.6,55.29,1024.32,78.92,3.9184,6.682727272727272,4.74,0.0,False,False
2019-05-03,189.0,43.672399999999996,39.38,52.09,1021.96,81.84,4.0828,7.334761904761907,3.97,0.0,False,False
2019-05-04,599.0,44.64484848484848,39.31,63.68,1014.4242424242424,89.54545454545455,2.724242424242424,4.3789655172413795,10.400000000000002,0.0,False,False
2019-05-05,536.0,50.456250000000004,39.61,69.19,1012.7916666666666,76.33333333333333,3.331666666666667,5.573333333333333,0.0,0.0,False,False
2019-05-06,475.0,50.834583333333335,40.3,70.09,1016.0,70.58333333333333,4.208749999999999,7.332857142857144,0.0,0.0,False,False
2019-05-07,246.0,48.8475,37.08,66.09,1018.5833333333334,70.95833333333333,10.659583333333332,18.554444444444446,3.04,0.0,False,False
2019-05-08,435.0,47.6084,35.6,59.52,1020.52,69.2,9.5396,16.489047619047618,0.6799999999999999,0.0,False,False
2019-05-09,399.0,46.064166666666665,30.31,64.29,1026.5416666666667,47.0,7.208333333333333,10.582916666666666,0.0,0.0,False,False
2019-05-10,169.0,42.69799999999999,39.38,50.31,1023.36,81.88,4.0796,8.08818181818182,22.049999999999997,0.0,False,False
2019-05-11,831.0,49.82538461538461,42.19,60.42,1011.3846153846154,76.53846153846153,9.809615384615386,16.999545454545455,0.75,0.0,False,False
2019-05-12,709.0,48.69625,30.31,64.69,1015.3333333333334,49.125,9.458333333333334,13.375,0.0,0.0,False,False
2019-05-13,528.0,45.45083333333334,39.16,58.19,1016.375,62.75,5.29875,9.253,0.0,0.0,False,False
2019-05-14,266.0,41.14034482758621,35.69,47.3,1012.0,72.79310344827586,8.963793103448275,14.261111111111111,17.110000000000003,0.0,False,False
2019-05-15,424.0,39.653703703703705,35.38,46.51,1006.1111111111111,81.44444444444444,8.925185185185185,15.17304347826087,3.9699999999999998,0.0,False,False
2019-05-16,703.0,44.81583333333333,31.32,59.2,1009.0,68.04166666666667,5.734583333333333,8.436521739130434,0.0,0.0,False,False
2019-05-17,415.0,45.46458333333334,36.32,52.63,1010.5416666666666,78.25,3.6333333333333333,6.2509999999999994,1.52,0.0,False,False
2019-05-18,1329.0,49.64719999999999,43.09,62.51,1009.0,76.4,7.6696,11.27791666666667,8.89,0.0,False,False
2019-05-19,640.0,47.05625,39.31,55.71,1019.25,74.79166666666667,3.832916666666667,8.282142857142857,2.23,0.0,False,False
2019-05-20,636.0,48.928709677419356,43.9,68.2,1009.8387096774194,83.25806451612904,5.080000000000001,7.478518518518519,14.52,0.0,False,False
2019-05-21,883.0,52.555,44.08,62.28,1002.0357142857143,72.64285714285714,9.180357142857144,13.727692307692307,3.81,0.0,False,False
2019-05-22,873.0,51.44583333333333,42.01,63.43,1015.875,57.208333333333336,13.127083333333331,19.165833333333335,0.0,0.0,False,False
2019-05-23,652.0,49.132083333333334,35.29,69.1,1021.5,66.29166666666667,4.000833333333333,6.364090909090908,0.32999999999999996,0.0,False,False
2019-05-24,783.0,47.75161290322581,45.0,57.7,1006.9354838709677,83.96774193548387,6.161612903225807,12.083333333333334,17.369999999999997,0.0,False,False
2019-05-25,2288.0,54.22375,36.32,75.69,1018.9166666666666,64.75,5.349166666666666,10.053888888888888,0.0,0.0,False,False
2019-05-26,2144.0,50.98259259259258,45.19,68.68,1012.4074074074074,82.92592592592592,6.65962962962963,11.774999999999999,12.49,0.0,False,False
2019-05-27,1599.0,52.67124999999999,43.09,71.42,1011.0833333333334,82.41666666666667,3.2916666666666665,5.277222222222222,0.0,0.0,True,False
2019-05-28,690.0,47.39083333333334,32.63,60.62,1015.0833333333334,65.16666666666667,3.7516666666666665,7.0,3.3,0.0,False,False
2019-05-29,640.0,44.217,39.99,58.19,1010.4,89.36666666666666,4.133666666666667,7.139642857142858,12.27,0.0,False,False
2019-05-30,797.0,50.62958333333333,44.19,64.09,1008.5416666666666,83.70833333333333,4.484999999999999,9.941764705882353,0.0,0.0,False,False
2019-05-31,917.0,52.83038461538461,45.09,68.63,1005.8461538461538,75.84615384615384,5.920384615384616,10.400799999999998,0.0,0.0,False,False
2019-06-01,1051.0,52.77583333333334,38.3,68.68,1011.5416666666666,71.45833333333333,3.370416666666667,6.553333333333334,0.0,0.0,False,True
2019-06-02,963.0,52.50958333333333,46.08,70.3,1009.75,87.29166666666667,4.377083333333333,7.347391304347826,0.0,0.0,False,True
2019-06-03,1071.0,54.5652,46.6,70.09,1005.0,79.52,5.7219999999999995,9.248333333333333,0.0,0.0,False,True
2019-06-04,1173.0,54.254999999999995,39.29,66.69,1012.1666666666666,57.791666666666664,11.585833333333333,16.081666666666667,0.0,0.0,False,True
2019-06-05,858.0,54.570833333333326,45.28,72.68,1010.9583333333334,75.70833333333333,7.942916666666666,12.948333333333332,4.5600000000000005,0.0,False,True
2019-06-06,944.0,55.97866666666666,48.15,77.2,1006.3333333333334,85.26666666666667,3.675333333333333,6.038846153846153,12.8,0.0,False,True
2019-06-07,1156.0,59.66624999999999,44.19,78.69,1011.5833333333334,65.33333333333333,4.784166666666667,7.528823529411764,0.0,0.0,False,True
2019-06-08,1503.0,60.029999999999994,45.3,75.78,1018.0416666666666,57.541666666666664,7.622083333333333,11.73,0.0,0.0,False,True
