Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),17,4818,4818,0.5,0.5,1,1,33.052,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),00: All Day (12am-12am),1188,1622,1622,0.5,0.5,1,1,4.331,0.015,0.089,0.185,0.209,0.148,0.059,0.067,0.044,0.052,0.007,0.037,0.007,0.081,0.905,0.044,0.037,0.007,0.007,0.000,0.467,0.393,0.104,0.007,0.007,0.488,0.230,0.067,0.022,0.037,0.156
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),05: 4am (4am-5am),67,1729,1729,0.3,0.3,1,1,13.494,0.000,0.125,0.125,0.125,0.125,0.000,0.125,0.000,0.250,0.000,0.125,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.375,0.625,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.125,0.500
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),06: 5am (5am-6am),17,852,852,0.2,0.2,1,1,3.083,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),07: 6am (6am-7am),37,1479,1479,0.3,0.3,1,1,1.407,0.000,0.000,0.500,0.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),09: 8am (8am-9am),8,3766,3766,1.1,1.1,1,1,3.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),10: 9am (9am-10am),99,1916,1916,0.8,0.8,1,1,2.761,0.000,0.091,0.182,0.454,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.182,0.818,0.000,0.091,0.091,0.000,0.000,0.364,0.364,0.273,0.000,0.000,0.273,0.636,0.000,0.000,0.000,0.091
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),11: 10am (10am-11am),105,1681,1681,0.5,0.5,1,1,3.235,0.000,0.083,0.083,0.417,0.167,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.167,0.917,0.083,0.000,0.000,0.000,0.000,0.583,0.417,0.000,0.000,0.000,0.501,0.333,0.000,0.000,0.083,0.083
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),12: 11am (11am-12noon),157,1269,1269,0.6,0.6,2,2,4.956,0.056,0.056,0.111,0.387,0.000,0.167,0.111,0.056,0.056,0.000,0.000,0.000,0.000,0.944,0.000,0.000,0.000,0.056,0.000,0.444,0.333,0.111,0.000,0.000,0.499,0.111,0.056,0.056,0.167,0.111
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),144,1409,1409,0.4,0.4,1,1,3.395,0.000,0.188,0.247,0.000,0.188,0.125,0.063,0.063,0.000,0.000,0.063,0.063,0.000,0.937,0.063,0.000,0.000,0.000,0.000,0.375,0.563,0.063,0.000,0.000,0.437,0.375,0.125,0.000,0.000,0.063
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),184,2078,2078,0.7,0.7,1,1,3.551,0.048,0.000,0.143,0.190,0.190,0.000,0.048,0.095,0.048,0.000,0.048,0.000,0.190,0.857,0.000,0.143,0.000,0.000,0.000,0.476,0.381,0.048,0.048,0.000,0.572,0.190,0.143,0.000,0.000,0.095
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),122,1722,1722,0.6,0.6,1,1,3.241,0.000,0.071,0.071,0.143,0.358,0.143,0.000,0.000,0.143,0.000,0.000,0.000,0.071,0.929,0.000,0.071,0.000,0.000,0.000,0.500,0.357,0.143,0.000,0.000,0.572,0.214,0.000,0.000,0.000,0.214
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),88,901,901,0.3,0.3,1,1,4.475,0.000,0.200,0.400,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.300,0.300,0.000,0.000,0.600,0.200,0.000,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),55,1337,1337,0.4,0.4,1,1,5.301,0.000,0.000,0.500,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.167,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),35,1665,1665,0.6,0.6,1,1,6.864,0.000,0.250,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),26,1242,1242,0.6,0.6,2,2,1.468,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.333,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),26,3112,3112,0.8,0.8,1,1,4.065,0.000,0.000,0.000,0.000,0.000,0.000,0.334,0.000,0.000,0.333,0.000,0.000,0.333,0.667,0.333,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),8,822,822,0.1,0.1,1,1,3.983,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),8,1801,1801,0.2,0.2,0,0,4.280,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),00: All Day (12am-12am),1143,2041,2041,0.7,0.7,1,1,3.837,0.016,0.070,0.116,0.169,0.171,0.101,0.070,0.054,0.031,0.031,0.023,0.016,0.132,0.844,0.047,0.062,0.023,0.008,0.016,0.504,0.395,0.078,0.016,0.008,0.620,0.194,0.054,0.039,0.008,0.085
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),05: 4am (4am-5am),34,1176,1176,0.2,0.2,1,1,4.780,0.250,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.500,0.250,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),06: 5am (5am-6am),37,1898,1898,0.3,0.3,1,1,2.107,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),07: 6am (6am-7am),9,1228,1228,0.5,0.5,2,2,1.308,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),10: 9am (9am-10am),26,3202,3202,1.1,1.1,1,1,1.539,0.000,0.000,0.000,0.334,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.333,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),11: 10am (10am-11am),120,1945,1945,0.8,0.8,1,1,2.648,0.000,0.143,0.071,0.286,0.143,0.143,0.000,0.000,0.000,0.071,0.000,0.000,0.143,0.858,0.000,0.071,0.000,0.071,0.000,0.357,0.429,0.214,0.000,0.000,0.357,0.572,0.000,0.000,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),12: 11am (11am-12noon),223,2035,2035,0.7,0.7,1,1,4.194,0.040,0.040,0.120,0.160,0.280,0.080,0.000,0.000,0.000,0.080,0.040,0.040,0.120,0.840,0.080,0.000,0.040,0.000,0.040,0.600,0.240,0.120,0.040,0.000,0.680,0.080,0.080,0.080,0.000,0.080
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),117,2302,2302,1.2,1.2,1,1,2.510,0.000,0.077,0.077,0.230,0.154,0.000,0.077,0.154,0.000,0.077,0.000,0.000,0.154,0.846,0.000,0.000,0.077,0.000,0.077,0.385,0.462,0.077,0.077,0.000,0.692,0.154,0.000,0.077,0.000,0.077
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),178,2016,2016,0.6,0.6,1,1,2.807,0.000,0.050,0.150,0.150,0.200,0.050,0.100,0.050,0.000,0.000,0.100,0.000,0.150,0.850,0.100,0.050,0.000,0.000,0.000,0.600,0.350,0.050,0.000,0.000,0.650,0.150,0.100,0.050,0.000,0.050
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),97,2161,2161,0.6,0.6,1,1,1.847,0.000,0.181,0.091,0.000,0.091,0.091,0.182,0.091,0.091,0.000,0.000,0.000,0.182,0.818,0.091,0.091,0.000,0.000,0.000,0.545,0.455,0.000,0.000,0.000,0.727,0.091,0.182,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),80,3060,3060,1.4,1.4,2,2,11.993,0.000,0.111,0.000,0.334,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.333,0.556,0.000,0.333,0.111,0.000,0.000,0.222,0.556,0.111,0.000,0.111,0.556,0.111,0.000,0.111,0.000,0.222
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),107,1593,1593,0.5,0.5,1,1,3.079,0.000,0.083,0.251,0.083,0.167,0.167,0.083,0.083,0.000,0.000,0.000,0.000,0.083,0.917,0.000,0.083,0.000,0.000,0.000,0.583,0.417,0.000,0.000,0.000,0.668,0.083,0.083,0.000,0.083,0.083
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),44,1562,1562,0.3,0.3,1,1,1.528,0.000,0.000,0.200,0.200,0.000,0.200,0.200,0.200,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),26,1672,1672,0.5,0.5,1,1,1.998,0.000,0.000,0.334,0.000,0.000,0.333,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),44,1707,1707,0.6,0.6,1,1,10.411,0.000,0.000,0.000,0.200,0.400,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.800,0.200,0.000,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.400
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),00: All Day (12am-12am),1510,1829,1829,0.7,0.7,1,1,5.112,0.062,0.056,0.099,0.185,0.210,0.080,0.049,0.037,0.037,0.043,0.019,0.006,0.117,0.846,0.080,0.062,0.000,0.012,0.000,0.457,0.389,0.093,0.049,0.006,0.531,0.179,0.105,0.037,0.012,0.136
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),05: 4am (4am-5am),10,1534,1534,0.4,0.4,1,1,5.458,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),06: 5am (5am-6am),10,92,92,0.1,0.1,3,3,1.247,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),07: 6am (6am-7am),27,1044,1044,0.9,0.9,2,2,1.737,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),08: 7am (7am-8am),9,1208,1208,0.2,0.2,1,1,2.277,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),09: 8am (8am-9am),10,1470,1470,0.2,0.2,1,1,1.708,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),10: 9am (9am-10am),104,1391,1391,0.5,0.5,1,1,16.942,0.000,0.000,0.091,0.363,0.273,0.000,0.091,0.091,0.091,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.455,0.545,0.000,0.000,0.000,0.273,0.091,0.363,0.000,0.000,0.273
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),11: 10am (10am-11am),225,1800,1800,0.6,0.6,1,1,3.115,0.125,0.042,0.042,0.208,0.167,0.083,0.042,0.000,0.000,0.083,0.000,0.000,0.208,0.833,0.125,0.042,0.000,0.000,0.000,0.500,0.375,0.042,0.083,0.000,0.625,0.208,0.042,0.042,0.000,0.083
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),225,1902,1902,0.7,0.7,1,1,4.080,0.000,0.083,0.125,0.209,0.083,0.167,0.042,0.083,0.000,0.083,0.000,0.000,0.125,0.833,0.042,0.125,0.000,0.000,0.000,0.417,0.417,0.083,0.042,0.042,0.584,0.083,0.208,0.042,0.000,0.083
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),240,2453,2453,0.9,0.9,1,1,8.188,0.077,0.038,0.038,0.115,0.195,0.115,0.077,0.077,0.038,0.038,0.038,0.000,0.154,0.808,0.077,0.038,0.000,0.077,0.000,0.538,0.346,0.077,0.038,0.000,0.577,0.154,0.000,0.000,0.038,0.231
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),85,3157,3157,1.1,1.1,2,2,2.289,0.000,0.000,0.111,0.111,0.222,0.000,0.111,0.000,0.000,0.000,0.111,0.000,0.334,0.556,0.222,0.222,0.000,0.000,0.000,0.444,0.333,0.111,0.000,0.000,0.333,0.445,0.222,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),176,1266,1266,0.5,0.5,1,1,5.859,0.000,0.053,0.211,0.105,0.420,0.105,0.053,0.000,0.053,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.421,0.368,0.158,0.053,0.000,0.368,0.158,0.158,0.053,0.000,0.263
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),179,1725,1725,0.6,0.6,1,1,2.392,0.053,0.053,0.158,0.314,0.158,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.789,0.158,0.053,0.000,0.000,0.000,0.474,0.474,0.053,0.000,0.000,0.737,0.105,0.000,0.053,0.000,0.105
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),93,1334,1334,0.5,0.5,1,1,2.195,0.100,0.200,0.200,0.000,0.200,0.000,0.000,0.000,0.200,0.100,0.000,0.000,0.000,0.800,0.100,0.100,0.000,0.000,0.000,0.500,0.400,0.000,0.100,0.000,0.600,0.100,0.200,0.100,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),55,1645,1645,0.7,0.7,2,2,2.775,0.000,0.000,0.000,0.499,0.167,0.000,0.000,0.167,0.000,0.000,0.167,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.333,0.333,0.167,0.000,0.666,0.167,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),27,1478,1478,0.4,0.4,1,1,2.045,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),37,2001,2001,0.6,0.6,1,1,4.545,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.000,0.000,0.000,0.000,0.250,0.000,0.750,0.250,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),1462,1635,1635,0.6,0.6,1,1,8.462,0.036,0.108,0.200,0.163,0.145,0.078,0.066,0.042,0.024,0.018,0.012,0.018,0.090,0.862,0.066,0.054,0.000,0.006,0.012,0.404,0.452,0.084,0.018,0.024,0.530,0.205,0.066,0.030,0.024,0.145
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),04: 3am (3am-4am),8,71,71,0.1,0.1,3,3,1.199,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),8,522,522,0.3,0.3,2,2,1.162,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),26,1534,1534,0.4,0.4,1,1,6.880,0.000,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),64,1064,1064,0.3,0.3,1,1,2.047,0.000,0.000,0.428,0.286,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.429,0.143,0.000,0.000,0.571,0.286,0.143,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),52,3199,3199,2.1,2.1,2,2,10.678,0.000,0.000,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.167,0.000,0.000,0.332,0.667,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.167,0.167,0.000,0.333,0.000,0.000,0.167,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),107,1082,1082,0.4,0.4,1,1,2.239,0.000,0.083,0.167,0.334,0.333,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.417,0.417,0.083,0.000,0.083,0.416,0.417,0.167,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),98,1390,1390,0.5,0.5,2,2,3.072,0.000,0.091,0.182,0.182,0.363,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.091,0.909,0.091,0.000,0.000,0.000,0.000,0.364,0.455,0.091,0.000,0.091,0.818,0.000,0.000,0.000,0.000,0.182
Pedestrian - StL Pedestrian Index,Trip Pass-Through,,Pedestrian Zone 1,yes,N/A,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),173,1500,1500,0.5,0.5,1,1,1.606,0.000,0.200,0.300,0.150,0.100,0.000,0.050,0.050,0.000,0.000,0.000,0.050,0.100,0.850,0.100,0.050,0.000,0.000,0.000,0.500,0.450,0.050,0.000,0.000,0.850,0.100,0.050,0.000,0.000,0.000
