Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),09: 8am (8am-9am),31,3652,3652,34.3,34.3,25,25,1.967,0.000,0.154,0.154,0.307,0.000,0.000,0.077,0.000,0.077,0.077,0.000,0.000,0.077,0.000,0.000,0.077,0.000,0.000,0.000,0.461,0.154,0.077,0.077,0.000,0.077,0.077,0.000,0.000,0.000,0.077,0.000,0.461,0.385,0.077,0.000,0.077,0.000,0.000,0.462,0.538,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),10: 9am (9am-10am),145,2780,3120,15.9,17.6,19,19,4.917,0.017,0.167,0.199,0.117,0.133,0.067,0.033,0.017,0.033,0.067,0.083,0.000,0.033,0.000,0.017,0.017,0.000,0.000,0.083,0.434,0.217,0.050,0.017,0.133,0.033,0.033,0.000,0.000,0.000,0.000,0.083,0.484,0.333,0.083,0.017,0.000,0.000,0.000,0.366,0.350,0.100,0.050,0.017,0.117
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),11: 10am (10am-11am),144,2964,2992,18.8,19.2,18,18,2.855,0.016,0.190,0.239,0.127,0.111,0.079,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.016,0.079,0.000,0.016,0.159,0.395,0.270,0.016,0.000,0.016,0.032,0.016,0.000,0.032,0.000,0.048,0.095,0.619,0.159,0.079,0.048,0.000,0.000,0.000,0.413,0.270,0.079,0.143,0.063,0.032
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),12: 11am (11am-12noon),238,3540,3507,23.4,23.2,19,19,2.752,0.000,0.111,0.131,0.171,0.152,0.101,0.081,0.061,0.020,0.010,0.061,0.030,0.000,0.010,0.000,0.061,0.020,0.000,0.121,0.315,0.212,0.121,0.020,0.051,0.040,0.030,0.010,0.020,0.000,0.040,0.172,0.373,0.283,0.152,0.020,0.000,0.000,0.000,0.293,0.364,0.222,0.071,0.040,0.010
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),216,3586,3459,25.5,24.0,20,20,3.155,0.012,0.163,0.140,0.093,0.208,0.128,0.035,0.047,0.058,0.023,0.000,0.000,0.023,0.000,0.000,0.070,0.000,0.000,0.163,0.325,0.267,0.058,0.058,0.000,0.058,0.012,0.000,0.012,0.000,0.047,0.093,0.500,0.291,0.081,0.023,0.012,0.000,0.000,0.465,0.256,0.105,0.081,0.035,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),195,2989,2885,16.1,15.1,18,17,3.177,0.012,0.095,0.237,0.155,0.107,0.107,0.131,0.024,0.048,0.000,0.024,0.000,0.036,0.024,0.000,0.000,0.000,0.000,0.119,0.416,0.214,0.143,0.024,0.024,0.024,0.024,0.000,0.012,0.000,0.000,0.143,0.512,0.321,0.024,0.000,0.000,0.000,0.000,0.297,0.262,0.167,0.143,0.095,0.036
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),256,3022,3068,16.9,16.9,18,18,3.493,0.010,0.162,0.182,0.172,0.091,0.141,0.010,0.061,0.030,0.020,0.020,0.030,0.010,0.000,0.000,0.061,0.000,0.000,0.182,0.344,0.283,0.051,0.040,0.030,0.030,0.010,0.000,0.000,0.010,0.020,0.081,0.586,0.273,0.040,0.010,0.010,0.000,0.000,0.212,0.262,0.141,0.253,0.061,0.071
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),170,2927,3100,15.2,15.1,18,17,3.807,0.047,0.172,0.202,0.094,0.109,0.094,0.109,0.063,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.000,0.016,0.203,0.343,0.266,0.109,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.141,0.546,0.266,0.031,0.016,0.000,0.000,0.000,0.125,0.344,0.281,0.172,0.000,0.078
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),186,3018,3126,21.6,21.8,20,20,3.148,0.057,0.100,0.258,0.200,0.114,0.071,0.057,0.029,0.014,0.000,0.014,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.186,0.358,0.257,0.086,0.014,0.014,0.000,0.014,0.000,0.000,0.000,0.071,0.029,0.558,0.314,0.071,0.014,0.014,0.000,0.000,0.200,0.386,0.214,0.114,0.043,0.043
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),158,2387,2623,11.7,13.2,18,18,3.707,0.042,0.240,0.113,0.155,0.099,0.141,0.056,0.028,0.042,0.014,0.014,0.014,0.014,0.014,0.014,0.000,0.000,0.000,0.155,0.479,0.155,0.113,0.028,0.042,0.028,0.000,0.000,0.000,0.000,0.000,0.127,0.535,0.268,0.042,0.014,0.014,0.000,0.000,0.070,0.438,0.225,0.169,0.028,0.070
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),153,2563,2583,14.2,14.5,18,19,3.250,0.013,0.211,0.238,0.132,0.105,0.105,0.079,0.039,0.000,0.013,0.013,0.026,0.000,0.000,0.013,0.013,0.000,0.000,0.118,0.567,0.158,0.079,0.013,0.000,0.026,0.013,0.000,0.013,0.000,0.013,0.145,0.461,0.289,0.079,0.013,0.013,0.000,0.000,0.237,0.499,0.132,0.066,0.013,0.053
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),128,2535,2589,10.3,11.3,16,17,3.703,0.035,0.123,0.228,0.245,0.070,0.105,0.035,0.018,0.105,0.018,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.140,0.421,0.298,0.123,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.579,0.263,0.018,0.000,0.000,0.000,0.000,0.175,0.527,0.105,0.070,0.053,0.070
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),42,2976,3118,18.7,18.9,21,20,3.334,0.000,0.050,0.300,0.100,0.200,0.150,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.300,0.450,0.150,0.000,0.000,0.000,0.050,0.050,0.000,0.000,0.000,0.050,0.500,0.250,0.200,0.000,0.000,0.000,0.000,0.200,0.500,0.100,0.050,0.050,0.100
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),37,1883,1883,9.9,9.9,19,19,2.443,0.000,0.167,0.278,0.333,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.722,0.222,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.222,0.111,0.000,0.000,0.000,0.000,0.222,0.666,0.056,0.056,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),14,1613,1874,6.9,9.6,16,18,11.019,0.000,0.000,0.666,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.167,0.666,0.000,0.000,0.000,0.167
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),24: 11pm (11pm-12am),3,1203,1203,6.6,6.6,20,20,2.211,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),00: All Day (12am-12am),3091,2616,2690,15.7,15.8,19,19,3.162,0.013,0.128,0.234,0.221,0.164,0.053,0.041,0.033,0.032,0.015,0.017,0.009,0.012,0.005,0.003,0.020,0.000,0.000,0.104,0.470,0.249,0.073,0.028,0.024,0.018,0.008,0.007,0.002,0.003,0.014,0.087,0.536,0.275,0.084,0.014,0.004,0.000,0.000,0.256,0.407,0.152,0.089,0.042,0.054
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),01: 12am (12am-1am),2,2342,2342,24.2,24.2,37,37,1.955,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),03: 2am (2am-3am),4,9027,9027,12.7,12.7,5,5,2.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),04: 3am (3am-4am),21,1538,1628,7.8,8.3,19,19,2.994,0.000,0.375,0.125,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.500,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.250,0.625,0.000,0.000,0.000,0.125
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),05: 4am (4am-5am),315,2346,2361,17.6,17.8,22,22,2.157,0.007,0.103,0.328,0.267,0.192,0.027,0.000,0.021,0.027,0.007,0.000,0.000,0.007,0.000,0.000,0.014,0.000,0.000,0.041,0.479,0.315,0.075,0.027,0.021,0.007,0.014,0.000,0.007,0.000,0.014,0.021,0.478,0.336,0.130,0.021,0.014,0.000,0.000,0.418,0.520,0.048,0.007,0.007,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),06: 5am (5am-6am),130,2059,2050,11.1,11.1,19,19,2.731,0.018,0.109,0.382,0.236,0.164,0.000,0.055,0.018,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.036,0.637,0.255,0.018,0.036,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.036,0.564,0.309,0.091,0.000,0.000,0.000,0.000,0.255,0.508,0.164,0.055,0.000,0.018
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),07: 6am (6am-7am),20,2735,2735,16.1,16.1,23,23,2.381,0.000,0.000,0.167,0.167,0.167,0.332,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.666,0.167,0.000,0.000,0.000,0.000,0.500,0.333,0.000,0.167,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),08: 7am (7am-8am),48,2432,2538,12.0,12.0,16,16,3.143,0.000,0.000,0.143,0.644,0.071,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.071,0.644,0.214,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.000,0.000,0.286,0.429,0.143,0.071,0.000,0.071
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),09: 8am (8am-9am),52,3015,3198,13.1,13.9,16,16,3.133,0.000,0.100,0.100,0.000,0.350,0.050,0.250,0.100,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.450,0.300,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.500,0.350,0.000,0.000,0.000,0.000,0.000,0.200,0.500,0.150,0.000,0.050,0.100
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),10: 9am (9am-10am),137,2813,3009,14.4,16.1,16,17,2.936,0.000,0.178,0.178,0.178,0.268,0.022,0.000,0.022,0.000,0.022,0.000,0.000,0.044,0.022,0.022,0.044,0.000,0.000,0.089,0.601,0.156,0.022,0.022,0.044,0.000,0.022,0.000,0.000,0.022,0.022,0.178,0.533,0.222,0.067,0.000,0.000,0.000,0.000,0.156,0.511,0.222,0.044,0.000,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),11: 10am (10am-11am),255,3227,3222,18.6,18.3,19,18,2.701,0.011,0.077,0.230,0.187,0.198,0.044,0.044,0.044,0.033,0.000,0.055,0.011,0.022,0.000,0.011,0.033,0.000,0.000,0.088,0.483,0.187,0.088,0.033,0.011,0.066,0.000,0.022,0.000,0.011,0.011,0.110,0.560,0.209,0.077,0.044,0.000,0.000,0.000,0.374,0.406,0.110,0.033,0.033,0.044
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),12: 11am (11am-12noon),256,3036,3026,18.3,18.0,18,18,2.852,0.000,0.155,0.196,0.196,0.113,0.082,0.052,0.041,0.041,0.010,0.021,0.031,0.000,0.031,0.000,0.031,0.000,0.000,0.175,0.444,0.165,0.072,0.010,0.031,0.031,0.010,0.021,0.000,0.010,0.031,0.103,0.588,0.186,0.113,0.010,0.000,0.000,0.000,0.289,0.422,0.103,0.103,0.052,0.031
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),250,2907,2934,17.1,16.5,17,17,3.585,0.011,0.111,0.224,0.189,0.133,0.100,0.044,0.056,0.022,0.011,0.033,0.011,0.022,0.000,0.000,0.033,0.000,0.000,0.200,0.368,0.233,0.100,0.022,0.011,0.022,0.000,0.011,0.000,0.000,0.033,0.167,0.555,0.178,0.078,0.022,0.000,0.000,0.000,0.278,0.211,0.211,0.200,0.056,0.044
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),253,2883,2958,17.7,18.1,19,19,2.902,0.022,0.121,0.165,0.241,0.132,0.066,0.044,0.055,0.033,0.033,0.000,0.011,0.033,0.000,0.022,0.022,0.000,0.000,0.165,0.362,0.231,0.066,0.022,0.055,0.022,0.033,0.022,0.011,0.000,0.011,0.132,0.516,0.220,0.121,0.011,0.000,0.000,0.000,0.297,0.340,0.176,0.121,0.033,0.033
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),295,2441,2540,12.6,13.2,18,18,3.356,0.010,0.219,0.171,0.236,0.152,0.010,0.048,0.029,0.029,0.019,0.038,0.000,0.010,0.010,0.000,0.019,0.000,0.000,0.114,0.571,0.152,0.057,0.038,0.038,0.010,0.010,0.000,0.000,0.000,0.010,0.057,0.600,0.305,0.019,0.019,0.000,0.000,0.000,0.248,0.371,0.162,0.124,0.038,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),205,2656,2773,14.8,15.0,19,19,4.291,0.038,0.139,0.139,0.226,0.165,0.051,0.076,0.013,0.089,0.013,0.000,0.025,0.013,0.000,0.000,0.013,0.000,0.000,0.139,0.353,0.342,0.051,0.051,0.038,0.013,0.000,0.000,0.000,0.000,0.013,0.076,0.532,0.291,0.101,0.000,0.000,0.000,0.000,0.114,0.277,0.241,0.152,0.127,0.089
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),179,2626,2817,15.0,15.7,19,19,3.715,0.014,0.087,0.236,0.174,0.188,0.116,0.014,0.014,0.014,0.101,0.014,0.000,0.014,0.000,0.000,0.014,0.000,0.000,0.130,0.333,0.349,0.058,0.058,0.029,0.029,0.000,0.000,0.000,0.000,0.014,0.116,0.508,0.290,0.072,0.014,0.000,0.000,0.000,0.130,0.320,0.217,0.159,0.087,0.087
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),219,2767,2796,20.3,19.8,21,21,3.418,0.000,0.099,0.235,0.270,0.173,0.062,0.037,0.025,0.037,0.000,0.037,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.037,0.470,0.296,0.111,0.037,0.012,0.012,0.000,0.000,0.000,0.000,0.025,0.037,0.506,0.358,0.062,0.000,0.037,0.000,0.000,0.160,0.371,0.210,0.136,0.037,0.086
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),167,1932,2017,9.4,9.8,19,18,3.057,0.055,0.137,0.355,0.178,0.137,0.041,0.041,0.014,0.014,0.000,0.014,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.589,0.205,0.055,0.014,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.123,0.494,0.301,0.055,0.027,0.000,0.000,0.000,0.192,0.534,0.151,0.027,0.055,0.041
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),155,2575,2603,17.6,16.8,22,21,2.980,0.000,0.093,0.332,0.222,0.111,0.037,0.019,0.074,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.056,0.479,0.278,0.074,0.019,0.056,0.019,0.000,0.000,0.000,0.000,0.019,0.037,0.463,0.352,0.148,0.000,0.000,0.000,0.000,0.241,0.443,0.167,0.056,0.037,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),65,2024,2621,9.8,11.0,18,16,7.008,0.000,0.167,0.207,0.125,0.167,0.083,0.042,0.083,0.042,0.042,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.500,0.292,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.625,0.208,0.042,0.000,0.000,0.000,0.000,0.083,0.376,0.125,0.083,0.083,0.250
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),40,1611,1827,8.2,9.0,18,18,3.668,0.000,0.312,0.250,0.188,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.749,0.188,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.687,0.250,0.063,0.000,0.000,0.000,0.000,0.188,0.624,0.000,0.000,0.000,0.188
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),23: 10pm (10pm-11pm),20,2351,2351,12.2,12.2,18,18,2.631,0.000,0.143,0.143,0.143,0.428,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.428,0.286,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.428,0.429,0.000,0.000,0.000,0.000,0.000,0.143,0.571,0.143,0.143,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),24: 11pm (11pm-12am),3,1444,1444,6.5,6.5,16,16,2.301,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),00: All Day (12am-12am),3130,2758,2838,17.5,17.5,20,19,3.208,0.010,0.130,0.243,0.194,0.115,0.088,0.047,0.036,0.035,0.026,0.019,0.010,0.011,0.004,0.008,0.024,0.000,0.001,0.099,0.436,0.266,0.084,0.037,0.015,0.018,0.012,0.003,0.005,0.003,0.021,0.081,0.526,0.288,0.073,0.021,0.009,0.002,0.000,0.279,0.382,0.134,0.097,0.042,0.066
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),01: 12am (12am-1am),5,2245,2245,12.4,12.4,20,20,1.668,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),03: 2am (2am-3am),9,2346,2346,19.3,19.3,30,30,1.651,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),04: 3am (3am-4am),28,1864,1864,10.3,10.3,19,19,2.634,0.000,0.083,0.667,0.000,0.083,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.167,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.250,0.083,0.000,0.000,0.000,0.000,0.083,0.667,0.250,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),05: 4am (4am-5am),234,2238,2238,15.9,15.9,23,23,2.306,0.011,0.226,0.332,0.172,0.097,0.065,0.011,0.011,0.032,0.000,0.000,0.000,0.000,0.000,0.011,0.032,0.000,0.000,0.075,0.504,0.269,0.075,0.011,0.022,0.011,0.000,0.000,0.011,0.000,0.022,0.022,0.418,0.387,0.140,0.022,0.011,0.000,0.000,0.398,0.504,0.065,0.011,0.011,0.011
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),06: 5am (5am-6am),192,2543,2567,19.5,19.6,23,23,3.003,0.000,0.145,0.303,0.158,0.092,0.132,0.039,0.013,0.000,0.092,0.000,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.026,0.539,0.211,0.053,0.066,0.000,0.013,0.066,0.000,0.013,0.000,0.013,0.000,0.448,0.368,0.092,0.079,0.000,0.013,0.000,0.500,0.395,0.079,0.000,0.000,0.026
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),07: 6am (6am-7am),48,1977,1977,11.3,11.3,21,21,2.777,0.067,0.000,0.333,0.467,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.600,0.133,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.532,0.267,0.067,0.067,0.000,0.000,0.000,0.267,0.400,0.200,0.133,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),08: 7am (7am-8am),54,2713,2990,13.8,15.8,19,20,5.347,0.000,0.056,0.332,0.000,0.167,0.111,0.056,0.111,0.111,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.278,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.444,0.333,0.167,0.000,0.000,0.000,0.000,0.222,0.277,0.167,0.111,0.056,0.167
