Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),08: 7am (7am-8am),26,2777,3048,9.8,11.2,13,14,3.778,0.000,0.000,0.111,0.222,0.111,0.222,0.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.444,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.778,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.223,0.222,0.222,0.111,0.111
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),09: 8am (8am-9am),85,3472,3529,26.0,24.9,19,19,2.904,0.000,0.129,0.129,0.258,0.194,0.097,0.000,0.032,0.000,0.032,0.032,0.032,0.000,0.000,0.000,0.065,0.000,0.000,0.032,0.515,0.258,0.065,0.000,0.000,0.065,0.000,0.000,0.000,0.000,0.065,0.065,0.579,0.226,0.065,0.065,0.000,0.000,0.000,0.290,0.355,0.226,0.097,0.000,0.032
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),10: 9am (9am-10am),114,3295,3515,22.4,23.3,20,19,3.542,0.000,0.043,0.262,0.196,0.065,0.130,0.043,0.043,0.065,0.022,0.022,0.022,0.022,0.000,0.000,0.065,0.000,0.000,0.043,0.500,0.087,0.174,0.022,0.022,0.043,0.065,0.000,0.000,0.022,0.022,0.130,0.435,0.326,0.087,0.022,0.000,0.000,0.000,0.435,0.326,0.152,0.022,0.000,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),11: 10am (10am-11am),190,3105,2988,20.2,19.2,19,19,2.550,0.000,0.120,0.227,0.267,0.080,0.080,0.027,0.067,0.040,0.013,0.013,0.000,0.000,0.000,0.013,0.053,0.000,0.000,0.053,0.547,0.200,0.093,0.027,0.013,0.000,0.000,0.000,0.000,0.000,0.067,0.120,0.480,0.307,0.040,0.053,0.000,0.000,0.000,0.507,0.320,0.080,0.013,0.013,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),12: 11am (11am-12noon),229,2852,2794,16.0,15.4,18,17,2.998,0.012,0.155,0.201,0.190,0.060,0.167,0.071,0.060,0.024,0.012,0.012,0.000,0.012,0.000,0.000,0.024,0.000,0.000,0.143,0.404,0.310,0.083,0.000,0.024,0.000,0.012,0.000,0.000,0.000,0.024,0.107,0.583,0.250,0.036,0.024,0.000,0.000,0.000,0.356,0.286,0.143,0.107,0.060,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),13: 12pm (12noon-1pm),260,3389,3329,21.9,21.2,19,19,3.182,0.010,0.091,0.180,0.152,0.182,0.071,0.071,0.061,0.010,0.071,0.010,0.030,0.010,0.000,0.000,0.051,0.000,0.000,0.121,0.355,0.242,0.131,0.020,0.020,0.051,0.010,0.000,0.010,0.000,0.040,0.131,0.516,0.222,0.091,0.040,0.000,0.000,0.000,0.354,0.242,0.131,0.141,0.051,0.081
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),14: 1pm (1pm-2pm),249,3660,3559,22.9,21.4,18,17,3.766,0.000,0.071,0.243,0.202,0.081,0.091,0.091,0.040,0.040,0.010,0.000,0.000,0.030,0.000,0.010,0.091,0.000,0.000,0.111,0.496,0.141,0.051,0.071,0.010,0.040,0.000,0.020,0.000,0.030,0.030,0.131,0.576,0.222,0.061,0.010,0.000,0.000,0.000,0.363,0.283,0.141,0.061,0.071,0.081
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),15: 2pm (2pm-3pm),264,3093,3020,20.6,19.7,18,18,3.053,0.000,0.147,0.238,0.239,0.101,0.073,0.064,0.028,0.018,0.000,0.009,0.028,0.000,0.009,0.000,0.046,0.000,0.000,0.165,0.460,0.183,0.064,0.046,0.009,0.009,0.009,0.009,0.000,0.000,0.046,0.101,0.559,0.257,0.055,0.028,0.000,0.000,0.000,0.266,0.322,0.183,0.128,0.046,0.055
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),16: 3pm (3pm-4pm),185,2396,2661,10.9,13.0,18,18,3.961,0.013,0.158,0.158,0.158,0.198,0.105,0.079,0.026,0.053,0.013,0.000,0.026,0.013,0.000,0.000,0.000,0.000,0.000,0.079,0.421,0.316,0.132,0.013,0.013,0.013,0.013,0.000,0.000,0.000,0.000,0.066,0.566,0.329,0.039,0.000,0.000,0.000,0.000,0.066,0.420,0.171,0.132,0.079,0.132
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),17: 4pm (4pm-5pm),188,2797,2670,17.6,16.4,19,19,4.433,0.038,0.175,0.285,0.150,0.100,0.075,0.075,0.000,0.025,0.013,0.013,0.000,0.013,0.000,0.000,0.038,0.000,0.000,0.225,0.373,0.275,0.063,0.013,0.000,0.000,0.000,0.013,0.013,0.000,0.025,0.125,0.498,0.263,0.063,0.038,0.013,0.000,0.000,0.175,0.337,0.075,0.213,0.100,0.100
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),18: 5pm (5pm-6pm),164,3169,3118,18.7,18.1,19,19,3.295,0.000,0.100,0.282,0.167,0.133,0.067,0.050,0.050,0.017,0.033,0.017,0.017,0.017,0.000,0.000,0.050,0.000,0.000,0.100,0.400,0.217,0.133,0.033,0.000,0.017,0.050,0.033,0.017,0.000,0.000,0.050,0.633,0.183,0.117,0.017,0.000,0.000,0.000,0.183,0.384,0.183,0.100,0.083,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),19: 6pm (6pm-7pm),189,2535,2703,14.7,15.4,19,19,3.428,0.012,0.136,0.210,0.248,0.148,0.062,0.037,0.049,0.037,0.000,0.012,0.000,0.012,0.000,0.000,0.037,0.000,0.000,0.111,0.434,0.333,0.049,0.012,0.012,0.012,0.000,0.000,0.000,0.012,0.025,0.111,0.481,0.309,0.074,0.025,0.000,0.000,0.000,0.210,0.408,0.173,0.086,0.037,0.086
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),20: 7pm (7pm-8pm),224,2362,2522,12.3,13.0,18,18,4.143,0.011,0.117,0.213,0.181,0.221,0.117,0.043,0.021,0.043,0.000,0.011,0.000,0.000,0.000,0.011,0.011,0.000,0.000,0.106,0.415,0.319,0.117,0.000,0.011,0.021,0.011,0.000,0.000,0.000,0.000,0.085,0.532,0.351,0.032,0.000,0.000,0.000,0.000,0.245,0.447,0.138,0.053,0.053,0.064
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),21: 8pm (8pm-9pm),47,2176,2281,10.4,11.5,18,18,2.828,0.000,0.143,0.238,0.286,0.095,0.095,0.048,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.475,0.286,0.048,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.525,0.190,0.095,0.000,0.000,0.000,0.000,0.238,0.476,0.190,0.000,0.048,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),22: 9pm (9pm-10pm),26,2105,2433,10.5,10.6,18,17,3.634,0.000,0.154,0.231,0.307,0.077,0.000,0.077,0.077,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.615,0.154,0.077,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,0.461,0.231,0.077,0.000,0.000,0.000,0.000,0.231,0.692,0.000,0.000,0.000,0.077
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),23: 10pm (10pm-11pm),15,3348,3348,20.9,20.9,19,19,2.928,0.000,0.000,0.000,0.499,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.167,0.499,0.167,0.167,0.000,0.000,0.000,0.000,0.167,0.499,0.167,0.167,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),24: 11pm (11pm-12am),9,1935,2664,14.2,17.6,25,24,6.615,0.000,0.000,0.250,0.500,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.000,0.000,0.250,0.500,0.000,0.000,0.000,0.250
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),2861,2550,2652,14.1,14.5,18,18,3.394,0.017,0.143,0.232,0.193,0.132,0.093,0.062,0.032,0.022,0.018,0.011,0.010,0.006,0.005,0.004,0.020,0.001,0.007,0.124,0.457,0.253,0.073,0.026,0.012,0.016,0.009,0.004,0.003,0.001,0.014,0.115,0.554,0.240,0.077,0.013,0.001,0.000,0.000,0.232,0.375,0.165,0.114,0.047,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),01: 12am (12am-1am),2,953,953,4.6,4.6,17,17,2.208,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),04: 3am (3am-4am),16,2095,1950,16.5,13.6,28,24,4.074,0.000,0.143,0.428,0.286,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.428,0.143,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.428,0.286,0.143,0.143,0.000,0.000,0.000,0.571,0.143,0.000,0.000,0.000,0.286
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),188,2254,2254,15.2,15.2,21,21,2.232,0.000,0.114,0.387,0.193,0.136,0.091,0.011,0.011,0.011,0.000,0.023,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.045,0.591,0.182,0.068,0.057,0.000,0.023,0.011,0.000,0.000,0.000,0.023,0.057,0.477,0.295,0.148,0.023,0.000,0.000,0.000,0.375,0.512,0.091,0.011,0.011,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),147,2109,2173,12.7,13.2,22,22,2.593,0.018,0.105,0.246,0.262,0.246,0.053,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.386,0.386,0.105,0.018,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.403,0.368,0.158,0.018,0.000,0.000,0.000,0.421,0.455,0.053,0.000,0.018,0.053
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),32,2322,2322,17.5,17.5,27,27,2.618,0.000,0.300,0.300,0.100,0.100,0.000,0.000,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.200,0.200,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.100,0.000,0.000,0.000,0.200,0.500,0.200,0.100,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),36,3198,3198,18.2,18.2,17,17,2.426,0.000,0.167,0.167,0.250,0.167,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.167,0.584,0.083,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.083,0.667,0.167,0.083,0.000,0.000,0.000,0.000,0.167,0.666,0.167,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),25,2602,2602,13.9,13.9,19,19,2.802,0.000,0.334,0.111,0.111,0.111,0.000,0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.445,0.333,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.333,0.111,0.000,0.000,0.000,0.000,0.111,0.556,0.111,0.222,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),132,2630,2705,14.4,14.4,18,18,2.401,0.000,0.083,0.249,0.250,0.146,0.083,0.042,0.021,0.063,0.000,0.042,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.021,0.582,0.271,0.063,0.021,0.000,0.021,0.000,0.000,0.000,0.000,0.021,0.125,0.542,0.208,0.083,0.042,0.000,0.000,0.000,0.271,0.604,0.104,0.021,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),211,3364,3379,22.6,21.5,21,20,3.204,0.000,0.099,0.173,0.186,0.148,0.086,0.062,0.037,0.037,0.037,0.012,0.037,0.025,0.012,0.012,0.037,0.000,0.000,0.037,0.408,0.259,0.086,0.074,0.000,0.037,0.049,0.025,0.000,0.000,0.025,0.086,0.507,0.247,0.160,0.000,0.000,0.000,0.000,0.272,0.308,0.136,0.160,0.025,0.099
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),297,3158,3239,18.5,18.7,18,18,3.614,0.034,0.102,0.230,0.144,0.127,0.059,0.127,0.051,0.017,0.025,0.008,0.000,0.017,0.008,0.000,0.051,0.000,0.000,0.153,0.392,0.254,0.076,0.017,0.025,0.034,0.008,0.008,0.000,0.008,0.025,0.102,0.601,0.229,0.051,0.017,0.000,0.000,0.000,0.246,0.229,0.195,0.144,0.076,0.110
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),314,2725,2861,15.0,15.3,17,17,3.196,0.008,0.143,0.198,0.198,0.127,0.071,0.103,0.024,0.032,0.024,0.008,0.016,0.008,0.000,0.008,0.032,0.000,0.016,0.135,0.444,0.254,0.071,0.024,0.000,0.016,0.008,0.000,0.008,0.000,0.024,0.167,0.619,0.127,0.063,0.024,0.000,0.000,0.000,0.222,0.341,0.159,0.151,0.079,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),225,2606,2688,14.2,14.8,18,18,3.557,0.000,0.205,0.216,0.159,0.159,0.091,0.034,0.011,0.034,0.000,0.023,0.011,0.011,0.000,0.023,0.023,0.000,0.011,0.170,0.409,0.273,0.057,0.023,0.000,0.000,0.000,0.023,0.011,0.000,0.023,0.102,0.558,0.261,0.068,0.000,0.011,0.000,0.000,0.250,0.273,0.193,0.148,0.045,0.091
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),249,2984,3033,16.8,16.8,17,17,4.495,0.030,0.163,0.141,0.111,0.111,0.152,0.081,0.091,0.030,0.010,0.020,0.010,0.000,0.010,0.010,0.030,0.010,0.010,0.152,0.364,0.313,0.030,0.010,0.051,0.020,0.010,0.000,0.010,0.000,0.020,0.141,0.576,0.212,0.061,0.010,0.000,0.000,0.000,0.292,0.253,0.212,0.131,0.051,0.061
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),246,2191,2231,9.5,9.7,15,16,3.295,0.043,0.160,0.213,0.222,0.149,0.106,0.053,0.011,0.000,0.021,0.000,0.000,0.011,0.011,0.000,0.000,0.000,0.011,0.223,0.520,0.170,0.043,0.000,0.011,0.011,0.011,0.000,0.000,0.000,0.000,0.234,0.531,0.181,0.043,0.011,0.000,0.000,0.000,0.181,0.288,0.223,0.202,0.053,0.053
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),156,2188,2303,10.2,10.9,17,17,3.432,0.016,0.210,0.194,0.226,0.097,0.113,0.048,0.016,0.048,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.194,0.403,0.274,0.081,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.645,0.210,0.048,0.000,0.000,0.000,0.000,0.081,0.339,0.306,0.177,0.081,0.016
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),124,2116,2263,8.4,9.7,16,16,4.554,0.037,0.130,0.314,0.167,0.074,0.148,0.074,0.000,0.000,0.037,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.185,0.518,0.222,0.019,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.573,0.204,0.056,0.000,0.000,0.000,0.000,0.111,0.425,0.167,0.130,0.074,0.093
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),191,2377,2615,10.5,12.2,16,17,3.512,0.014,0.111,0.236,0.222,0.125,0.083,0.083,0.042,0.014,0.014,0.000,0.028,0.000,0.014,0.000,0.014,0.000,0.014,0.111,0.472,0.208,0.139,0.028,0.014,0.000,0.014,0.000,0.000,0.000,0.000,0.139,0.555,0.264,0.042,0.000,0.000,0.000,0.000,0.167,0.430,0.153,0.125,0.056,0.069
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),165,1990,2273,9.8,10.8,18,18,3.935,0.000,0.132,0.279,0.265,0.147,0.088,0.029,0.015,0.000,0.015,0.000,0.015,0.000,0.015,0.000,0.000,0.000,0.000,0.088,0.501,0.338,0.044,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.632,0.265,0.029,0.000,0.000,0.000,0.000,0.088,0.516,0.176,0.044,0.044,0.132
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),28,2341,2670,13.1,15.6,20,20,3.064,0.000,0.222,0.111,0.111,0.000,0.334,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.222,0.334,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.222,0.000,0.000,0.111
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),48,2024,2097,12.2,12.8,20,20,2.697,0.048,0.095,0.333,0.286,0.000,0.190,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.571,0.190,0.143,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.571,0.333,0.048,0.048,0.000,0.000,0.000,0.190,0.667,0.048,0.000,0.000,0.095
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),23: 10pm (10pm-11pm),23,1737,1737,10.3,10.3,22,22,2.605,0.091,0.363,0.182,0.091,0.182,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.636,0.000,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.545,0.091,0.000,0.000,0.000,0.000,0.091,0.818,0.000,0.091,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),24: 11pm (11pm-12am),7,1134,2843,7.7,12.9,24,21,14.430,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.667
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),00: All Day (12am-12am),2633,2804,2859,16.9,17.0,19,19,3.231,0.017,0.147,0.216,0.178,0.126,0.095,0.062,0.032,0.032,0.014,0.016,0.009,0.009,0.007,0.004,0.036,0.002,0.002,0.121,0.427,0.247,0.081,0.024,0.029,0.023,0.013,0.002,0.007,0.001,0.021,0.098,0.520,0.282,0.079,0.015,0.005,0.001,0.000,0.276,0.405,0.139,0.098,0.035,0.047
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),01: 12am (12am-1am),2,1996,1996,7.4,7.4,13,13,1.688,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),03: 2am (2am-3am),2,1849,1849,8.4,8.4,16,16,2.719,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),04: 3am (3am-4am),22,1795,1795,10.1,10.1,19,19,2.278,0.000,0.375,0.375,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.625,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.125,0.875,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),05: 4am (4am-5am),260,2138,2131,14.1,14.1,21,21,2.313,0.008,0.136,0.304,0.296,0.136,0.032,0.024,0.016,0.032,0.000,0.000,0.000,0.000,0.000,0.008,0.008,0.000,0.000,0.040,0.520,0.304,0.048,0.032,0.032,0.008,0.000,0.000,0.008,0.000,0.008,0.008,0.528,0.328,0.112,0.016,0.000,0.008,0.000,0.336,0.552,0.072,0.016,0.024,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),06: 5am (5am-6am),183,2548,2563,14.7,14.8,20,20,2.704,0.000,0.063,0.225,0.248,0.163,0.088,0.125,0.025,0.025,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.461,0.338,0.050,0.025,0.050,0.025,0.013,0.000,0.000,0.000,0.000,0.138,0.487,0.200,0.150,0.025,0.000,0.000,0.000,0.363,0.524,0.088,0.000,0.000,0.025
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),07: 6am (6am-7am),22,1692,2457,6.4,9.0,15,14,4.203,0.000,0.250,0.125,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.625,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.625,0.000,0.125,0.000,0.125
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),08: 7am (7am-8am),26,2233,2087,11.1,10.7,18,19,3.669,0.000,0.285,0.286,0.000,0.286,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.571,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.714,0.000,0.000,0.000,0.000,0.000,0.143,0.428,0.143,0.143,0.000,0.143
