,Full_Date,Time,Value,Hour,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_description
30,2019-05-02,6:00,3,6,40.12,10000.0,36.86,40.12,39.0,41.43,1024,88,0.0,0,,0.76,,,,Rain,light rain
31,2019-05-02,7:00,0,7,39.65,10000.0,36.97,39.65,38.5,41.43,1024,90,1.99,337,3.0,0.76,,,,Rain,light rain
32,2019-05-02,8:00,1,8,38.82,10000.0,36.14,37.04,37.6,40.51,1024,90,3.0,89,5.99,0.76,,,,Rain,light rain
33,2019-05-02,9:00,3,9,38.21,10000.0,35.82,34.36,37.29,40.08,1024,91,5.01,70,7.0,0.51,,,,Rain,light rain
34,2019-05-02,10:00,12,10,37.4,6437.0,35.29,33.4,35.62,39.51,1024,92,5.01,67,7.0,0.25,,,,Rain,light rain
35,2019-05-02,10:00,12,10,37.4,6437.0,35.29,33.4,35.62,39.51,1024,92,5.01,67,7.0,0.25,,,,Mist,mist
36,2019-05-02,11:00,18,11,37.06,10000.0,34.68,30.99,35.6,39.15,1025,91,8.01,58,11.99,,,,,Clouds,overcast clouds
37,2019-05-02,12:00,25,12,37.17,10000.0,34.5,34.03,35.69,39.15,1024,90,4.0,67,7.0,,,,,Clouds,overcast clouds
38,2019-05-02,13:00,19,13,38.86,10000.0,35.04,34.39,37.38,40.42,1024,86,5.99,79,7.0,,,,,Clouds,overcast clouds
39,2019-05-02,14:00,16,14,39.96,10000.0,35.22,38.32,37.99,42.1,1025,83,3.0,58,4.0,,,,,Clouds,overcast clouds
40,2019-05-02,15:00,21,15,40.26,10000.0,34.59,36.07,38.39,42.42,1025,80,5.99,67,8.01,0.25,,,,Rain,light rain
41,2019-05-02,16:00,22,16,41.72,10000.0,34.74,41.72,39.99,45.19,1024,76,1.99,67,4.0,,,,,Clouds,overcast clouds
42,2019-05-02,17:00,20,17,44.01,10000.0,35.58,44.01,40.15,48.7,1024,72,1.99,75,4.0,,,,,Clouds,overcast clouds
43,2019-05-02,18:00,17,18,45.37,10000.0,36.18,44.46,41.16,51.71,1024,70,3.0,74,5.01,,,,,Clouds,overcast clouds
44,2019-05-02,19:00,21,19,46.29,10000.0,36.32,46.29,42.19,51.62,1023,68,1.99,75,4.0,,,,,Clouds,overcast clouds
45,2019-05-02,20:00,13,20,48.99,10000.0,36.55,48.54,44.19,55.29,1023,62,3.0,115,5.01,,,,,Clouds,overcast clouds
46,2019-05-02,21:00,0,21,48.16,10000.0,37.74,46.74,43.09,53.1,1023,67,4.0,229,5.99,,,,,Clouds,overcast clouds
47,2019-05-02,22:00,4,22,46.74,10000.0,38.21,43.27,42.08,51.3,1024,72,7.0,260,10.0,,,,,Clouds,overcast clouds
48,2019-05-02,23:00,0,23,45.37,10000.0,38.26,40.3,41.09,49.3,1024,76,10.0,249,15.01,,,,,Clouds,overcast clouds
49,2019-05-03,00:00,0,0,44.4,10000.0,37.99,39.09,41.09,48.18,1024,78,10.0,260,14.0,,,,,Clouds,overcast clouds
50,2019-05-03,1:00,0,1,43.77,10000.0,38.01,37.94,40.62,45.72,1024,80,11.01,254,15.01,,,,,Clouds,overcast clouds
51,2019-05-03,2:00,0,2,43.38,10000.0,38.26,38.7,41.0,46.18,1024,82,8.01,233,11.01,,,,,Clouds,overcast clouds
52,2019-05-03,3:00,0,3,43.18,10000.0,38.68,38.97,41.09,46.09,1024,84,7.0,259,10.0,,,,,Clouds,overcast clouds
53,2019-05-03,4:00,0,4,42.96,10000.0,38.16,40.73,41.09,45.19,1024,83,4.0,241,5.01,,,,,Clouds,overcast clouds
54,2019-05-03,5:00,9,5,42.71,10000.0,38.23,40.44,41.09,45.09,1024,84,4.0,268,5.99,,,,,Clouds,overcast clouds
55,2019-05-03,6:00,6,6,42.55,10000.0,38.66,42.55,40.3,44.62,1023,86,0.0,0,,,,,,Clouds,overcast clouds
56,2019-05-03,7:00,1,7,42.06,10000.0,38.48,42.06,40.3,44.19,1023,87,0.0,0,,,,,,Clouds,overcast clouds
57,2019-05-03,8:00,3,8,41.94,10000.0,38.35,40.55,40.3,43.72,1023,87,3.0,180,4.0,,,,,Clouds,overcast clouds
58,2019-05-03,9:00,4,9,41.83,10000.0,38.53,41.83,40.3,43.39,1023,88,1.01,135,1.99,,,,,Clouds,overcast clouds
59,2019-05-03,10:00,14,10,41.92,10000.0,38.34,41.92,40.3,43.72,1023,87,0.0,0,,,,,,Clouds,overcast clouds
60,2019-05-03,11:00,20,11,42.8,10000.0,39.2,42.8,41.09,44.71,1023,87,0.0,0,,,,,,Clouds,overcast clouds
61,2019-05-03,12:00,17,12,43.99,10000.0,38.86,42.87,42.08,46.09,1023,82,3.0,202,4.0,,,,,Clouds,overcast clouds
62,2019-05-03,13:00,23,13,45.91,10000.0,38.79,45.05,43.09,48.61,1022,76,3.0,193,5.99,,,,,Clouds,overcast clouds
63,2019-05-03,14:00,17,14,46.58,10000.0,39.09,43.59,43.2,50.09,1022,75,5.99,165,8.01,,,,,Clouds,overcast clouds
64,2019-05-03,15:00,28,15,46.87,10000.0,39.38,44.53,43.2,50.63,1022,75,5.01,187,8.01,,,,,Clouds,overcast clouds
65,2019-05-03,16:00,15,16,46.94,10000.0,39.09,45.34,43.2,51.1,1022,74,4.0,236,5.99,,,,,Clouds,overcast clouds
66,2019-05-03,17:00,9,17,47.7,10000.0,38.41,46.2,45.41,52.09,1022,70,4.0,172,7.0,,,,,Clouds,overcast clouds
67,2019-05-03,18:00,11,18,46.87,10000.0,37.62,44.53,43.09,50.31,1021,70,5.01,180,10.0,,,,,Clouds,overcast clouds
68,2019-05-03,19:00,9,19,45.68,10000.0,37.18,43.14,41.09,49.3,1020,72,5.01,177,8.99,0.16,,,,Rain,light rain
69,2019-05-03,20:00,2,20,43.02,10000.0,38.52,41.77,41.09,46.29,1019,84,3.0,201,5.01,0.25,,,,Rain,light rain
70,2019-05-03,21:00,0,21,42.06,10000.0,38.48,38.89,39.99,44.42,1019,87,5.01,181,8.01,0.76,,,,Rain,light rain
71,2019-05-03,22:00,1,22,41.49,10000.0,38.21,38.21,39.99,43.09,1019,88,5.01,207,8.01,0.76,,,,Rain,light rain
72,2019-05-03,23:00,0,23,40.6,4828.0,37.9,39.06,39.38,42.42,1018,90,3.0,262,4.0,1.02,,,,Rain,moderate rain
73,2019-05-03,23:00,0,23,40.6,4828.0,37.9,39.06,39.38,42.42,1018,90,3.0,262,4.0,1.02,,,,Mist,mist
74,2019-05-04,00:00,3,0,40.46,6437.0,38.05,40.46,39.31,42.1,1018,91,1.99,67,1.99,2.79,,,,Rain,moderate rain
75,2019-05-04,00:00,3,0,40.46,6437.0,38.05,40.46,39.31,42.1,1018,91,1.99,67,1.99,2.79,,,,Mist,mist
76,2019-05-04,1:00,0,1,40.57,8046.0,38.71,40.57,39.31,42.1,1018,93,1.99,179,4.0,1.02,,,,Rain,moderate rain
77,2019-05-04,1:00,0,1,40.57,8046.0,38.71,40.57,39.31,42.1,1018,93,1.99,179,4.0,1.02,,,,Mist,mist
78,2019-05-04,2:00,0,2,40.57,6437.0,38.98,37.98,39.69,42.1,1017,94,4.0,147,5.01,0.25,,,,Rain,light rain
79,2019-05-04,2:00,0,2,40.57,6437.0,38.98,37.98,39.69,42.1,1017,94,4.0,147,5.01,0.25,,,,Mist,mist
80,2019-05-04,3:00,0,3,41.0,4828.0,39.13,41.0,39.99,42.42,1017,93,1.99,116,4.0,0.25,,,,Rain,light rain
81,2019-05-04,3:00,0,3,41.0,4828.0,39.13,41.0,39.99,42.42,1017,93,1.99,116,4.0,0.25,,,,Mist,mist
82,2019-05-04,4:00,0,4,41.07,3218.0,39.49,41.07,39.99,42.51,1016,94,1.99,151,3.0,0.18,,,,Rain,light rain
83,2019-05-04,4:00,0,4,41.07,3218.0,39.49,41.07,39.99,42.51,1016,94,1.99,151,3.0,0.18,,,,Mist,mist
84,2019-05-04,5:00,9,5,41.27,804.0,39.96,39.81,40.08,42.51,1016,95,3.0,108,5.99,,,,,Rain,light rain
85,2019-05-04,5:00,9,5,41.27,804.0,39.96,39.81,40.08,42.51,1016,95,3.0,108,5.99,,,,,Mist,mist
86,2019-05-04,6:00,4,6,41.38,402.0,40.06,41.38,40.08,42.51,1015,95,1.99,205,5.01,0.25,,,,Rain,light rain
87,2019-05-04,6:00,4,6,41.38,402.0,40.06,41.38,40.08,42.51,1015,95,1.99,205,5.01,0.25,,,,Mist,mist
88,2019-05-04,7:00,1,7,41.29,402.0,39.97,39.83,39.99,42.51,1014,95,3.0,143,5.01,,,,,Mist,mist
89,2019-05-04,8:00,4,8,41.36,1207.0,40.05,41.36,39.99,43.43,1014,95,1.01,90,1.99,0.21,,,,Rain,light rain
90,2019-05-04,8:00,4,8,41.36,1207.0,40.05,41.36,39.99,43.43,1014,95,1.01,90,1.99,0.21,,,,Mist,mist
91,2019-05-04,9:00,9,9,41.41,804.0,40.1,41.41,40.08,43.43,1013,95,1.99,90,1.99,0.25,,,,Rain,light rain
92,2019-05-04,9:00,9,9,41.41,804.0,40.1,41.41,40.08,43.43,1013,95,1.99,90,1.99,0.25,,,,Fog,fog
93,2019-05-04,10:00,17,10,41.5,402.0,40.19,41.5,40.08,43.43,1013,95,0.0,0,,,,,,Fog,fog
94,2019-05-04,11:00,45,11,41.9,1207.0,40.57,40.51,41.0,43.52,1013,95,3.0,57,4.0,,,,,Mist,mist
95,2019-05-04,12:00,60,12,42.8,10000.0,41.47,40.55,41.09,45.43,1014,95,4.0,318,5.01,,,,,Clouds,overcast clouds
96,2019-05-04,13:00,54,13,44.19,10000.0,43.39,44.19,41.74,46.42,1014,97,0.0,0,,,,,,Clouds,overcast clouds
97,2019-05-04,14:00,79,14,46.72,10000.0,45.09,42.75,45.09,50.2,1014,94,8.05,30,,,,,,Clouds,overcast clouds
98,2019-05-04,15:00,79,15,49.68,10000.0,45.05,48.49,47.16,53.19,1013,84,4.0,25,5.99,,,,,Clouds,overcast clouds
99,2019-05-04,16:00,68,16,52.05,10000.0,45.75,50.67,48.22,55.78,1013,79,5.99,320,8.99,,,,,Clouds,scattered clouds
100,2019-05-04,17:00,38,17,54.91,10000.0,47.5,53.67,49.15,60.69,1012,76,5.99,331,8.01,,,,,Clouds,broken clouds
101,2019-05-04,18:00,33,18,57.38,10000.0,48.07,56.16,53.15,63.68,1012,71,5.99,14,8.01,,,,,Clouds,broken clouds
102,2019-05-04,19:00,36,19,57.34,10000.0,46.89,55.98,50.16,62.71,1012,68,3.0,107,5.01,,,,,Clouds,overcast clouds
103,2019-05-04,20:00,25,20,55.24,10000.0,47.1,53.94,50.09,62.19,1011,74,1.99,104,4.0,,,,,Clouds,overcast clouds
104,2019-05-04,21:00,2,21,52.18,10000.0,45.54,50.76,44.44,61.2,1011,78,3.0,101,4.0,,,,,Clouds,overcast clouds
105,2019-05-04,22:00,2,22,50.31,10000.0,44.38,48.79,43.2,60.19,1011,80,0.0,0,,,,,,Clouds,overcast clouds
106,2019-05-04,23:00,2,23,47.61,10000.0,43.02,47.61,42.19,55.62,1011,84,1.99,157,3.0,,,,,Clouds,overcast clouds
107,2019-05-05,00:00,0,0,45.54,10000.0,42.19,45.54,42.15,51.62,1012,88,1.99,182,4.0,,,,,Clouds,scattered clouds
108,2019-05-05,1:00,0,1,44.1,10000.0,41.65,42.04,40.15,48.61,1012,91,4.0,292,5.01,,,,,Clear,sky is clear
109,2019-05-05,2:00,0,2,43.0,10000.0,40.28,40.78,40.15,47.61,1012,90,4.0,112,4.0,,,,,Clear,sky is clear
110,2019-05-05,3:00,0,3,42.44,10000.0,40.28,42.44,39.61,46.62,1012,92,1.99,45,1.99,,,,,Clouds,scattered clouds
111,2019-05-05,4:00,1,4,42.93,10000.0,40.77,42.93,40.08,46.62,1012,92,1.99,67,1.99,,,,,Clouds,overcast clouds
112,2019-05-05,5:00,34,5,43.36,10000.0,40.91,43.36,40.62,46.62,1012,91,0.0,0,,,,,,Clouds,overcast clouds
113,2019-05-05,6:00,20,6,43.48,10000.0,41.59,43.48,42.08,46.42,1012,93,0.0,0,,,,,,Clouds,overcast clouds
114,2019-05-05,7:00,1,7,43.68,10000.0,42.62,43.68,41.63,47.19,1012,96,0.0,0,,,,,,Clouds,overcast clouds
115,2019-05-05,8:00,1,8,43.97,10000.0,41.79,42.85,41.63,46.71,1012,92,3.0,90,3.0,,,,,Clouds,overcast clouds
116,2019-05-05,9:00,17,9,44.08,10000.0,42.19,42.98,41.31,46.71,1012,93,3.0,31,3.0,,,,,Clouds,overcast clouds
117,2019-05-05,10:00,22,10,44.04,10000.0,41.59,42.94,41.09,47.68,1013,91,3.0,317,5.01,,,,,Clear,sky is clear
118,2019-05-05,11:00,34,11,45.55,10000.0,43.09,43.74,43.09,48.69,1013,91,4.0,291,5.01,,,,,Clear,sky is clear
119,2019-05-05,12:00,52,12,48.56,10000.0,45.18,47.21,46.06,51.69,1013,88,4.0,344,7.0,,,,,Clear,sky is clear
120,2019-05-05,13:00,53,13,53.08,10000.0,46.08,51.71,49.08,56.71,1013,77,3.0,360,5.01,,,,,Clear,sky is clear
121,2019-05-05,14:00,50,14,57.2,10000.0,45.16,55.63,52.16,61.3,1014,64,3.0,112,5.01,,,,,Clear,sky is clear
122,2019-05-05,15:00,55,15,57.69,10000.0,44.78,56.07,51.1,64.71,1014,62,5.01,181,8.01,,,,,Clear,sky is clear
123,2019-05-05,16:00,62,16,59.79,10000.0,44.08,58.1,53.15,66.29,1014,56,5.99,124,8.01,,,,,Clear,sky is clear
124,2019-05-05,17:00,51,17,60.37,10000.0,42.19,58.5,54.16,65.3,1014,51,5.01,109,8.01,,,,,Clear,sky is clear
125,2019-05-05,18:00,15,18,60.78,10000.0,43.57,59.05,55.06,68.2,1014,53,5.99,149,8.99,,,,,Clear,sky is clear
126,2019-05-05,19:00,35,19,61.27,10000.0,39.78,59.22,54.52,68.2,1013,45,4.0,120,7.0,,,,,Clear,sky is clear
127,2019-05-05,20:00,26,20,59.88,10000.0,42.73,58.06,50.2,69.19,1013,53,5.99,165,8.99,,,,,Clear,sky is clear
128,2019-05-05,21:00,3,21,58.62,10000.0,39.02,56.44,49.48,67.08,1013,48,4.0,181,5.99,,,,,Clear,sky is clear
129,2019-05-05,22:00,4,22,55.22,10000.0,42.87,53.4,46.18,65.08,1013,63,4.0,201,7.0,,,,,Clear,sky is clear
130,2019-05-05,23:00,0,23,52.32,10000.0,43.57,50.63,46.08,58.3,1013,72,3.0,211,5.01,,,,,Clear,sky is clear
131,2019-05-06,00:00,1,0,49.39,10000.0,42.84,48.16,44.19,54.61,1014,78,4.0,90,5.01,,,,,Clear,sky is clear
132,2019-05-06,1:00,2,1,47.08,10000.0,42.19,47.08,43.2,51.62,1015,83,1.01,225,3.0,,,,,Clear,sky is clear
133,2019-05-06,2:00,0,2,45.52,10000.0,41.88,44.62,42.15,49.6,1015,87,3.0,170,4.0,,,,,Clear,sky is clear
134,2019-05-06,3:00,0,3,44.56,10000.0,41.23,42.58,41.16,47.61,1015,88,4.0,185,7.0,,,,,Clear,sky is clear
135,2019-05-06,4:00,0,4,43.66,10000.0,40.64,43.66,40.41,46.71,1015,89,0.0,0,,,,,,Clear,sky is clear
136,2019-05-06,5:00,30,5,43.16,10000.0,40.42,41.94,40.41,45.72,1015,90,3.0,360,4.0,,,,,Clear,sky is clear
137,2019-05-06,6:00,7,6,42.89,10000.0,40.44,41.63,40.3,46.09,1015,91,3.0,337,3.0,,,,,Clear,sky is clear
138,2019-05-06,7:00,0,7,43.57,10000.0,41.13,43.57,40.78,45.68,1015,91,1.99,292,1.99,,,,,Clear,sky is clear
139,2019-05-06,8:00,4,8,42.67,10000.0,41.34,42.67,40.32,45.61,1015,95,0.0,0,,,,,,Clear,sky is clear
140,2019-05-06,9:00,7,9,43.32,10000.0,41.43,43.32,41.09,45.19,1015,93,1.01,90,1.99,,,,,Clear,sky is clear
141,2019-05-06,10:00,21,10,43.65,10000.0,41.76,43.65,41.09,45.72,1016,93,0.0,0,,,,,,Clear,sky is clear
142,2019-05-06,11:00,37,11,45.01,10000.0,41.97,44.04,42.62,46.71,1016,89,3.0,180,4.0,,,,,Clear,sky is clear
143,2019-05-06,12:00,50,12,48.09,10000.0,44.42,48.09,46.31,50.61,1016,87,1.01,61,1.99,,,,,Clear,sky is clear
144,2019-05-06,13:00,41,13,53.35,10000.0,44.56,51.76,51.15,56.68,1016,72,5.99,77,8.99,,,,,Clear,sky is clear
145,2019-05-06,14:00,38,14,56.66,10000.0,42.94,54.84,52.16,62.29,1017,60,5.99,62,8.01,,,,,Clear,sky is clear
146,2019-05-06,15:00,57,15,59.14,10000.0,40.03,57.06,52.16,65.3,1017,49,8.99,90,13.0,,,,,Clear,sky is clear
147,2019-05-06,16:00,45,16,59.72,10000.0,38.93,57.56,53.08,66.29,1017,46,11.01,112,18.01,,,,,Clear,sky is clear
148,2019-05-06,17:00,26,17,60.08,10000.0,38.12,57.85,53.08,68.31,1017,44,8.01,140,13.0,,,,,Clear,sky is clear
149,2019-05-06,18:00,19,18,60.21,10000.0,37.65,57.96,53.15,69.19,1017,43,8.01,125,13.0,,,,,Clear,sky is clear
150,2019-05-06,19:00,27,19,59.97,10000.0,35.62,57.54,52.2,70.09,1017,40,7.0,132,11.01,,,,,Clear,sky is clear
151,2019-05-06,20:00,50,20,59.81,10000.0,36.7,57.47,53.08,69.1,1017,42,7.0,132,10.0,,,,,Clear,sky is clear
152,2019-05-06,21:00,5,21,57.65,10000.0,37.6,55.33,52.2,66.18,1017,47,5.99,114,8.99,,,,,Clear,sky is clear
153,2019-05-06,22:00,6,22,56.91,10000.0,36.91,54.52,52.2,64.18,1017,47,4.0,190,7.0,,,,,Clear,sky is clear
154,2019-05-06,23:00,2,23,53.96,10000.0,35.76,51.4,50.16,57.61,1018,50,4.0,195,7.0,,,,,Clear,sky is clear
155,2019-05-07,00:00,0,0,50.09,10000.0,36.77,47.62,46.08,52.61,1018,60,4.0,178,5.99,,,,,Clear,sky is clear
156,2019-05-07,1:00,1,1,46.98,10000.0,36.23,46.98,44.08,49.6,1019,66,1.01,135,3.0,,,,,Clear,sky is clear
157,2019-05-07,2:00,0,2,44.98,10000.0,35.44,44.01,41.52,48.61,1019,69,3.0,204,3.0,,,,,Clear,sky is clear
158,2019-05-07,3:00,1,3,44.26,10000.0,35.82,41.47,39.29,49.39,1019,72,5.01,220,8.99,,,,,Clear,sky is clear
159,2019-05-07,4:00,2,4,44.38,10000.0,35.94,39.07,39.38,49.48,1019,72,10.0,245,18.99,,,,,Clear,sky is clear
160,2019-05-07,5:00,24,5,43.09,10000.0,36.72,41.4,40.6,47.08,1020,78,3.44,220,,,,,,Clear,sky is clear
161,2019-05-07,6:00,6,6,42.64,10000.0,36.27,39.06,39.6,45.09,1019,78,5.75,220,,,,,,Clear,sky is clear
162,2019-05-07,7:00,3,7,42.35,10000.0,36.0,38.71,38.61,48.09,1020,78,5.75,220,,,,,,Clear,sky is clear
163,2019-05-07,8:00,3,8,41.45,10000.0,36.07,36.93,38.08,45.19,1020,81,6.91,210,,,,,,Clear,sky is clear
164,2019-05-07,9:00,9,9,41.11,10000.0,36.36,36.52,37.08,46.18,1019,83,6.91,200,,,,,,Clouds,few clouds
165,2019-05-07,10:00,17,10,42.4,10000.0,37.31,37.49,38.39,47.19,1019,82,8.05,200,,,,,,Clear,sky is clear
166,2019-05-07,11:00,33,11,47.88,10000.0,37.85,41.68,44.4,51.39,1019,68,15.99,243,24.0,,,,,Clouds,scattered clouds
167,2019-05-07,12:00,33,12,51.78,10000.0,39.61,49.62,48.07,54.16,1019,63,17.0,245,25.01,,,,,Clear,sky is clear
168,2019-05-07,13:00,22,13,54.21,10000.0,39.33,52.02,49.08,56.43,1019,57,8.01,259,14.0,,,,,Clouds,overcast clouds
169,2019-05-07,14:00,24,14,56.35,10000.0,38.48,54.09,52.16,60.3,1018,51,15.01,234,24.0,,,,,Clouds,few clouds
170,2019-05-07,15:00,25,15,58.03,,39.0,55.83,52.09,65.08,1018,49,20.0,251,28.01,,,,,Clouds,scattered clouds
171,2019-05-07,16:00,19,16,57.7,10000.0,41.2,55.71,52.09,66.09,1018,54,15.01,221,23.0,0.76,,,,Rain,light rain
172,2019-05-07,17:00,9,17,57.54,10000.0,41.99,55.63,52.16,63.68,1017,56,20.0,238,32.99,,,,,Clouds,broken clouds
173,2019-05-07,18:00,5,18,55.29,10000.0,42.93,53.47,50.09,61.63,1017,63,17.0,230,24.0,,,,,Clouds,overcast clouds
174,2019-05-07,19:00,5,19,52.34,10000.0,42.85,50.56,47.08,55.62,1018,70,18.99,242,25.99,,,,,Rain,moderate rain
175,2019-05-07,20:00,4,20,49.8,10000.0,44.85,45.18,46.08,52.2,1018,83,11.99,239,18.99,0.25,,,,Rain,moderate rain
176,2019-05-07,21:00,0,21,49.28,10000.0,45.59,43.05,46.08,52.2,1018,87,18.01,240,24.0,0.76,,,,Rain,light rain
177,2019-05-07,22:00,0,22,49.33,10000.0,46.81,45.57,46.08,52.2,1018,91,8.99,244,15.01,0.76,,,,Rain,light rain
178,2019-05-07,23:00,1,23,49.08,10000.0,46.87,44.91,46.08,51.71,1018,92,10.0,245,15.01,0.51,,,,Rain,light rain
179,2019-05-08,00:00,0,0,48.69,8046.0,46.47,44.08,45.09,51.71,1018,92,11.01,249,15.01,0.25,,,,Rain,light rain
180,2019-05-08,00:00,0,0,48.69,8046.0,46.47,44.08,45.09,51.71,1018,92,11.01,249,15.01,0.25,,,,Mist,mist
181,2019-05-08,1:00,0,1,48.51,10000.0,46.58,47.14,45.19,52.09,1018,93,4.0,282,7.0,0.18,,,,Rain,light rain
182,2019-05-08,2:00,1,2,48.25,10000.0,46.62,46.17,45.19,51.71,1018,94,5.01,290,8.01,,,,,Clouds,overcast clouds
183,2019-05-08,3:00,0,3,47.86,9656.0,47.05,47.86,45.19,51.71,1018,97,0.0,0,,,,,,Mist,mist
184,2019-05-08,4:00,5,4,47.8,402.0,46.99,47.8,45.7,50.72,1018,97,0.0,0,,,,,,Fog,fog
185,2019-05-08,5:00,50,5,46.85,10000.0,44.37,41.77,43.09,50.4,1019,91,11.01,296,14.0,,,,,Clear,sky is clear
186,2019-05-08,6:00,3,6,44.26,10000.0,42.93,44.26,40.6,48.7,1019,95,0.0,0,,,,,,Clear,sky is clear
187,2019-05-08,7:00,1,7,42.78,10000.0,40.62,39.24,40.19,45.28,1020,92,5.75,20,,,,,,Clear,sky is clear
188,2019-05-08,8:00,5,8,42.08,10000.0,38.5,36.66,38.3,44.62,1020,87,8.99,316,11.01,,,,,Clear,sky is clear
189,2019-05-08,9:00,7,9,40.51,10000.0,36.95,34.74,37.29,43.09,1021,87,8.99,328,11.99,,,,,Clear,sky is clear
190,2019-05-08,10:00,14,10,39.29,10000.0,35.46,34.29,35.6,42.15,1022,86,7.0,328,10.0,,,,,Clear,sky is clear
191,2019-05-08,11:00,26,11,40.55,10000.0,33.93,34.32,38.52,43.16,1023,77,10.0,331,15.99,,,,,Clear,sky is clear
192,2019-05-08,12:00,40,12,41.11,10000.0,32.79,34.61,39.38,43.79,1023,72,11.01,11,15.01,,,,,Clear,sky is clear
