,Full_Date,Time,Value,Hour,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_description
2540,2019-08-09,10:00,232,10,59.16,402.0,57.74,59.25,55.6,64.71,1002,95,3.0,67,0.0,,,,,Fog,fog
2541,2019-08-09,11:00,312,11,61.36,402.0,60.21,61.7,59.16,65.71,1002,96,5.01,267,0.0,,,,,Fog,fog
2542,2019-08-09,12:00,293,12,63.03,8047.0,61.88,63.55,60.19,68.09,1003,96,7.0,298,0.0,,,,,Mist,mist
2543,2019-08-09,13:00,145,13,65.62,4828.0,64.15,66.34,63.09,70.09,1003,95,11.01,270,0.0,,,,,Mist,mist
2544,2019-08-09,14:00,64,14,70.32,10000.0,64.22,70.86,67.08,74.08,1003,81,11.99,276,0.0,,,,,Clouds,few clouds
2545,2019-08-09,15:00,239,15,72.75,10000.0,62.01,72.97,69.08,74.71,1003,69,11.01,271,15.99,,,,,Clear,sky is clear
2546,2019-08-09,16:00,207,16,74.82,10000.0,62.28,75.06,72.09,77.68,1003,65,8.99,301,13.0,,,,,Clear,sky is clear
2547,2019-08-09,17:00,196,17,75.9,10000.0,60.57,75.97,73.96,78.62,1003,59,5.99,291,8.99,,,,,Clouds,few clouds
2548,2019-08-09,18:00,171,18,77.68,10000.0,59.2,77.65,72.09,81.68,1003,53,4.0,217,0.0,,,,,Clouds,few clouds
2549,2019-08-09,19:00,194,19,76.98,10000.0,56.37,76.68,70.0,82.69,1003,49,5.99,258,10.0,,,,,Clear,sky is clear
2550,2019-08-09,20:00,89,20,77.36,10000.0,57.29,77.14,70.16,83.68,1003,50,5.01,274,0.0,,,,,Clouds,few clouds
2551,2019-08-09,21:00,33,21,75.13,10000.0,59.36,75.07,70.16,80.69,1003,58,8.01,229,11.99,,,,,Clear,sky is clear
2552,2019-08-09,22:00,27,22,72.39,10000.0,59.54,72.34,68.09,76.68,1004,64,7.0,234,10.0,,,,,Clear,sky is clear
2553,2019-08-09,23:00,16,23,70.18,10000.0,59.13,70.09,66.15,72.88,1004,68,11.01,241,15.01,,,,,Clear,sky is clear
2554,2019-08-10,00:00,5,0,66.99,10000.0,58.82,66.92,63.09,70.54,1004,75,8.01,237,11.99,,,,,Clear,sky is clear
2555,2019-08-10,1:00,2,1,62.96,10000.0,59.04,63.05,61.16,66.7,1005,87,0.0,0,,,,,,Clear,sky is clear
2556,2019-08-10,2:00,0,2,63.75,10000.0,58.84,63.77,60.62,66.58,1006,84,11.99,263,17.0,,,,,Clouds,few clouds
2557,2019-08-10,3:00,4,3,62.35,10000.0,57.13,62.19,59.68,64.09,1005,83,4.0,225,5.01,,,,,Clear,sky is clear
2558,2019-08-10,4:00,18,4,60.75,10000.0,55.89,60.48,58.32,63.39,1005,84,3.0,260,4.0,,,,,Clear,sky is clear
2559,2019-08-10,5:00,161,5,59.92,10000.0,57.29,59.88,56.79,63.09,1005,91,9.17,340,,,,,,Clouds,broken clouds
2560,2019-08-10,6:00,91,6,58.3,10000.0,55.38,58.06,54.79,61.09,1005,90,4.0,207,5.01,0.25,,,,Rain,light rain
2561,2019-08-10,7:00,18,7,57.15,10000.0,55.44,56.98,54.61,60.19,1004,94,2.24,150,,,,,,Clear,sky is clear
2562,2019-08-10,8:00,33,8,56.1,4023.0,53.82,55.74,53.08,59.72,1004,92,5.01,189,7.0,,,,,Mist,mist
2563,2019-08-10,9:00,81,9,56.57,10000.0,54.28,56.25,52.32,60.19,1005,92,1.99,315,3.0,,,,,Clouds,broken clouds
2564,2019-08-10,10:00,142,10,57.2,10000.0,54.3,56.86,53.08,60.28,1005,90,10.0,258,13.0,,,,,Clear,sky is clear
2565,2019-08-10,11:00,197,11,60.13,10000.0,56.57,59.99,55.6,63.39,1004,88,10.0,266,14.0,,,,,Clear,sky is clear
2566,2019-08-10,12:00,187,12,63.55,10000.0,58.3,63.52,59.61,66.31,1005,83,11.01,252,15.01,,,,,Clear,sky is clear
2567,2019-08-10,13:00,159,13,66.58,10000.0,57.67,66.36,64.62,68.72,1005,73,13.0,255,18.99,,,,,Clouds,few clouds
2568,2019-08-10,14:00,167,14,67.64,10000.0,57.11,67.35,66.38,69.3,1005,69,8.99,282,13.0,,,,,Clouds,overcast clouds
2569,2019-08-10,15:00,163,15,69.08,10000.0,57.25,68.79,66.07,72.68,1004,66,5.99,287,8.01,,,,,Clouds,few clouds
2570,2019-08-10,16:00,137,16,71.67,10000.0,54.66,71.13,68.09,74.68,1004,55,8.99,284,11.99,,,,,Clear,sky is clear
2571,2019-08-10,17:00,126,17,72.21,,52.56,71.49,68.09,74.3,1004,50,11.01,268,15.99,,,,,Clouds,few clouds
2572,2019-08-10,18:00,107,18,69.49,,54.55,68.92,62.08,72.32,1004,59,8.99,269,13.0,,,,,Clouds,scattered clouds
2573,2019-08-10,19:00,115,19,69.85,,51.96,69.03,66.07,71.62,1004,53,8.01,243,11.99,,,,,Clouds,scattered clouds
2574,2019-08-10,20:00,134,20,66.15,,55.29,65.66,59.68,70.18,1004,68,10.0,244,13.0,,,,,Clouds,scattered clouds
2575,2019-08-10,21:00,18,21,60.42,,54.57,59.97,58.3,63.68,1005,81,8.01,250,11.01,1.52,,,,Rain,moderate rain
2576,2019-08-10,22:00,17,22,62.35,,56.1,62.04,60.19,66.7,1005,80,8.01,239,11.01,,,,,Clouds,few clouds
2577,2019-08-10,23:00,17,23,62.33,,56.08,62.02,60.15,64.71,1006,80,5.99,235,8.99,,,,,Clear,sky is clear
2578,2019-08-11,00:00,2,0,59.95,,54.79,59.56,57.07,62.62,1007,83,8.99,230,11.01,,,,,Clouds,broken clouds
2579,2019-08-11,1:00,3,1,58.86,,53.71,58.33,54.79,62.38,1007,83,10.0,238,13.0,,,,,Clouds,few clouds
2580,2019-08-11,2:00,7,2,57.52,,52.07,56.82,52.52,60.46,1007,82,11.99,250,15.99,,,,,Clear,sky is clear
2581,2019-08-11,3:00,1,3,56.35,,50.61,55.49,51.6,59.2,1007,81,13.0,248,17.0,,,,,Clear,sky is clear
2582,2019-08-11,4:00,11,4,56.03,,50.29,55.15,52.79,58.66,1008,81,13.0,267,18.01,,,,,Clear,sky is clear
2583,2019-08-11,5:00,187,5,55.47,,49.75,54.52,51.6,59.09,1008,81,11.99,258,17.0,,,,,Clear,sky is clear
2584,2019-08-11,6:00,92,6,55.15,,49.77,54.21,50.52,58.3,1008,82,11.01,262,15.01,,,,,Clear,sky is clear
2585,2019-08-11,7:00,8,7,54.55,,49.17,53.56,49.51,58.12,1009,82,11.01,273,14.0,,,,,Clear,sky is clear
2586,2019-08-11,8:00,20,8,54.0,,48.96,52.99,48.6,57.4,1009,83,11.01,268,15.99,,,,,Clear,sky is clear
2587,2019-08-11,9:00,45,9,53.38,,48.99,52.41,47.61,57.18,1009,85,11.99,243,17.0,,,,,Clear,sky is clear
2588,2019-08-11,10:00,116,10,53.37,,49.3,52.45,47.61,59.09,1010,86,11.99,246,17.0,,,,,Clear,sky is clear
2589,2019-08-11,11:00,187,11,56.59,10000.0,51.82,55.89,50.61,59.72,1010,84,13.0,267,18.01,,,,,Clear,sky is clear
2590,2019-08-11,12:00,204,12,60.1,10000.0,53.92,59.58,56.08,61.72,1011,80,11.99,252,15.99,,,,,Clear,sky is clear
2591,2019-08-11,13:00,185,13,62.4,10000.0,54.01,61.83,59.09,65.08,1011,74,11.99,275,17.0,,,,,Clear,sky is clear
2592,2019-08-11,14:00,166,14,65.23,10000.0,54.81,64.69,63.09,68.68,1011,69,14.0,266,20.0,,,,,Clear,sky is clear
2593,2019-08-11,15:00,143,15,68.16,10000.0,54.21,67.55,65.39,69.71,1011,61,8.01,286,14.0,,,,,Clouds,scattered clouds
2594,2019-08-11,16:00,139,16,68.7,10000.0,52.88,67.95,65.08,71.62,1010,57,11.01,247,15.99,,,,,Clouds,overcast clouds
2595,2019-08-11,17:00,140,17,68.49,10000.0,52.66,67.71,65.39,72.09,1011,57,11.99,278,18.01,,,,,Clouds,overcast clouds
2596,2019-08-11,18:00,117,18,70.61,10000.0,53.17,69.91,68.74,73.27,1010,54,8.01,247,11.01,,,,,Clouds,broken clouds
2597,2019-08-11,19:00,140,19,72.25,10000.0,53.65,71.62,69.08,74.39,1010,52,13.0,267,20.0,,,,,Clouds,scattered clouds
2598,2019-08-11,20:00,110,20,72.97,10000.0,52.14,72.21,71.38,75.07,1009,48,11.99,235,0.0,,,,,Clouds,scattered clouds
2599,2019-08-11,21:00,21,21,72.28,10000.0,52.63,71.56,69.6,73.71,1010,50,10.0,247,0.0,,,,,Clouds,broken clouds
2600,2019-08-11,22:00,13,22,70.84,10000.0,53.89,70.21,67.28,74.61,1010,55,8.01,210,0.0,,,,,Clouds,overcast clouds
2601,2019-08-11,23:00,13,23,68.86,10000.0,54.88,68.32,64.51,70.9,1010,61,8.05,280,,,,,,Clouds,overcast clouds
2602,2019-08-12,00:00,10,0,65.88,10000.0,54.63,65.32,61.52,69.1,1011,67,11.01,231,0.0,,,,,Clouds,scattered clouds
2603,2019-08-12,1:00,1,1,63.3,10000.0,55.26,62.85,59.52,66.58,1011,75,9.17,280,,,,,,Clear,sky is clear
2604,2019-08-12,2:00,1,2,61.41,10000.0,55.2,61.02,57.6,65.68,1011,80,12.75,280,,,,,,Clear,sky is clear
2605,2019-08-12,3:00,2,3,60.21,10000.0,54.01,59.68,58.15,64.08,1011,80,4.7,230,,,,,,Clear,sky is clear
2606,2019-08-12,4:00,11,4,59.58,10000.0,54.09,59.09,56.3,64.08,1012,82,5.82,200,,,,,,Clear,sky is clear
2607,2019-08-12,5:00,154,5,59.2,10000.0,54.37,58.77,55.29,64.08,1012,84,5.82,210,,,,,,Clouds,few clouds
2608,2019-08-12,6:00,89,6,61.25,10000.0,54.7,60.78,59.16,64.08,1011,79,6.93,220,,,,,,Clouds,broken clouds
2609,2019-08-12,7:00,9,7,61.84,10000.0,54.91,61.39,60.19,64.4,1011,78,4.7,220,,,,,,Clouds,broken clouds
2610,2019-08-12,8:00,26,8,61.32,10000.0,54.41,60.82,59.2,67.08,1011,78,5.82,220,,,,,,Clouds,few clouds
2611,2019-08-12,9:00,44,9,60.06,10000.0,54.9,59.67,54.3,66.94,1011,83,11.41,290,,,,,,Clear,sky is clear
2612,2019-08-12,10:00,139,10,60.12,10000.0,54.95,59.72,53.29,67.12,1011,83,11.41,280,,,,,,Clear,sky is clear
2613,2019-08-12,11:00,180,11,63.36,10000.0,56.73,63.1,59.09,68.02,1012,79,10.29,280,,,,,,Clouds,few clouds
2614,2019-08-12,12:00,216,12,65.66,10000.0,58.26,65.55,60.3,71.1,1012,77,8.05,300,,,,,,Rain,light rain
2615,2019-08-12,13:00,152,13,68.86,10000.0,57.06,68.56,65.61,72.09,1012,66,10.0,232,0.0,,,,,Clouds,overcast clouds
2616,2019-08-12,14:00,170,14,70.18,10000.0,58.3,70.0,67.08,73.51,1012,66,5.99,256,0.0,,,,,Clouds,overcast clouds
2617,2019-08-12,15:00,170,15,72.84,10000.0,59.52,72.79,68.09,76.42,1012,63,13.0,266,0.0,,,,,Clouds,overcast clouds
2618,2019-08-12,16:00,148,16,76.64,10000.0,59.27,76.59,70.09,79.63,1011,55,8.01,250,0.0,,,,,Clear,sky is clear
2619,2019-08-12,17:00,128,17,78.96,10000.0,59.31,78.96,72.09,81.63,1010,51,10.0,259,0.0,,,,,Clear,sky is clear
2620,2019-08-12,18:00,121,18,79.11,10000.0,58.32,79.11,74.08,82.62,1009,49,8.99,267,0.0,,,,,Clear,sky is clear
2621,2019-08-12,19:00,152,19,78.93,10000.0,57.58,78.93,71.08,84.69,1009,48,11.99,232,0.0,,,,,Clear,sky is clear
2622,2019-08-12,20:00,88,20,77.54,10000.0,59.07,77.49,70.09,83.68,1009,53,5.01,232,0.0,,,,,Clear,sky is clear
2623,2019-08-12,21:00,24,21,75.09,10000.0,58.33,74.93,68.09,79.63,1009,56,9.17,270,,,,,,Clear,sky is clear
2624,2019-08-12,22:00,24,22,72.23,10000.0,58.5,72.07,67.08,77.72,1009,62,8.05,270,,,,,,Clouds,scattered clouds
2625,2019-08-12,23:00,13,23,68.99,10000.0,58.8,68.88,65.08,72.16,1009,70,10.29,270,,,,,,Clear,sky is clear
2626,2019-08-13,00:00,4,0,66.65,10000.0,58.48,66.54,60.19,72.09,1009,75,10.29,280,,,,,,Clouds,broken clouds
2627,2019-08-13,1:00,2,1,65.23,10000.0,59.59,65.3,61.16,71.71,1009,82,11.41,280,,,,,,Thunderstorm,thunderstorm with light rain
2628,2019-08-13,2:00,2,2,63.18,10000.0,58.6,63.19,60.15,67.32,1008,85,5.82,210,,,,,,Clouds,broken clouds
2629,2019-08-13,3:00,2,3,62.49,10000.0,58.24,62.49,59.2,66.69,1008,86,1.12,140,,,,,,Clouds,few clouds
2630,2019-08-13,4:00,10,4,61.07,10000.0,58.12,61.11,58.78,64.71,1008,90,3.36,170,,,,,,Clear,sky is clear
2631,2019-08-13,5:00,104,5,60.53,10000.0,58.19,60.6,58.6,65.08,1007,92,0.0,0,,,,,,Clear,sky is clear
2632,2019-08-13,6:00,66,6,60.87,10000.0,58.84,61.03,59.09,64.99,1007,93,0.0,0,,,,,,Clear,sky is clear
2633,2019-08-13,7:00,8,7,61.03,10000.0,59.0,61.21,59.09,64.51,1007,93,0.0,0,,,,,,Clouds,overcast clouds
2634,2019-08-13,8:00,28,8,61.3,10000.0,58.96,61.47,59.09,64.62,1007,92,0.0,0,,,,,,Rain,light rain
2635,2019-08-13,9:00,81,9,61.34,10000.0,59.59,61.59,59.32,64.62,1007,94,3.36,220,,,,,,Clouds,overcast clouds
2636,2019-08-13,10:00,124,10,62.87,10000.0,61.12,63.28,60.3,66.04,1007,94,1.12,10,,,,,,Clouds,overcast clouds
2637,2019-08-13,11:00,139,11,62.85,10000.0,60.8,63.21,60.31,68.09,1007,93,0.0,0,,,,,,Clouds,broken clouds
2638,2019-08-13,12:00,166,12,65.93,10000.0,62.6,66.4,60.31,70.09,1008,89,5.82,300,,,,,,Clouds,few clouds
2639,2019-08-13,13:00,181,13,68.36,10000.0,61.95,68.65,63.68,73.62,1008,80,10.0,254,0.0,,,,,Clouds,overcast clouds
2640,2019-08-13,14:00,153,14,70.05,10000.0,63.25,70.47,67.08,75.09,1008,79,11.01,260,0.0,,,,,Clouds,overcast clouds
2641,2019-08-13,15:00,152,15,72.52,10000.0,62.98,72.86,68.09,78.62,1008,72,7.0,259,0.0,,,,,Clouds,overcast clouds
2642,2019-08-13,16:00,150,16,72.72,10000.0,62.78,73.02,68.38,79.63,1008,71,5.99,257,0.0,,,,,Clouds,overcast clouds
2643,2019-08-13,17:00,139,17,73.9,10000.0,60.96,73.99,65.68,80.69,1008,64,5.99,253,0.0,,,,,Clouds,overcast clouds
2644,2019-08-13,18:00,128,18,74.34,10000.0,60.93,74.43,65.86,83.68,1007,63,5.99,243,0.0,,,,,Clouds,broken clouds
2645,2019-08-13,19:00,156,19,75.52,10000.0,62.06,75.74,70.09,82.69,1007,63,7.0,276,0.0,,,,,Clouds,broken clouds
2646,2019-08-13,20:00,108,20,73.72,10000.0,61.23,73.85,67.48,81.68,1007,65,3.0,198,0.0,,,,,Clouds,overcast clouds
2647,2019-08-13,21:00,19,21,72.12,10000.0,61.39,72.28,69.28,77.61,1007,69,3.36,130,,,,,,Clear,sky is clear
2648,2019-08-13,22:00,16,22,67.48,10000.0,58.53,67.35,67.48,71.35,1007,73,3.36,90,,,,,,Clear,sky is clear
2649,2019-08-13,23:00,9,23,66.22,8047.0,58.8,66.16,66.22,69.1,1007,77,2.24,110,,,,,,Haze,haze
2650,2019-08-14,00:00,2,0,62.8,10000.0,57.24,62.64,62.8,67.39,1009,82,2.24,130,,,,,,Clouds,broken clouds
2651,2019-08-14,1:00,3,1,61.9,10000.0,59.85,62.15,61.9,64.33,1009,93,0.0,0,,,,,,Clouds,few clouds
2652,2019-08-14,2:00,1,2,61.9,10000.0,59.85,62.15,61.9,64.33,1009,93,0.0,0,,,,,,Clouds,overcast clouds
2653,2019-08-14,3:00,1,3,62.26,10000.0,62.26,62.89,61.45,62.26,1009,100,3.36,330,,,,,,Clear,sky is clear
2654,2019-08-14,4:00,14,4,63.16,10000.0,63.16,63.88,60.1,63.16,1010,100,2.24,340,,,,,,Clear,sky is clear
2655,2019-08-14,5:00,225,5,63.34,10000.0,63.34,64.08,60.1,63.34,1009,100,3.36,330,,,,,,Clear,sky is clear
2656,2019-08-14,6:00,114,6,64.58,10000.0,60.62,64.83,60.1,64.6,1009,87,2.24,310,,,,,,Clear,sky is clear
2657,2019-08-14,7:00,12,7,63.68,10000.0,59.74,63.84,58.3,63.7,1010,87,1.12,50,,,,,,Clear,sky is clear
2658,2019-08-14,8:00,36,8,62.42,10000.0,60.37,62.73,56.5,62.44,1010,93,3.36,330,,,,,,Clear,sky is clear
2659,2019-08-14,9:00,68,9,61.7,10000.0,57.79,61.66,56.41,61.72,1010,87,1.12,60,,,,,,Clear,sky is clear
2660,2019-08-14,10:00,119,10,61.88,10000.0,56.34,61.63,56.41,61.9,1011,82,0.0,0,,,,,,Clear,sky is clear
2661,2019-08-14,11:00,197,11,62.78,10000.0,57.22,62.62,58.3,62.8,1011,82,3.36,160,,,,,,Clear,sky is clear
2662,2019-08-14,12:00,202,12,64.24,10000.0,55.04,63.75,61.9,64.24,1012,72,1.12,180,,,,,,Clear,sky is clear
2663,2019-08-14,13:00,188,13,63.88,10000.0,53.13,63.16,63.88,66.31,1012,68,5.82,60,,,,,,Clear,sky is clear
2664,2019-08-14,14:00,159,14,68.25,10000.0,54.75,67.69,65.39,73.42,1012,62,5.99,28,0.0,,,,,Clear,sky is clear
2665,2019-08-14,15:00,174,15,70.9,10000.0,56.34,70.5,66.04,76.42,1012,60,4.0,67,0.0,,,,,Clear,sky is clear
2666,2019-08-14,16:00,155,16,72.64,10000.0,57.51,72.37,66.76,78.3,1012,59,8.99,110,0.0,,,,,Clear,sky is clear
2667,2019-08-14,17:00,88,17,73.18,10000.0,56.57,72.84,67.12,80.69,1012,56,5.99,107,0.0,,,,,Clear,sky is clear
2668,2019-08-14,18:00,99,18,73.56,10000.0,57.42,73.29,67.08,81.3,1011,57,8.01,114,0.0,,,,,Clouds,scattered clouds
2669,2019-08-14,19:00,205,19,73.6,10000.0,58.87,73.47,68.2,80.69,1011,60,7.0,120,0.0,,,,,Clear,sky is clear
2670,2019-08-14,20:00,137,20,72.52,10000.0,57.85,72.28,66.94,78.69,1012,60,5.99,114,0.0,,,,,Clear,sky is clear
2671,2019-08-14,21:00,45,21,71.44,10000.0,54.93,70.92,68.09,77.61,1012,56,5.99,122,0.0,,,,,Clear,sky is clear
2672,2019-08-14,22:00,39,22,70.47,10000.0,55.92,70.03,66.58,76.6,1012,60,3.0,129,0.0,,,,,Clear,sky is clear
2673,2019-08-14,23:00,11,23,66.76,10000.0,56.28,66.38,61.2,71.29,1013,69,2.24,190,,,,,,Clear,sky is clear
2674,2019-08-15,00:00,4,0,63.0,10000.0,53.46,62.33,59.29,66.09,1013,71,4.0,180,0.0,,,,,Clear,sky is clear
2675,2019-08-15,1:00,0,1,60.08,10000.0,53.55,59.5,56.08,64.62,1014,79,0.0,0,,,,,,Clear,sky is clear
2676,2019-08-15,2:00,0,2,57.79,10000.0,53.31,57.27,54.09,62.62,1014,85,0.0,0,,,,,,Clear,sky is clear
2677,2019-08-15,3:00,0,3,57.38,10000.0,51.6,56.62,53.08,62.19,1014,81,1.01,315,0.0,,,,,Clear,sky is clear
2678,2019-08-15,4:00,16,4,56.7,10000.0,51.93,56.01,52.32,61.2,1015,84,1.99,292,0.0,,,,,Clear,sky is clear
2679,2019-08-15,5:00,199,5,57.06,10000.0,52.92,56.5,52.3,62.38,1015,86,1.01,247,0.0,,,,,Clouds,broken clouds
2680,2019-08-15,6:00,111,6,55.87,10000.0,52.68,55.35,51.3,62.62,1015,89,1.99,315,0.0,,,,,Clear,sky is clear
2681,2019-08-15,7:00,16,7,57.58,10000.0,53.74,57.13,52.32,62.38,1015,87,3.0,260,0.0,,,,,Clouds,broken clouds
2682,2019-08-15,8:00,26,8,56.93,10000.0,53.73,56.5,51.31,61.39,1015,89,1.99,360,0.0,,,,,Clear,sky is clear
2683,2019-08-15,9:00,70,9,55.65,10000.0,53.37,55.24,49.3,61.39,1016,92,3.0,292,0.0,,,,,Clear,sky is clear
2684,2019-08-15,10:00,117,10,55.81,10000.0,52.93,55.33,49.32,61.39,1016,90,5.01,285,0.0,,,,,Clear,sky is clear
2685,2019-08-15,11:00,193,11,58.41,10000.0,54.88,58.08,53.31,62.69,1017,88,4.0,286,0.0,,,,,Clear,sky is clear
2686,2019-08-15,12:00,179,12,63.12,10000.0,57.54,63.0,59.09,66.69,1017,82,3.0,318,0.0,,,,,Clear,sky is clear
2687,2019-08-15,13:00,175,13,66.56,10000.0,57.25,66.31,63.7,69.71,1017,72,4.0,354,0.0,,,,,Clouds,broken clouds
2688,2019-08-15,14:00,145,14,70.0,10000.0,57.27,69.71,66.07,74.43,1018,64,4.0,360,0.0,,,,,Clouds,few clouds
2689,2019-08-15,15:00,160,15,71.65,10000.0,56.1,71.24,67.19,74.68,1018,58,1.99,348,0.0,,,,,Clouds,broken clouds
2690,2019-08-15,16:00,155,16,73.0,10000.0,55.9,72.59,68.56,77.72,1018,55,5.99,82,0.0,,,,,Clouds,scattered clouds
2691,2019-08-15,17:00,127,17,74.66,10000.0,56.93,74.37,68.2,79.3,1018,54,5.99,63,0.0,,,,,Clouds,overcast clouds
2692,2019-08-15,18:00,125,18,74.84,10000.0,56.57,74.52,70.36,80.69,1017,53,3.0,73,0.0,,,,,Clouds,broken clouds
2693,2019-08-15,19:00,195,19,75.45,10000.0,56.62,75.15,71.08,80.71,1017,52,4.0,90,0.0,,,,,Clouds,scattered clouds
2694,2019-08-15,20:00,49,20,73.49,10000.0,57.83,73.27,66.18,81.68,1017,58,5.01,204,0.0,,,,,Clear,sky is clear
2695,2019-08-15,21:00,29,21,73.08,10000.0,56.95,72.77,68.16,79.68,1017,57,8.01,203,0.0,,,,,Clouds,broken clouds
2696,2019-08-15,22:00,20,22,72.1,10000.0,56.53,71.74,68.09,76.68,1017,58,5.01,213,0.0,,,,,Clear,sky is clear
2697,2019-08-15,23:00,10,23,67.19,10000.0,57.87,66.99,63.19,69.62,1017,72,4.7,160,,,,,,Clear,sky is clear
2698,2019-08-16,00:00,7,0,63.79,10000.0,56.08,63.45,60.15,67.6,1018,76,2.24,120,,,,,,Clear,sky is clear
2699,2019-08-16,1:00,2,1,61.72,10000.0,54.45,61.21,58.15,65.08,1019,77,1.99,337,0.0,,,,,Clouds,scattered clouds
2700,2019-08-16,2:00,0,2,60.89,10000.0,55.36,60.53,56.52,64.0,1019,82,2.24,290,,,,,,Clouds,overcast clouds
2701,2019-08-16,3:00,3,3,59.74,10000.0,54.57,59.31,55.51,63.19,1019,83,3.0,90,0.0,,,,,Clouds,overcast clouds
2702,2019-08-16,4:00,16,4,58.15,10000.0,53.35,57.61,53.78,63.0,1019,84,1.01,22,0.0,,,,,Clear,sky is clear
2703,2019-08-16,5:00,139,5,56.41,10000.0,53.82,56.03,52.79,59.72,1019,91,1.12,150,,,,,,Clear,sky is clear
2704,2019-08-16,6:00,84,6,56.61,10000.0,53.1,56.1,52.32,61.0,1019,88,4.0,112,0.0,,,,,Clear,sky is clear
2705,2019-08-16,7:00,16,7,55.85,10000.0,52.66,55.31,51.31,60.39,1019,89,3.0,105,0.0,,,,,Clouds,few clouds
2706,2019-08-16,8:00,24,8,55.44,10000.0,52.25,54.86,50.32,59.4,1019,89,1.99,221,0.0,,,,,Clear,sky is clear
2707,2019-08-16,9:00,59,9,54.16,10000.0,52.75,53.74,50.32,60.01,1019,95,1.12,160,,,,,,Clear,sky is clear
2708,2019-08-16,10:00,97,10,54.91,10000.0,52.03,54.34,50.31,60.39,1019,90,1.12,350,,,,,,Clear,sky is clear
2709,2019-08-16,11:00,117,11,57.9,10000.0,54.37,57.52,54.32,61.39,1019,88,1.99,90,0.0,,,,,Clouds,scattered clouds
2710,2019-08-16,12:00,133,12,59.0,10000.0,55.76,58.78,56.08,62.69,1020,89,0.0,0,,,,,,Clouds,overcast clouds
2711,2019-08-16,13:00,157,13,60.58,10000.0,56.37,60.39,58.08,63.28,1021,86,1.01,67,0.0,,,,,Clouds,overcast clouds
2712,2019-08-16,14:00,156,14,60.82,10000.0,57.24,60.73,59.74,62.71,1021,88,5.99,299,0.0,,,,,Rain,light rain
2713,2019-08-16,15:00,162,15,61.38,10000.0,59.34,61.59,60.01,63.63,1021,93,1.12,290,,,,,,Rain,light rain
2714,2019-08-16,16:00,150,16,63.93,10000.0,60.31,64.17,61.2,68.09,1020,88,7.0,67,0.0,0.51,,,,Rain,light rain
2715,2019-08-16,17:00,144,17,65.66,10000.0,60.03,65.79,62.15,70.61,1020,82,1.01,75,0.0,,,,,Clouds,overcast clouds
2716,2019-08-16,18:00,95,18,68.72,10000.0,59.72,68.72,63.16,73.69,1019,73,5.01,143,0.0,,,,,Clear,sky is clear
2717,2019-08-16,19:00,154,19,69.82,10000.0,58.37,69.66,65.14,75.69,1019,67,3.0,120,0.0,,,,,Clear,sky is clear
2718,2019-08-16,20:00,107,20,69.33,10000.0,56.64,68.97,64.15,75.69,1019,64,4.0,102,0.0,,,,,Clear,sky is clear
2719,2019-08-16,21:00,23,21,68.04,10000.0,56.68,67.69,63.16,72.61,1019,67,5.01,137,0.0,,,,,Clear,sky is clear
2720,2019-08-16,22:00,16,22,67.53,10000.0,56.19,67.14,61.16,71.62,1019,67,3.0,197,0.0,,,,,Clear,sky is clear
2721,2019-08-16,23:00,7,23,63.82,10000.0,57.2,63.63,58.15,68.61,1019,79,3.0,196,0.0,,,,,Clear,sky is clear
2722,2019-08-17,00:00,2,0,60.85,10000.0,55.99,60.58,56.19,65.08,1019,84,4.0,138,0.0,,,,,Clear,sky is clear
2723,2019-08-17,1:00,1,1,59.22,10000.0,55.35,58.93,57.15,61.61,1019,87,1.01,180,0.0,,,,,Clear,sky is clear
2724,2019-08-17,2:00,0,2,58.48,10000.0,55.56,58.26,56.62,61.72,1020,90,5.01,202,0.0,,,,,Clouds,broken clouds
2725,2019-08-17,3:00,1,3,58.48,2012.0,56.16,58.35,57.07,60.71,1020,92,3.0,236,0.0,,,,,Mist,mist
2726,2019-08-17,4:00,7,4,58.6,4828.0,56.28,58.5,57.0,60.71,1020,92,1.01,90,0.0,,,,,Mist,mist
2727,2019-08-17,5:00,70,5,58.62,8047.0,56.61,58.55,57.18,60.71,1020,93,1.01,315,0.0,,,,,Mist,mist
2728,2019-08-17,6:00,73,6,58.78,10000.0,57.06,58.78,57.18,60.42,1020,94,2.24,30,,,,,,Clouds,overcast clouds
2729,2019-08-17,7:00,5,7,58.77,4023.0,56.75,58.71,57.18,60.42,1020,93,3.36,220,,,,,,Mist,mist
2730,2019-08-17,8:00,21,8,58.66,2012.0,57.24,58.69,57.18,60.42,1020,95,2.24,150,,,,,,Mist,mist
2731,2019-08-17,9:00,35,9,58.89,3219.0,57.16,58.89,57.22,61.43,1020,94,3.0,112,0.0,,,,,Mist,mist
2732,2019-08-17,10:00,78,10,59.27,9656.0,57.85,59.36,57.99,61.72,1020,95,4.0,135,0.0,,,,,Rain,light rain
2733,2019-08-17,10:00,78,10,59.27,9656.0,57.85,59.36,57.99,61.72,1020,95,4.0,135,0.0,,,,,Mist,mist
2734,2019-08-17,11:00,107,11,59.68,10000.0,58.24,59.81,58.66,61.43,1020,95,1.01,45,0.0,,,,,Clouds,overcast clouds
