,Year,Month,Day,DOW,Day Part,Count
3052,2019.0,AUG,31.0,Sat,3:00,3.0
3053,2019.0,AUG,31.0,Sat,4:00,14.0
3054,2019.0,AUG,31.0,Sat,5:00,106.0
3055,2019.0,AUG,31.0,Sat,6:00,231.0
3056,2019.0,AUG,31.0,Sat,7:00,21.0
3057,2019.0,AUG,31.0,Sat,8:00,23.0
3058,2019.0,AUG,31.0,Sat,9:00,65.0
3059,2019.0,AUG,31.0,Sat,10:00,111.0
3060,2019.0,AUG,31.0,Sat,11:00,179.0
3061,2019.0,AUG,31.0,Sat,12:00,177.0
3062,2019.0,AUG,31.0,Sat,13:00,181.0
3063,2019.0,AUG,31.0,Sat,14:00,191.0
3064,2019.0,AUG,31.0,Sat,15:00,196.0
3065,2019.0,AUG,31.0,Sat,16:00,195.0
3066,2019.0,AUG,31.0,Sat,17:00,202.0
3067,2019.0,AUG,31.0,Sat,18:00,200.0
3068,2019.0,AUG,31.0,Sat,19:00,59.0
3069,2019.0,AUG,31.0,Sat,20:00,96.0
3070,2019.0,AUG,31.0,Sat,21:00,67.0
3071,2019.0,AUG,31.0,Sat,22:00,107.0
3072,2019.0,AUG,31.0,Sat,23:00,87.0
3073,2019.0,AUG,31.0,Sat,24:00,43.0
3074,2019.0,AUG,31.0,Sat,Total,2558.0
3075,2019.0,SEPT,1.0,Sun,1:00,14.0
3076,2019.0,SEPT,1.0,Sun,2:00,5.0
3077,2019.0,SEPT,1.0,Sun,3:00,4.0
3078,2019.0,SEPT,1.0,Sun,4:00,25.0
3079,2019.0,SEPT,1.0,Sun,5:00,133.0
3080,2019.0,SEPT,1.0,Sun,6:00,345.0
3081,2019.0,SEPT,1.0,Sun,7:00,18.0
3082,2019.0,SEPT,1.0,Sun,8:00,28.0
3083,2019.0,SEPT,1.0,Sun,9:00,89.0
3084,2019.0,SEPT,1.0,Sun,10:00,155.0
3085,2019.0,SEPT,1.0,Sun,11:00,252.0
3086,2019.0,SEPT,1.0,Sun,12:00,225.0
3087,2019.0,SEPT,1.0,Sun,13:00,112.0
3088,2019.0,SEPT,1.0,Sun,14:00,160.0
3089,2019.0,SEPT,1.0,Sun,15:00,210.0
3090,2019.0,SEPT,1.0,Sun,16:00,235.0
3091,2019.0,SEPT,1.0,Sun,17:00,239.0
3092,2019.0,SEPT,1.0,Sun,18:00,96.0
3093,2019.0,SEPT,1.0,Sun,19:00,178.0
3094,2019.0,SEPT,1.0,Sun,20:00,109.0
3095,2019.0,SEPT,1.0,Sun,21:00,57.0
3096,2019.0,SEPT,1.0,Sun,22:00,52.0
3097,2019.0,SEPT,1.0,Sun,23:00,49.0
3098,2019.0,SEPT,1.0,Sun,24:00,30.0
3099,2019.0,SEPT,1.0,Sun,Total,2820.0
3100,2019.0,SEPT,2.0,Mon,1:00,9.0
3101,2019.0,SEPT,2.0,Mon,2:00,2.0
3102,2019.0,SEPT,2.0,Mon,3:00,0.0
3103,2019.0,SEPT,2.0,Mon,4:00,5.0
3104,2019.0,SEPT,2.0,Mon,5:00,44.0
3105,2019.0,SEPT,2.0,Mon,6:00,150.0
3106,2019.0,SEPT,2.0,Mon,7:00,16.0
3107,2019.0,SEPT,2.0,Mon,8:00,18.0
3108,2019.0,SEPT,2.0,Mon,9:00,65.0
3109,2019.0,SEPT,2.0,Mon,10:00,115.0
3110,2019.0,SEPT,2.0,Mon,11:00,154.0
3111,2019.0,SEPT,2.0,Mon,12:00,146.0
3112,2019.0,SEPT,2.0,Mon,13:00,134.0
3113,2019.0,SEPT,2.0,Mon,14:00,118.0
3114,2019.0,SEPT,2.0,Mon,15:00,79.0
3115,2019.0,SEPT,2.0,Mon,16:00,75.0
3116,2019.0,SEPT,2.0,Mon,17:00,52.0
3117,2019.0,SEPT,2.0,Mon,18:00,43.0
3118,2019.0,SEPT,2.0,Mon,19:00,32.0
3119,2019.0,SEPT,2.0,Mon,20:00,10.0
3120,2019.0,SEPT,2.0,Mon,21:00,0.0
3121,2019.0,SEPT,2.0,Mon,22:00,0.0
3122,2019.0,SEPT,2.0,Mon,23:00,3.0
3123,2019.0,SEPT,2.0,Mon,24:00,0.0
3124,2019.0,SEPT,2.0,Mon,Total,1270.0
3125,2019.0,SEPT,3.0,Tues,1:00,0.0
3126,2019.0,SEPT,3.0,Tues,2:00,0.0
3127,2019.0,SEPT,3.0,Tues,3:00,0.0
3128,2019.0,SEPT,3.0,Tues,4:00,0.0
3129,2019.0,SEPT,3.0,Tues,5:00,24.0
3130,2019.0,SEPT,3.0,Tues,6:00,86.0
3131,2019.0,SEPT,3.0,Tues,7:00,14.0
3132,2019.0,SEPT,3.0,Tues,8:00,20.0
3133,2019.0,SEPT,3.0,Tues,9:00,29.0
3134,2019.0,SEPT,3.0,Tues,10:00,116.0
3135,2019.0,SEPT,3.0,Tues,11:00,202.0
3136,2019.0,SEPT,3.0,Tues,12:00,194.0
3137,2019.0,SEPT,3.0,Tues,13:00,191.0
3138,2019.0,SEPT,3.0,Tues,14:00,162.0
3139,2019.0,SEPT,3.0,Tues,15:00,175.0
3140,2019.0,SEPT,3.0,Tues,16:00,167.0
3141,2019.0,SEPT,3.0,Tues,17:00,132.0
3142,2019.0,SEPT,3.0,Tues,18:00,126.0
3143,2019.0,SEPT,3.0,Tues,19:00,110.0
3144,2019.0,SEPT,3.0,Tues,20:00,17.0
3145,2019.0,SEPT,3.0,Tues,21:00,7.0
3146,2019.0,SEPT,3.0,Tues,22:00,5.0
3147,2019.0,SEPT,3.0,Tues,23:00,4.0
3148,2019.0,SEPT,3.0,Tues,24:00,0.0
3149,2019.0,SEPT,3.0,Tues,Total,1781.0
3150,2019.0,SEPT,4.0,Wed,1:00,0.0
3151,2019.0,SEPT,4.0,Wed,2:00,0.0
3152,2019.0,SEPT,4.0,Wed,3:00,0.0
3153,2019.0,SEPT,4.0,Wed,4:00,2.0
3154,2019.0,SEPT,4.0,Wed,5:00,25.0
3155,2019.0,SEPT,4.0,Wed,6:00,72.0
3156,2019.0,SEPT,4.0,Wed,7:00,10.0
3157,2019.0,SEPT,4.0,Wed,8:00,19.0
3158,2019.0,SEPT,4.0,Wed,9:00,25.0
3159,2019.0,SEPT,4.0,Wed,10:00,96.0
3160,2019.0,SEPT,4.0,Wed,11:00,96.0
3161,2019.0,SEPT,4.0,Wed,12:00,101.0
3162,2019.0,SEPT,4.0,Wed,13:00,122.0
3163,2019.0,SEPT,4.0,Wed,14:00,98.0
3164,2019.0,SEPT,4.0,Wed,15:00,96.0
3165,2019.0,SEPT,4.0,Wed,16:00,86.0
3166,2019.0,SEPT,4.0,Wed,17:00,44.0
3167,2019.0,SEPT,4.0,Wed,18:00,20.0
3168,2019.0,SEPT,4.0,Wed,19:00,14.0
3169,2019.0,SEPT,4.0,Wed,20:00,5.0
3170,2019.0,SEPT,4.0,Wed,21:00,1.0
3171,2019.0,SEPT,4.0,Wed,22:00,2.0
3172,2019.0,SEPT,4.0,Wed,23:00,2.0
3173,2019.0,SEPT,4.0,Wed,24:00,1.0
3174,2019.0,SEPT,4.0,Wed,Total,937.0
3175,2019.0,SEPT,5.0,Thurs,1:00,0.0
3176,2019.0,SEPT,5.0,Thurs,2:00,1.0
3177,2019.0,SEPT,5.0,Thurs,3:00,1.0
3178,2019.0,SEPT,5.0,Thurs,4:00,8.0
3179,2019.0,SEPT,5.0,Thurs,5:00,77.0
3180,2019.0,SEPT,5.0,Thurs,6:00,209.0
3181,2019.0,SEPT,5.0,Thurs,7:00,9.0
3182,2019.0,SEPT,5.0,Thurs,8:00,35.0
3183,2019.0,SEPT,5.0,Thurs,9:00,122.0
3184,2019.0,SEPT,5.0,Thurs,10:00,186.0
3185,2019.0,SEPT,5.0,Thurs,11:00,196.0
3186,2019.0,SEPT,5.0,Thurs,12:00,239.0
3187,2019.0,SEPT,5.0,Thurs,13:00,182.0
3188,2019.0,SEPT,5.0,Thurs,14:00,169.0
3189,2019.0,SEPT,5.0,Thurs,15:00,158.0
3190,2019.0,SEPT,5.0,Thurs,16:00,169.0
3191,2019.0,SEPT,5.0,Thurs,17:00,161.0
3192,2019.0,SEPT,5.0,Thurs,18:00,151.0
3193,2019.0,SEPT,5.0,Thurs,19:00,110.0
3194,2019.0,SEPT,5.0,Thurs,20:00,32.0
3195,2019.0,SEPT,5.0,Thurs,21:00,21.0
3196,2019.0,SEPT,5.0,Thurs,22:00,28.0
3197,2019.0,SEPT,5.0,Thurs,23:00,8.0
3198,2019.0,SEPT,5.0,Thurs,24:00,1.0
3199,2019.0,SEPT,5.0,Thurs,Total,2273.0
3200,2019.0,SEPT,6.0,Fri,1:00,4.0
3201,2019.0,SEPT,6.0,Fri,2:00,3.0
3202,2019.0,SEPT,6.0,Fri,3:00,1.0
3203,2019.0,SEPT,6.0,Fri,4:00,1.0
3204,2019.0,SEPT,6.0,Fri,5:00,33.0
3205,2019.0,SEPT,6.0,Fri,6:00,144.0
3206,2019.0,SEPT,6.0,Fri,7:00,5.0
3207,2019.0,SEPT,6.0,Fri,8:00,19.0
3208,2019.0,SEPT,6.0,Fri,9:00,64.0
3209,2019.0,SEPT,6.0,Fri,10:00,116.0
3210,2019.0,SEPT,6.0,Fri,11:00,166.0
3211,2019.0,SEPT,6.0,Fri,12:00,132.0
3212,2019.0,SEPT,6.0,Fri,13:00,120.0
3213,2019.0,SEPT,6.0,Fri,14:00,156.0
3214,2019.0,SEPT,6.0,Fri,15:00,149.0
3215,2019.0,SEPT,6.0,Fri,16:00,130.0
3216,2019.0,SEPT,6.0,Fri,17:00,108.0
3217,2019.0,SEPT,6.0,Fri,18:00,91.0
3218,2019.0,SEPT,6.0,Fri,19:00,84.0
3219,2019.0,SEPT,6.0,Fri,20:00,17.0
3220,2019.0,SEPT,6.0,Fri,21:00,3.0
3221,2019.0,SEPT,6.0,Fri,22:00,3.0
3222,2019.0,SEPT,6.0,Fri,23:00,1.0
3223,2019.0,SEPT,6.0,Fri,24:00,2.0
3224,2019.0,SEPT,6.0,Fri,Total,1552.0
3225,2019.0,SEPT,7.0,Sat,1:00,2.0
3226,2019.0,SEPT,7.0,Sat,2:00,0.0
3227,2019.0,SEPT,7.0,Sat,3:00,1.0
3228,2019.0,SEPT,7.0,Sat,4:00,1.0
3229,2019.0,SEPT,7.0,Sat,5:00,0.0
3230,2019.0,SEPT,7.0,Sat,6:00,3.0
3231,2019.0,SEPT,7.0,Sat,7:00,1.0
3232,2019.0,SEPT,7.0,Sat,8:00,7.0
3233,2019.0,SEPT,7.0,Sat,9:00,14.0
3234,2019.0,SEPT,7.0,Sat,10:00,14.0
3235,2019.0,SEPT,7.0,Sat,11:00,59.0
3236,2019.0,SEPT,7.0,Sat,12:00,97.0
3237,2019.0,SEPT,7.0,Sat,13:00,95.0
3238,2019.0,SEPT,7.0,Sat,14:00,65.0
3239,2019.0,SEPT,7.0,Sat,15:00,87.0
3240,2019.0,SEPT,7.0,Sat,16:00,76.0
3241,2019.0,SEPT,7.0,Sat,17:00,56.0
3242,2019.0,SEPT,7.0,Sat,18:00,64.0
3243,2019.0,SEPT,7.0,Sat,19:00,56.0
3244,2019.0,SEPT,7.0,Sat,20:00,22.0
3245,2019.0,SEPT,7.0,Sat,21:00,2.0
3246,2019.0,SEPT,7.0,Sat,22:00,3.0
3247,2019.0,SEPT,7.0,Sat,23:00,3.0
3248,2019.0,SEPT,7.0,Sat,24:00,1.0
3249,2019.0,SEPT,7.0,Sat,Total,729.0
3250,2019.0,SEPT,8.0,Sun,1:00,0.0
3251,2019.0,SEPT,8.0,Sun,2:00,0.0
3252,2019.0,SEPT,8.0,Sun,3:00,0.0
3253,2019.0,SEPT,8.0,Sun,4:00,0.0
3254,2019.0,SEPT,8.0,Sun,5:00,17.0
3255,2019.0,SEPT,8.0,Sun,6:00,149.0
3256,2019.0,SEPT,8.0,Sun,7:00,21.0
3257,2019.0,SEPT,8.0,Sun,8:00,25.0
3258,2019.0,SEPT,8.0,Sun,9:00,72.0
3259,2019.0,SEPT,8.0,Sun,10:00,197.0
3260,2019.0,SEPT,8.0,Sun,11:00,242.0
3261,2019.0,SEPT,8.0,Sun,12:00,203.0
3262,2019.0,SEPT,8.0,Sun,13:00,181.0
3263,2019.0,SEPT,8.0,Sun,14:00,174.0
3264,2019.0,SEPT,8.0,Sun,15:00,185.0
3265,2019.0,SEPT,8.0,Sun,16:00,155.0
3266,2019.0,SEPT,8.0,Sun,17:00,119.0
3267,2019.0,SEPT,8.0,Sun,18:00,114.0
3268,2019.0,SEPT,8.0,Sun,19:00,113.0
3269,2019.0,SEPT,8.0,Sun,20:00,11.0
3270,2019.0,SEPT,8.0,Sun,21:00,6.0
3271,2019.0,SEPT,8.0,Sun,22:00,12.0
3272,2019.0,SEPT,8.0,Sun,23:00,3.0
3273,2019.0,SEPT,8.0,Sun,24:00,0.0
3274,2019.0,SEPT,8.0,Sun,Total,1999.0
3275,2019.0,SEPT,9.0,Mon,1:00,2.0
3276,2019.0,SEPT,9.0,Mon,2:00,0.0
3277,2019.0,SEPT,9.0,Mon,3:00,0.0
3278,2019.0,SEPT,9.0,Mon,4:00,1.0
3279,2019.0,SEPT,9.0,Mon,5:00,54.0
3280,2019.0,SEPT,9.0,Mon,6:00,159.0
3281,2019.0,SEPT,9.0,Mon,7:00,12.0
3282,2019.0,SEPT,9.0,Mon,8:00,17.0
3283,2019.0,SEPT,9.0,Mon,9:00,50.0
3284,2019.0,SEPT,9.0,Mon,10:00,143.0
3285,2019.0,SEPT,9.0,Mon,11:00,194.0
3286,2019.0,SEPT,9.0,Mon,12:00,193.0
3287,2019.0,SEPT,9.0,Mon,13:00,159.0
3288,2019.0,SEPT,9.0,Mon,14:00,149.0
3289,2019.0,SEPT,9.0,Mon,15:00,152.0
3290,2019.0,SEPT,9.0,Mon,16:00,129.0
3291,2019.0,SEPT,9.0,Mon,17:00,104.0
3292,2019.0,SEPT,9.0,Mon,18:00,97.0
3293,2019.0,SEPT,9.0,Mon,19:00,83.0
3294,2019.0,SEPT,9.0,Mon,20:00,7.0
3295,2019.0,SEPT,9.0,Mon,21:00,3.0
3296,2019.0,SEPT,9.0,Mon,22:00,1.0
3297,2019.0,SEPT,9.0,Mon,23:00,0.0
3298,2019.0,SEPT,9.0,Mon,24:00,1.0
3299,2019.0,SEPT,9.0,Mon,Total,1710.0
3300,2019.0,SEPT,10.0,Tues,1:00,0.0
3301,2019.0,SEPT,10.0,Tues,2:00,0.0
3302,2019.0,SEPT,10.0,Tues,3:00,0.0
3303,2019.0,SEPT,10.0,Tues,4:00,1.0
3304,2019.0,SEPT,10.0,Tues,5:00,33.0
3305,2019.0,SEPT,10.0,Tues,6:00,166.0
3306,2019.0,SEPT,10.0,Tues,7:00,8.0
3307,2019.0,SEPT,10.0,Tues,8:00,16.0
3308,2019.0,SEPT,10.0,Tues,9:00,61.0
3309,2019.0,SEPT,10.0,Tues,10:00,133.0
3310,2019.0,SEPT,10.0,Tues,11:00,185.0
3311,2019.0,SEPT,10.0,Tues,12:00,198.0
3312,2019.0,SEPT,10.0,Tues,13:00,180.0
3313,2019.0,SEPT,10.0,Tues,14:00,171.0
3314,2019.0,SEPT,10.0,Tues,15:00,149.0
3315,2019.0,SEPT,10.0,Tues,16:00,123.0
3316,2019.0,SEPT,10.0,Tues,17:00,126.0
3317,2019.0,SEPT,10.0,Tues,18:00,115.0
3318,2019.0,SEPT,10.0,Tues,19:00,82.0
3319,2019.0,SEPT,10.0,Tues,20:00,8.0
3320,2019.0,SEPT,10.0,Tues,21:00,2.0
3321,2019.0,SEPT,10.0,Tues,22:00,2.0
3322,2019.0,SEPT,10.0,Tues,23:00,0.0
3323,2019.0,SEPT,10.0,Tues,24:00,0.0
3324,2019.0,SEPT,10.0,Tues,Total,1759.0
3325,2019.0,SEPT,11.0,Wed,1:00,1.0
3326,2019.0,SEPT,11.0,Wed,2:00,0.0
3327,2019.0,SEPT,11.0,Wed,3:00,1.0
3328,2019.0,SEPT,11.0,Wed,4:00,1.0
3329,2019.0,SEPT,11.0,Wed,5:00,1.0
3330,2019.0,SEPT,11.0,Wed,6:00,8.0
3331,2019.0,SEPT,11.0,Wed,7:00,2.0
3332,2019.0,SEPT,11.0,Wed,8:00,9.0
3333,2019.0,SEPT,11.0,Wed,9:00,25.0
3334,2019.0,SEPT,11.0,Wed,10:00,53.0
3335,2019.0,SEPT,11.0,Wed,11:00,91.0
3336,2019.0,SEPT,11.0,Wed,12:00,103.0
3337,2019.0,SEPT,11.0,Wed,13:00,113.0
3338,2019.0,SEPT,11.0,Wed,14:00,145.0
3339,2019.0,SEPT,11.0,Wed,15:00,165.0
3340,2019.0,SEPT,11.0,Wed,16:00,133.0
3341,2019.0,SEPT,11.0,Wed,17:00,119.0
3342,2019.0,SEPT,11.0,Wed,18:00,92.0
3343,2019.0,SEPT,11.0,Wed,19:00,103.0
3344,2019.0,SEPT,11.0,Wed,20:00,14.0
3345,2019.0,SEPT,11.0,Wed,21:00,12.0
3346,2019.0,SEPT,11.0,Wed,22:00,10.0
3347,2019.0,SEPT,11.0,Wed,23:00,1.0
3348,2019.0,SEPT,11.0,Wed,24:00,0.0
3349,2019.0,SEPT,11.0,Wed,Total,1202.0
3350,2019.0,SEPT,12.0,Thurs,1:00,0.0
3351,2019.0,SEPT,12.0,Thurs,2:00,0.0
3352,2019.0,SEPT,12.0,Thurs,3:00,0.0
3353,2019.0,SEPT,12.0,Thurs,4:00,3.0
3354,2019.0,SEPT,12.0,Thurs,5:00,22.0
3355,2019.0,SEPT,12.0,Thurs,6:00,103.0
3356,2019.0,SEPT,12.0,Thurs,7:00,4.0
3357,2019.0,SEPT,12.0,Thurs,8:00,14.0
3358,2019.0,SEPT,12.0,Thurs,9:00,42.0
3359,2019.0,SEPT,12.0,Thurs,10:00,107.0
3360,2019.0,SEPT,12.0,Thurs,11:00,146.0
3361,2019.0,SEPT,12.0,Thurs,12:00,171.0
3362,2019.0,SEPT,12.0,Thurs,13:00,170.0
3363,2019.0,SEPT,12.0,Thurs,14:00,165.0
3364,2019.0,SEPT,12.0,Thurs,15:00,146.0
3365,2019.0,SEPT,12.0,Thurs,16:00,138.0
3366,2019.0,SEPT,12.0,Thurs,17:00,137.0
3367,2019.0,SEPT,12.0,Thurs,18:00,143.0
3368,2019.0,SEPT,12.0,Thurs,19:00,110.0
3369,2019.0,SEPT,12.0,Thurs,20:00,14.0
3370,2019.0,SEPT,12.0,Thurs,21:00,21.0
3371,2019.0,SEPT,12.0,Thurs,22:00,11.0
3372,2019.0,SEPT,12.0,Thurs,23:00,3.0
3373,2019.0,SEPT,12.0,Thurs,24:00,1.0
3374,2019.0,SEPT,12.0,Thurs,Total,1671.0
3375,2019.0,SEPT,13.0,Fri,1:00,0.0
3376,2019.0,SEPT,13.0,Fri,2:00,1.0
3377,2019.0,SEPT,13.0,Fri,3:00,0.0
3378,2019.0,SEPT,13.0,Fri,4:00,4.0
3379,2019.0,SEPT,13.0,Fri,5:00,69.0
3380,2019.0,SEPT,13.0,Fri,6:00,206.0
3381,2019.0,SEPT,13.0,Fri,7:00,15.0
3382,2019.0,SEPT,13.0,Fri,8:00,22.0
3383,2019.0,SEPT,13.0,Fri,9:00,65.0
3384,2019.0,SEPT,13.0,Fri,10:00,140.0
3385,2019.0,SEPT,13.0,Fri,11:00,187.0
3386,2019.0,SEPT,13.0,Fri,12:00,189.0
3387,2019.0,SEPT,13.0,Fri,13:00,190.0
3388,2019.0,SEPT,13.0,Fri,14:00,149.0
3389,2019.0,SEPT,13.0,Fri,15:00,127.0
3390,2019.0,SEPT,13.0,Fri,16:00,146.0
3391,2019.0,SEPT,13.0,Fri,17:00,114.0
3392,2019.0,SEPT,13.0,Fri,18:00,171.0
3393,2019.0,SEPT,13.0,Fri,19:00,162.0
3394,2019.0,SEPT,13.0,Fri,20:00,41.0
3395,2019.0,SEPT,13.0,Fri,21:00,18.0
3396,2019.0,SEPT,13.0,Fri,22:00,22.0
3397,2019.0,SEPT,13.0,Fri,23:00,9.0
3398,2019.0,SEPT,13.0,Fri,24:00,6.0
3399,2019.0,SEPT,13.0,Fri,Total,2053.0
3400,2019.0,SEPT,14.0,Sat,1:00,4.0
3401,2019.0,SEPT,14.0,Sat,2:00,0.0
3402,2019.0,SEPT,14.0,Sat,3:00,1.0
3403,2019.0,SEPT,14.0,Sat,4:00,1.0
3404,2019.0,SEPT,14.0,Sat,5:00,19.0
3405,2019.0,SEPT,14.0,Sat,6:00,101.0
3406,2019.0,SEPT,14.0,Sat,7:00,9.0
3407,2019.0,SEPT,14.0,Sat,8:00,15.0
3408,2019.0,SEPT,14.0,Sat,9:00,48.0
3409,2019.0,SEPT,14.0,Sat,10:00,117.0
3410,2019.0,SEPT,14.0,Sat,11:00,176.0
3411,2019.0,SEPT,14.0,Sat,12:00,128.0
3412,2019.0,SEPT,14.0,Sat,13:00,120.0
3413,2019.0,SEPT,14.0,Sat,14:00,118.0
3414,2019.0,SEPT,14.0,Sat,15:00,126.0
3415,2019.0,SEPT,14.0,Sat,16:00,115.0
3416,2019.0,SEPT,14.0,Sat,17:00,97.0
3417,2019.0,SEPT,14.0,Sat,18:00,38.0
3418,2019.0,SEPT,14.0,Sat,19:00,19.0
3419,2019.0,SEPT,14.0,Sat,20:00,4.0
3420,2019.0,SEPT,14.0,Sat,21:00,1.0
3421,2019.0,SEPT,14.0,Sat,22:00,1.0
3422,2019.0,SEPT,14.0,Sat,23:00,1.0
3423,2019.0,SEPT,14.0,Sat,24:00,0.0
3424,2019.0,SEPT,14.0,Sat,Total,1259.0
3425,2019.0,SEPT,15.0,Sun,1:00,0.0
3426,2019.0,SEPT,15.0,Sun,2:00,0.0
3427,2019.0,SEPT,15.0,Sun,3:00,1.0
3428,2019.0,SEPT,15.0,Sun,4:00,0.0
3429,2019.0,SEPT,15.0,Sun,5:00,20.0
3430,2019.0,SEPT,15.0,Sun,6:00,162.0
3431,2019.0,SEPT,15.0,Sun,7:00,28.0
3432,2019.0,SEPT,15.0,Sun,8:00,19.0
3433,2019.0,SEPT,15.0,Sun,9:00,58.0
3434,2019.0,SEPT,15.0,Sun,10:00,171.0
3435,2019.0,SEPT,15.0,Sun,11:00,193.0
3436,2019.0,SEPT,15.0,Sun,12:00,231.0
3437,2019.0,SEPT,15.0,Sun,13:00,163.0
3438,2019.0,SEPT,15.0,Sun,14:00,172.0
3439,2019.0,SEPT,15.0,Sun,15:00,162.0
3440,2019.0,SEPT,15.0,Sun,16:00,154.0
3441,2019.0,SEPT,15.0,Sun,17:00,134.0
3442,2019.0,SEPT,15.0,Sun,18:00,153.0
3443,2019.0,SEPT,15.0,Sun,19:00,121.0
3444,2019.0,SEPT,15.0,Sun,20:00,14.0
3445,2019.0,SEPT,15.0,Sun,21:00,10.0
3446,2019.0,SEPT,15.0,Sun,22:00,2.0
3447,2019.0,SEPT,15.0,Sun,23:00,0.0
3448,2019.0,SEPT,15.0,Sun,24:00,0.0
3449,2019.0,SEPT,15.0,Sun,Total,1968.0
3450,2019.0,SEPT,16.0,Mon,1:00,0.0
3451,2019.0,SEPT,16.0,Mon,2:00,0.0
3452,2019.0,SEPT,16.0,Mon,3:00,0.0
3453,2019.0,SEPT,16.0,Mon,4:00,0.0
3454,2019.0,SEPT,16.0,Mon,5:00,11.0
3455,2019.0,SEPT,16.0,Mon,6:00,135.0
3456,2019.0,SEPT,16.0,Mon,7:00,20.0
3457,2019.0,SEPT,16.0,Mon,8:00,13.0
3458,2019.0,SEPT,16.0,Mon,9:00,43.0
3459,2019.0,SEPT,16.0,Mon,10:00,153.0
3460,2019.0,SEPT,16.0,Mon,11:00,149.0
3461,2019.0,SEPT,16.0,Mon,12:00,181.0
3462,2019.0,SEPT,16.0,Mon,13:00,162.0
3463,2019.0,SEPT,16.0,Mon,14:00,136.0
3464,2019.0,SEPT,16.0,Mon,15:00,140.0
3465,2019.0,SEPT,16.0,Mon,16:00,135.0
3466,2019.0,SEPT,16.0,Mon,17:00,83.0
3467,2019.0,SEPT,16.0,Mon,18:00,69.0
3468,2019.0,SEPT,16.0,Mon,19:00,52.0
3469,2019.0,SEPT,16.0,Mon,20:00,11.0
3470,2019.0,SEPT,16.0,Mon,21:00,9.0
3471,2019.0,SEPT,16.0,Mon,22:00,0.0
3472,2019.0,SEPT,16.0,Mon,23:00,2.0
3473,2019.0,SEPT,16.0,Mon,24:00,0.0
3474,2019.0,SEPT,16.0,Mon,Total,1504.0
3475,2019.0,SEPT,17.0,Tues,1:00,0.0
3476,2019.0,SEPT,17.0,Tues,2:00,0.0
3477,2019.0,SEPT,17.0,Tues,3:00,0.0
3478,2019.0,SEPT,17.0,Tues,4:00,0.0
3479,2019.0,SEPT,17.0,Tues,5:00,10.0
3480,2019.0,SEPT,17.0,Tues,6:00,93.0
3481,2019.0,SEPT,17.0,Tues,7:00,23.0
3482,2019.0,SEPT,17.0,Tues,8:00,20.0
3483,2019.0,SEPT,17.0,Tues,9:00,58.0
3484,2019.0,SEPT,17.0,Tues,10:00,143.0
3485,2019.0,SEPT,17.0,Tues,11:00,165.0
3486,2019.0,SEPT,17.0,Tues,12:00,185.0
3487,2019.0,SEPT,17.0,Tues,13:00,184.0
3488,2019.0,SEPT,17.0,Tues,14:00,176.0
3489,2019.0,SEPT,17.0,Tues,15:00,154.0
3490,2019.0,SEPT,17.0,Tues,16:00,122.0
3491,2019.0,SEPT,17.0,Tues,17:00,89.0
3492,2019.0,SEPT,17.0,Tues,18:00,66.0
3493,2019.0,SEPT,17.0,Tues,19:00,43.0
3494,2019.0,SEPT,17.0,Tues,20:00,6.0
3495,2019.0,SEPT,17.0,Tues,21:00,2.0
3496,2019.0,SEPT,17.0,Tues,22:00,1.0
3497,2019.0,SEPT,17.0,Tues,23:00,3.0
3498,2019.0,SEPT,17.0,Tues,24:00,0.0
3499,2019.0,SEPT,17.0,Tues,Total,1543.0
3500,2019.0,SEPT,18.0,Wed,1:00,0.0
3501,2019.0,SEPT,18.0,Wed,2:00,0.0
3502,2019.0,SEPT,18.0,Wed,3:00,0.0
3503,2019.0,SEPT,18.0,Wed,4:00,0.0
3504,2019.0,SEPT,18.0,Wed,5:00,22.0
3505,2019.0,SEPT,18.0,Wed,6:00,131.0
3506,2019.0,SEPT,18.0,Wed,7:00,27.0
3507,2019.0,SEPT,18.0,Wed,8:00,22.0
3508,2019.0,SEPT,18.0,Wed,9:00,61.0
3509,2019.0,SEPT,18.0,Wed,10:00,127.0
3510,2019.0,SEPT,18.0,Wed,11:00,190.0
3511,2019.0,SEPT,18.0,Wed,12:00,199.0
3512,2019.0,SEPT,18.0,Wed,13:00,180.0
3513,2019.0,SEPT,18.0,Wed,14:00,178.0
3514,2019.0,SEPT,18.0,Wed,15:00,137.0
3515,2019.0,SEPT,18.0,Wed,16:00,145.0
3516,2019.0,SEPT,18.0,Wed,17:00,132.0
3517,2019.0,SEPT,18.0,Wed,18:00,160.0
3518,2019.0,SEPT,18.0,Wed,19:00,84.0
3519,2019.0,SEPT,18.0,Wed,20:00,19.0
3520,2019.0,SEPT,18.0,Wed,21:00,12.0
3521,2019.0,SEPT,18.0,Wed,22:00,8.0
3522,2019.0,SEPT,18.0,Wed,23:00,4.0
3523,2019.0,SEPT,18.0,Wed,24:00,1.0
3524,2019.0,SEPT,18.0,Wed,Total,1839.0
3525,2019.0,SEPT,19.0,Thurs,1:00,1.0
3526,2019.0,SEPT,19.0,Thurs,2:00,0.0
3527,2019.0,SEPT,19.0,Thurs,3:00,0.0
3528,2019.0,SEPT,19.0,Thurs,4:00,2.0
3529,2019.0,SEPT,19.0,Thurs,5:00,23.0
3530,2019.0,SEPT,19.0,Thurs,6:00,178.0
3531,2019.0,SEPT,19.0,Thurs,7:00,23.0
