Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),20: 7pm (7pm-8pm),250,2223,2223,10.5,10.5,17,17,2.440,0.000,0.080,0.200,0.360,0.280,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.520,0.360,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.440,0.400,0.000,0.000,0.000,0.000,0.000,0.320,0.480,0.200,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),21: 8pm (8pm-9pm),10,2981,2981,8.6,8.6,10,10,8.109,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),5132,2490,2541,13.7,13.8,17,17,3.089,0.004,0.150,0.246,0.203,0.138,0.080,0.064,0.027,0.018,0.012,0.016,0.010,0.008,0.004,0.008,0.012,0.000,0.002,0.168,0.439,0.238,0.066,0.016,0.012,0.029,0.010,0.002,0.000,0.000,0.018,0.129,0.592,0.203,0.062,0.012,0.000,0.002,0.000,0.255,0.454,0.123,0.094,0.037,0.037
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),04: 3am (3am-4am),270,2062,2062,9.5,9.5,17,17,2.151,0.000,0.000,0.296,0.445,0.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.445,0.444,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.630,0.296,0.000,0.000,0.000,0.000,0.000,0.519,0.407,0.000,0.074,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),250,2086,2086,11.7,11.7,19,19,2.103,0.000,0.160,0.280,0.320,0.080,0.080,0.040,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.480,0.280,0.080,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.320,0.080,0.000,0.000,0.000,0.000,0.440,0.520,0.040,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),120,2298,2384,15.6,14.9,22,21,2.737,0.000,0.000,0.417,0.167,0.250,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.584,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.417,0.083,0.000,0.000,0.000,0.000,0.333,0.417,0.000,0.250,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),90,1782,2049,10.7,11.4,21,21,3.068,0.000,0.111,0.334,0.333,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.111,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.111,0.222,0.000,0.000,0.000,0.000,0.111,0.667,0.111,0.000,0.000,0.111
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),220,2422,2422,16.0,16.0,21,21,2.204,0.000,0.136,0.274,0.273,0.045,0.000,0.182,0.045,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.136,0.410,0.273,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.091,0.455,0.273,0.136,0.045,0.000,0.000,0.000,0.364,0.591,0.045,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),320,3490,3517,25.8,25.4,22,21,2.589,0.000,0.156,0.125,0.125,0.125,0.063,0.031,0.063,0.125,0.031,0.063,0.031,0.000,0.031,0.000,0.031,0.000,0.000,0.094,0.375,0.156,0.063,0.000,0.094,0.156,0.031,0.000,0.000,0.000,0.031,0.094,0.437,0.188,0.250,0.031,0.000,0.000,0.000,0.313,0.374,0.219,0.063,0.031,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),380,2991,2999,19.9,19.3,19,19,2.428,0.000,0.132,0.184,0.184,0.158,0.132,0.026,0.079,0.000,0.000,0.026,0.026,0.000,0.000,0.000,0.053,0.000,0.000,0.053,0.499,0.211,0.105,0.026,0.000,0.000,0.053,0.000,0.000,0.000,0.053,0.079,0.553,0.263,0.079,0.026,0.000,0.000,0.000,0.368,0.501,0.053,0.026,0.026,0.026
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),360,2266,2327,6.6,6.8,11,11,2.786,0.000,0.028,0.222,0.444,0.167,0.000,0.083,0.028,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.778,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.389,0.583,0.028,0.000,0.000,0.000,0.000,0.000,0.167,0.527,0.139,0.139,0.000,0.028
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),410,3223,3120,19.9,18.8,20,20,2.739,0.000,0.219,0.073,0.098,0.171,0.122,0.098,0.073,0.000,0.000,0.049,0.024,0.049,0.000,0.024,0.000,0.000,0.000,0.171,0.291,0.220,0.122,0.049,0.000,0.098,0.049,0.000,0.000,0.000,0.000,0.146,0.415,0.341,0.098,0.000,0.000,0.000,0.000,0.415,0.317,0.073,0.098,0.073,0.024
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),420,3258,3166,24.6,23.5,20,20,3.440,0.024,0.237,0.167,0.143,0.095,0.071,0.048,0.000,0.048,0.024,0.024,0.000,0.000,0.000,0.048,0.071,0.000,0.000,0.285,0.262,0.214,0.048,0.024,0.000,0.048,0.000,0.000,0.000,0.000,0.119,0.024,0.691,0.119,0.095,0.071,0.000,0.000,0.000,0.309,0.310,0.095,0.167,0.071,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),260,2276,2543,9.2,11.0,15,15,3.767,0.000,0.271,0.192,0.077,0.154,0.038,0.115,0.000,0.038,0.077,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.269,0.347,0.192,0.154,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.692,0.154,0.000,0.000,0.000,0.000,0.000,0.077,0.385,0.154,0.154,0.038,0.192
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),490,2071,2067,9.9,9.7,16,16,3.155,0.000,0.224,0.288,0.265,0.061,0.061,0.061,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.245,0.449,0.245,0.041,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.102,0.674,0.204,0.020,0.000,0.000,0.000,0.000,0.224,0.348,0.204,0.122,0.082,0.020
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),310,2582,2622,10.5,10.9,14,14,3.342,0.000,0.032,0.324,0.129,0.258,0.129,0.032,0.032,0.000,0.000,0.000,0.032,0.032,0.000,0.000,0.000,0.000,0.000,0.226,0.387,0.323,0.000,0.032,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.226,0.613,0.161,0.000,0.000,0.000,0.000,0.000,0.129,0.387,0.161,0.226,0.065,0.032
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),340,2158,2325,8.4,9.4,15,15,5.693,0.029,0.206,0.236,0.147,0.088,0.118,0.118,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.029,0.294,0.384,0.235,0.000,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.589,0.176,0.000,0.000,0.000,0.000,0.000,0.118,0.471,0.265,0.088,0.029,0.029
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),210,1944,2093,9.3,11.7,16,18,3.572,0.000,0.143,0.475,0.143,0.048,0.095,0.048,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.429,0.190,0.000,0.000,0.000,0.095,0.000,0.000,0.000,0.000,0.000,0.095,0.714,0.143,0.000,0.000,0.000,0.048,0.000,0.143,0.523,0.143,0.095,0.048,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),300,2476,2673,11.1,11.9,16,16,2.830,0.000,0.067,0.235,0.133,0.233,0.133,0.133,0.000,0.000,0.033,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.500,0.200,0.167,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.633,0.100,0.100,0.000,0.000,0.000,0.000,0.167,0.633,0.100,0.000,0.067,0.033
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),320,1900,2016,8.3,9.0,16,16,3.263,0.000,0.188,0.344,0.156,0.125,0.156,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.593,0.219,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.656,0.219,0.000,0.000,0.000,0.000,0.000,0.094,0.687,0.125,0.000,0.000,0.094
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),10,957,957,10.3,10.3,39,39,3.809,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),50,1423,1423,7.9,7.9,20,20,2.948,0.000,0.200,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.000,0.400,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),00: All Day (12am-12am),5082,2555,2577,14.2,14.4,17,18,2.879,0.010,0.140,0.250,0.240,0.120,0.073,0.041,0.028,0.012,0.018,0.018,0.010,0.002,0.006,0.012,0.020,0.000,0.002,0.142,0.500,0.209,0.047,0.016,0.022,0.022,0.010,0.008,0.000,0.010,0.012,0.112,0.595,0.222,0.059,0.010,0.002,0.000,0.000,0.278,0.412,0.142,0.094,0.031,0.043
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),04: 3am (3am-4am),130,1706,1706,9.0,9.0,19,19,2.129,0.077,0.230,0.231,0.231,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.461,0.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.538,0.462,0.000,0.000,0.000,0.000,0.000,0.462,0.538,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),05: 4am (4am-5am),240,1776,1776,11.8,11.8,22,22,2.140,0.000,0.208,0.458,0.208,0.042,0.042,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.624,0.250,0.042,0.042,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.459,0.458,0.000,0.083,0.000,0.000,0.000,0.375,0.542,0.083,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),06: 5am (5am-6am),60,2091,2030,8.5,8.4,15,15,3.037,0.000,0.000,0.333,0.500,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.332,0.167,0.167,0.167,0.167,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),07: 6am (6am-7am),170,2841,2841,15.4,15.4,18,18,2.526,0.059,0.118,0.000,0.235,0.176,0.235,0.000,0.059,0.000,0.000,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.118,0.470,0.235,0.059,0.000,0.000,0.118,0.000,0.000,0.000,0.000,0.000,0.176,0.412,0.294,0.118,0.000,0.000,0.000,0.000,0.294,0.412,0.176,0.118,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),08: 7am (7am-8am),250,2426,2426,13.1,13.1,19,19,2.539,0.000,0.160,0.200,0.280,0.080,0.000,0.160,0.080,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.400,0.320,0.040,0.040,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.680,0.200,0.080,0.000,0.000,0.000,0.000,0.400,0.320,0.200,0.080,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),09: 8am (8am-9am),330,3134,3134,19.0,19.0,18,18,2.179,0.000,0.091,0.272,0.182,0.121,0.121,0.061,0.000,0.061,0.000,0.030,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.061,0.485,0.212,0.121,0.061,0.000,0.000,0.000,0.000,0.000,0.030,0.030,0.091,0.575,0.273,0.061,0.000,0.000,0.000,0.000,0.394,0.485,0.121,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),10: 9am (9am-10am),330,2430,2430,13.1,13.1,17,17,2.461,0.030,0.000,0.304,0.273,0.273,0.000,0.030,0.000,0.000,0.030,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.576,0.212,0.030,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.061,0.666,0.152,0.121,0.000,0.000,0.000,0.000,0.273,0.545,0.121,0.061,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),11: 10am (10am-11am),490,3217,3224,23.7,23.1,19,18,2.903,0.000,0.163,0.204,0.328,0.020,0.020,0.082,0.000,0.000,0.020,0.041,0.020,0.000,0.000,0.000,0.102,0.000,0.000,0.163,0.491,0.163,0.000,0.020,0.041,0.020,0.000,0.000,0.000,0.000,0.102,0.143,0.592,0.122,0.082,0.061,0.000,0.000,0.000,0.387,0.327,0.082,0.102,0.020,0.082
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),12: 11am (11am-12noon),480,3012,3053,22.0,22.5,21,21,3.073,0.042,0.205,0.167,0.146,0.063,0.083,0.063,0.021,0.021,0.021,0.042,0.021,0.000,0.000,0.063,0.042,0.000,0.021,0.188,0.374,0.083,0.104,0.021,0.021,0.042,0.042,0.021,0.000,0.083,0.000,0.063,0.436,0.313,0.188,0.000,0.000,0.000,0.000,0.334,0.250,0.208,0.083,0.021,0.104
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),450,3034,3042,16.2,16.4,17,17,2.780,0.000,0.067,0.222,0.291,0.111,0.133,0.000,0.022,0.000,0.044,0.000,0.000,0.022,0.044,0.022,0.022,0.000,0.000,0.089,0.467,0.289,0.022,0.022,0.000,0.000,0.067,0.044,0.000,0.000,0.000,0.067,0.622,0.289,0.022,0.000,0.000,0.000,0.000,0.244,0.490,0.089,0.111,0.044,0.022
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),420,2285,2224,9.3,9.0,14,14,3.274,0.000,0.119,0.357,0.167,0.190,0.095,0.000,0.024,0.000,0.024,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.595,0.167,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0.619,0.119,0.024,0.000,0.000,0.000,0.000,0.167,0.429,0.071,0.190,0.119,0.024
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),440,2432,2598,10.1,12.4,15,16,3.081,0.000,0.136,0.273,0.205,0.068,0.091,0.068,0.068,0.023,0.045,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.136,0.614,0.091,0.045,0.023,0.068,0.023,0.000,0.000,0.000,0.000,0.000,0.205,0.591,0.136,0.068,0.000,0.000,0.000,0.000,0.227,0.388,0.136,0.136,0.068,0.045
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),320,2476,2482,11.4,11.2,15,15,3.137,0.000,0.156,0.219,0.250,0.156,0.094,0.000,0.063,0.000,0.000,0.000,0.031,0.000,0.000,0.031,0.000,0.000,0.000,0.313,0.406,0.219,0.000,0.000,0.031,0.000,0.000,0.031,0.000,0.000,0.000,0.219,0.625,0.125,0.031,0.000,0.000,0.000,0.000,0.156,0.436,0.188,0.094,0.063,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),360,1903,1924,7.9,8.0,16,16,3.396,0.000,0.305,0.222,0.250,0.111,0.056,0.028,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.306,0.444,0.194,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.694,0.167,0.000,0.000,0.000,0.000,0.000,0.139,0.444,0.250,0.111,0.000,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),160,2185,2185,10.4,10.4,17,17,3.026,0.000,0.063,0.250,0.250,0.374,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.437,0.375,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.562,0.250,0.063,0.000,0.000,0.000,0.000,0.188,0.373,0.313,0.063,0.063,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),180,2599,2706,13.2,13.8,17,18,3.946,0.000,0.000,0.331,0.333,0.056,0.056,0.056,0.056,0.056,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.555,0.278,0.111,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.722,0.278,0.000,0.000,0.000,0.000,0.000,0.277,0.278,0.056,0.222,0.000,0.167
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),200,2120,2120,9.8,9.8,17,17,2.958,0.000,0.150,0.300,0.250,0.100,0.100,0.050,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.550,0.250,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.650,0.200,0.000,0.000,0.050,0.000,0.000,0.250,0.400,0.200,0.050,0.000,0.100
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),10,1835,1835,12.3,12.3,24,24,1.925,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),20,4561,4561,20.5,20.5,16,16,2.980,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),40,1162,1162,6.4,6.4,21,21,2.216,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),00: All Day (12am-12am),4290,2425,2478,12.7,12.8,17,17,3.291,0.009,0.138,0.272,0.183,0.127,0.095,0.063,0.034,0.021,0.024,0.009,0.007,0.004,0.006,0.006,0.002,0.000,0.002,0.172,0.438,0.244,0.056,0.032,0.017,0.028,0.002,0.007,0.000,0.000,0.002,0.119,0.558,0.263,0.058,0.002,0.000,0.000,0.000,0.263,0.396,0.160,0.080,0.043,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),04: 3am (3am-4am),160,1707,1742,7.6,7.9,17,17,2.384,0.000,0.200,0.400,0.300,0.050,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.500,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.600,0.200,0.100,0.000,0.000,0.000,0.000,0.300,0.600,0.050,0.000,0.050,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),05: 4am (4am-5am),200,2267,2267,14.3,14.3,22,22,2.077,0.000,0.040,0.400,0.160,0.200,0.120,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.560,0.240,0.080,0.080,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.400,0.440,0.120,0.000,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),06: 5am (5am-6am),64,2206,2206,9.4,9.4,16,16,2.524,0.000,0.125,0.250,0.250,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.625,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.500,0.375,0.000,0.000,0.000,0.000,0.000,0.125,0.625,0.250,0.000,0.000,0.000
