Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),19: 6pm (6pm-7pm),221,2034,2141,9.5,10.3,17,17,4.152,0.010,0.146,0.271,0.262,0.126,0.068,0.068,0.039,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.165,0.457,0.291,0.068,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.553,0.311,0.019,0.000,0.000,0.000,0.000,0.184,0.369,0.214,0.107,0.039,0.087
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),20: 7pm (7pm-8pm),86,2199,2306,9.9,10.5,16,16,2.784,0.022,0.044,0.178,0.334,0.267,0.044,0.089,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.490,0.311,0.044,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.467,0.333,0.000,0.000,0.000,0.000,0.000,0.267,0.467,0.178,0.022,0.022,0.044
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),21: 8pm (8pm-9pm),15,1304,1304,6.7,6.7,22,22,3.477,0.000,0.800,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.000,0.000,0.200,0.600,0.000,0.000,0.000,0.200
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),22: 9pm (9pm-10pm),6,4620,4056,18.7,17.1,15,16,6.651,0.000,0.000,0.000,0.000,0.334,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.333
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),23: 10pm (10pm-11pm),6,1040,2270,5.7,12.5,20,20,4.642,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),24: 11pm (11pm-12am),6,2218,3604,12.4,24.6,20,23,21.588,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),3633,2516,2600,14.1,14.3,18,17,3.195,0.008,0.141,0.238,0.207,0.137,0.083,0.064,0.025,0.022,0.019,0.019,0.009,0.006,0.005,0.005,0.012,0.001,0.002,0.147,0.462,0.215,0.077,0.025,0.019,0.023,0.008,0.002,0.005,0.001,0.013,0.121,0.592,0.208,0.069,0.007,0.002,0.001,0.000,0.260,0.424,0.130,0.088,0.043,0.055
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),04: 3am (3am-4am),83,1951,1951,9.5,9.5,17,17,2.226,0.000,0.104,0.312,0.313,0.250,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.500,0.313,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.563,0.354,0.000,0.000,0.000,0.000,0.000,0.396,0.541,0.021,0.042,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),167,2331,2331,15.4,15.4,21,21,2.136,0.013,0.165,0.228,0.252,0.089,0.076,0.076,0.038,0.038,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.038,0.493,0.177,0.127,0.063,0.051,0.013,0.025,0.000,0.000,0.000,0.000,0.025,0.481,0.316,0.165,0.013,0.000,0.000,0.000,0.392,0.544,0.051,0.013,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),110,2141,2206,13.3,13.4,21,21,2.616,0.000,0.083,0.292,0.312,0.146,0.083,0.021,0.021,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.479,0.354,0.083,0.021,0.000,0.021,0.021,0.000,0.000,0.000,0.000,0.021,0.500,0.375,0.104,0.000,0.000,0.000,0.000,0.271,0.583,0.042,0.083,0.000,0.021
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),78,2212,2531,13.0,13.8,19,18,3.314,0.000,0.100,0.275,0.300,0.075,0.025,0.100,0.050,0.025,0.000,0.025,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.025,0.625,0.100,0.175,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.050,0.725,0.125,0.075,0.025,0.000,0.000,0.000,0.200,0.600,0.075,0.000,0.000,0.125
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),125,2626,2696,15.2,15.0,20,19,3.051,0.000,0.081,0.227,0.226,0.129,0.048,0.161,0.048,0.000,0.048,0.016,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.097,0.354,0.323,0.129,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.097,0.516,0.306,0.065,0.016,0.000,0.000,0.000,0.290,0.469,0.113,0.048,0.032,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),206,2748,2769,16.6,16.6,18,18,2.384,0.000,0.107,0.232,0.214,0.146,0.068,0.029,0.068,0.049,0.029,0.019,0.019,0.000,0.010,0.000,0.010,0.000,0.000,0.078,0.561,0.136,0.078,0.000,0.039,0.078,0.010,0.010,0.000,0.000,0.010,0.117,0.581,0.146,0.146,0.010,0.000,0.000,0.000,0.407,0.408,0.117,0.029,0.029,0.010
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),322,2886,2916,18.2,18.1,19,19,2.522,0.020,0.094,0.181,0.214,0.174,0.107,0.047,0.027,0.007,0.027,0.034,0.027,0.007,0.007,0.007,0.020,0.007,0.000,0.040,0.490,0.242,0.101,0.013,0.020,0.007,0.034,0.013,0.013,0.000,0.020,0.094,0.544,0.235,0.107,0.013,0.007,0.000,0.000,0.342,0.477,0.074,0.060,0.020,0.027
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),343,2656,2757,13.4,13.7,16,16,2.924,0.000,0.073,0.213,0.220,0.159,0.104,0.104,0.024,0.043,0.030,0.018,0.006,0.000,0.000,0.000,0.006,0.000,0.000,0.134,0.464,0.220,0.085,0.024,0.030,0.037,0.000,0.000,0.000,0.000,0.006,0.189,0.567,0.171,0.073,0.000,0.000,0.000,0.000,0.268,0.396,0.122,0.134,0.037,0.043
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),316,2854,2890,16.0,15.9,18,18,3.004,0.007,0.161,0.161,0.176,0.174,0.087,0.060,0.027,0.034,0.000,0.047,0.013,0.020,0.007,0.013,0.013,0.000,0.000,0.181,0.390,0.215,0.067,0.054,0.020,0.040,0.013,0.000,0.013,0.000,0.007,0.168,0.509,0.242,0.081,0.000,0.000,0.000,0.000,0.336,0.356,0.154,0.060,0.054,0.040
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),316,3017,2953,21.2,20.0,19,19,3.360,0.013,0.124,0.260,0.229,0.092,0.046,0.039,0.020,0.033,0.026,0.039,0.000,0.020,0.013,0.013,0.033,0.000,0.007,0.203,0.364,0.216,0.039,0.007,0.020,0.072,0.000,0.000,0.026,0.000,0.046,0.092,0.614,0.150,0.111,0.026,0.007,0.000,0.000,0.268,0.289,0.150,0.150,0.078,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),302,2155,2255,9.4,10.1,15,15,3.316,0.029,0.207,0.244,0.193,0.121,0.064,0.064,0.000,0.014,0.029,0.014,0.007,0.000,0.000,0.014,0.000,0.000,0.014,0.186,0.593,0.079,0.071,0.007,0.036,0.007,0.007,0.000,0.000,0.000,0.000,0.157,0.650,0.157,0.036,0.000,0.000,0.000,0.000,0.171,0.443,0.150,0.100,0.050,0.086
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),311,2478,2552,13.9,14.0,16,16,3.469,0.007,0.207,0.264,0.180,0.107,0.067,0.040,0.040,0.027,0.013,0.007,0.000,0.007,0.007,0.000,0.027,0.000,0.000,0.273,0.392,0.207,0.047,0.027,0.013,0.007,0.000,0.007,0.000,0.000,0.027,0.153,0.606,0.207,0.020,0.007,0.007,0.000,0.000,0.220,0.327,0.193,0.113,0.087,0.060
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),262,2367,2575,12.0,12.6,16,16,3.562,0.008,0.169,0.243,0.169,0.137,0.097,0.081,0.016,0.000,0.008,0.016,0.032,0.016,0.000,0.000,0.008,0.000,0.000,0.194,0.451,0.234,0.065,0.024,0.000,0.008,0.016,0.000,0.000,0.000,0.008,0.121,0.686,0.161,0.024,0.000,0.008,0.000,0.000,0.145,0.411,0.129,0.137,0.089,0.089
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),214,2196,2343,9.2,10.5,16,16,4.184,0.010,0.157,0.225,0.196,0.147,0.127,0.069,0.029,0.020,0.010,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0.206,0.401,0.314,0.020,0.010,0.029,0.010,0.000,0.000,0.000,0.000,0.000,0.176,0.579,0.206,0.039,0.000,0.000,0.000,0.000,0.176,0.374,0.225,0.127,0.029,0.069
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),183,2399,2563,14.3,15.2,17,18,4.465,0.000,0.176,0.293,0.165,0.118,0.082,0.071,0.000,0.024,0.024,0.000,0.012,0.000,0.000,0.000,0.035,0.000,0.000,0.235,0.423,0.200,0.059,0.012,0.012,0.024,0.000,0.000,0.000,0.000,0.035,0.118,0.646,0.176,0.024,0.024,0.000,0.012,0.000,0.259,0.400,0.165,0.082,0.035,0.059
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),168,2338,2595,11.0,12.5,16,16,3.520,0.000,0.128,0.243,0.174,0.151,0.116,0.093,0.012,0.012,0.012,0.035,0.000,0.000,0.012,0.000,0.012,0.000,0.000,0.105,0.499,0.221,0.116,0.047,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.093,0.662,0.198,0.047,0.000,0.000,0.000,0.000,0.140,0.522,0.128,0.070,0.035,0.105
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),100,2058,2167,9.2,9.8,16,16,3.731,0.000,0.170,0.301,0.189,0.113,0.151,0.038,0.019,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.585,0.245,0.057,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.680,0.226,0.000,0.000,0.000,0.000,0.000,0.151,0.585,0.113,0.038,0.019,0.094
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),12,1732,2765,8.7,14.6,22,21,8.957,0.000,0.200,0.200,0.000,0.200,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.200,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.000,0.000,0.400
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),14,1471,1471,9.4,9.4,22,22,2.621,0.000,0.250,0.625,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.500,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.375,0.125,0.000,0.000,0.000,0.000,0.250,0.500,0.000,0.250,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),00: All Day (12am-12am),3870,2409,2463,13.3,13.4,17,17,3.081,0.015,0.131,0.265,0.228,0.146,0.067,0.043,0.030,0.015,0.016,0.010,0.008,0.006,0.004,0.003,0.013,0.000,0.003,0.146,0.489,0.222,0.065,0.019,0.010,0.020,0.007,0.005,0.002,0.003,0.009,0.117,0.582,0.236,0.053,0.007,0.004,0.001,0.000,0.259,0.419,0.138,0.092,0.037,0.055
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),02: 1am (1am-2am),4,1275,1275,10.0,10.0,28,28,1.653,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),04: 3am (3am-4am),77,1885,1885,10.6,10.6,19,19,2.403,0.026,0.237,0.290,0.184,0.184,0.053,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.527,0.237,0.026,0.000,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.079,0.527,0.342,0.026,0.026,0.000,0.000,0.000,0.263,0.658,0.026,0.053,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),05: 4am (4am-5am),203,2030,2030,13.9,13.9,22,22,2.190,0.022,0.169,0.371,0.180,0.124,0.056,0.000,0.045,0.011,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.483,0.270,0.067,0.034,0.000,0.056,0.000,0.000,0.011,0.000,0.000,0.045,0.393,0.427,0.079,0.045,0.011,0.000,0.000,0.360,0.573,0.056,0.011,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),06: 5am (5am-6am),96,2305,2255,14.0,13.6,20,20,2.435,0.000,0.150,0.300,0.225,0.150,0.075,0.025,0.000,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.075,0.550,0.200,0.075,0.025,0.000,0.075,0.000,0.000,0.000,0.000,0.000,0.050,0.425,0.425,0.100,0.000,0.000,0.000,0.000,0.350,0.475,0.075,0.075,0.025,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),07: 6am (6am-7am),104,2223,2200,12.2,12.1,19,19,2.782,0.037,0.111,0.277,0.278,0.148,0.074,0.000,0.019,0.000,0.000,0.037,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.574,0.259,0.037,0.000,0.000,0.037,0.019,0.000,0.000,0.000,0.000,0.074,0.556,0.259,0.111,0.000,0.000,0.000,0.000,0.185,0.499,0.204,0.074,0.019,0.019
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),08: 7am (7am-8am),159,2441,2430,15.3,15.2,19,19,2.485,0.013,0.152,0.291,0.215,0.139,0.000,0.063,0.051,0.038,0.000,0.013,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.076,0.557,0.228,0.051,0.025,0.025,0.013,0.000,0.000,0.000,0.000,0.025,0.076,0.582,0.266,0.051,0.000,0.025,0.000,0.000,0.342,0.454,0.127,0.051,0.013,0.013
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),09: 8am (8am-9am),224,2839,2859,18.2,18.0,20,19,2.347,0.009,0.092,0.248,0.156,0.211,0.092,0.073,0.009,0.046,0.018,0.009,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.073,0.413,0.275,0.165,0.028,0.000,0.009,0.000,0.000,0.000,0.009,0.028,0.064,0.532,0.303,0.083,0.009,0.009,0.000,0.000,0.467,0.358,0.101,0.037,0.028,0.009
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),10: 9am (9am-10am),322,2395,2469,11.6,12.2,16,17,3.287,0.007,0.065,0.248,0.280,0.196,0.052,0.059,0.039,0.007,0.020,0.013,0.007,0.000,0.000,0.000,0.007,0.000,0.000,0.065,0.595,0.229,0.039,0.026,0.000,0.039,0.000,0.000,0.000,0.000,0.007,0.163,0.583,0.176,0.078,0.000,0.000,0.000,0.000,0.366,0.457,0.105,0.039,0.007,0.026
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),11: 10am (10am-11am),337,2638,2635,14.7,14.6,17,17,2.892,0.019,0.119,0.225,0.256,0.106,0.100,0.063,0.031,0.000,0.025,0.019,0.006,0.000,0.000,0.000,0.031,0.000,0.006,0.138,0.480,0.244,0.044,0.025,0.013,0.013,0.006,0.000,0.000,0.000,0.031,0.131,0.612,0.194,0.044,0.019,0.000,0.000,0.000,0.250,0.481,0.100,0.081,0.038,0.050
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),12: 11am (11am-12noon),317,2802,2785,17.5,17.1,18,18,3.393,0.013,0.139,0.272,0.166,0.126,0.079,0.046,0.007,0.020,0.033,0.026,0.013,0.013,0.007,0.020,0.020,0.000,0.007,0.212,0.397,0.159,0.086,0.033,0.020,0.013,0.013,0.020,0.007,0.026,0.007,0.113,0.542,0.245,0.093,0.007,0.000,0.000,0.000,0.271,0.212,0.265,0.113,0.046,0.093
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),332,2873,2965,17.1,17.1,18,18,3.280,0.007,0.092,0.222,0.239,0.137,0.105,0.020,0.013,0.020,0.026,0.020,0.020,0.026,0.026,0.007,0.020,0.000,0.000,0.131,0.456,0.190,0.072,0.039,0.007,0.026,0.033,0.039,0.000,0.000,0.007,0.098,0.608,0.203,0.078,0.013,0.000,0.000,0.000,0.301,0.320,0.144,0.078,0.072,0.085
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),312,2210,2252,9.6,9.9,15,15,3.275,0.013,0.145,0.323,0.217,0.125,0.039,0.020,0.033,0.033,0.026,0.000,0.013,0.013,0.000,0.000,0.000,0.000,0.007,0.204,0.539,0.158,0.039,0.013,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.151,0.705,0.118,0.026,0.000,0.000,0.000,0.000,0.197,0.434,0.086,0.158,0.046,0.079
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),354,2194,2304,9.7,10.6,16,16,3.366,0.018,0.160,0.296,0.184,0.092,0.086,0.061,0.055,0.018,0.012,0.000,0.006,0.000,0.000,0.006,0.006,0.000,0.000,0.215,0.516,0.135,0.092,0.012,0.018,0.006,0.000,0.000,0.000,0.006,0.000,0.160,0.588,0.221,0.031,0.000,0.000,0.000,0.000,0.166,0.361,0.166,0.178,0.055,0.074
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),274,2345,2533,12.4,12.8,16,16,3.922,0.032,0.129,0.267,0.169,0.202,0.065,0.040,0.024,0.000,0.008,0.000,0.016,0.016,0.008,0.008,0.016,0.000,0.008,0.250,0.404,0.258,0.016,0.008,0.008,0.008,0.016,0.008,0.008,0.000,0.008,0.169,0.589,0.202,0.032,0.008,0.000,0.000,0.000,0.161,0.363,0.177,0.129,0.073,0.097
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),257,2058,2174,8.8,9.8,15,15,3.448,0.008,0.180,0.221,0.289,0.156,0.041,0.049,0.016,0.008,0.008,0.016,0.000,0.000,0.008,0.000,0.000,0.000,0.008,0.230,0.467,0.205,0.066,0.000,0.000,0.016,0.008,0.000,0.000,0.000,0.000,0.139,0.665,0.180,0.016,0.000,0.000,0.000,0.000,0.139,0.459,0.172,0.107,0.033,0.090
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),163,2443,2473,15.7,15.1,19,18,3.050,0.027,0.108,0.203,0.322,0.149,0.068,0.014,0.068,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.027,0.000,0.014,0.135,0.418,0.338,0.041,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.027,0.122,0.540,0.270,0.041,0.000,0.027,0.000,0.000,0.230,0.364,0.189,0.135,0.068,0.014
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),144,2335,2421,13.7,14.2,18,18,3.111,0.000,0.137,0.247,0.313,0.151,0.014,0.055,0.027,0.014,0.000,0.000,0.014,0.000,0.014,0.000,0.014,0.000,0.000,0.082,0.521,0.274,0.082,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.014,0.068,0.630,0.274,0.014,0.000,0.000,0.014,0.000,0.219,0.493,0.110,0.096,0.000,0.082
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),164,2190,2211,10.2,10.2,17,17,2.695,0.013,0.118,0.250,0.250,0.171,0.079,0.066,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.540,0.263,0.092,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.105,0.606,0.263,0.013,0.000,0.013,0.000,0.000,0.197,0.580,0.132,0.013,0.039,0.039
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),6,1322,1847,8.8,10.6,24,22,3.120,0.000,0.334,0.000,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.333,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),14,2870,2988,14.6,15.5,20,20,3.782,0.000,0.167,0.000,0.332,0.000,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.666,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.167,0.333,0.333,0.000,0.000,0.167
