Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),12,3916,3916,16.0,16.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),19,2185,2185,8.4,8.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),4,1687,1687,5.4,5.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),00: All Day (12am-12am),319,4133,3887,31.0,27.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),05: 4am (4am-5am),6,1467,1467,6.0,6.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),06: 5am (5am-6am),10,16524,16524,247.9,247.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),07: 6am (6am-7am),6,2189,2189,9.2,9.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),08: 7am (7am-8am),17,1879,1879,4.1,4.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),09: 8am (8am-9am),6,2453,2453,2.9,2.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),10: 9am (9am-10am),4,1342,1342,9.2,9.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),11: 10am (10am-11am),37,2110,2193,7.0,6.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),12: 11am (11am-12noon),29,2674,2674,10.2,10.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),13,2522,1972,5.8,5.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),29,3165,2616,7.5,6.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),31,3584,3584,16.7,16.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),4,6705,6705,25.1,25.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),38,2997,3104,11.0,13.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),25,9850,9850,98.6,98.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),35,5567,5430,46.8,44.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),12,2128,2128,6.6,6.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),4,1984,1984,4.2,4.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),22: 9pm (9pm-10pm),6,984,984,5.5,5.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,7: Sunday (Su-Su),23: 10pm (10pm-11pm),6,2761,2761,19.7,19.7
