Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),30,2697,2942,16.9,17.5,21,21,3.845,0.000,0.200,0.175,0.075,0.100,0.100,0.075,0.125,0.050,0.025,0.025,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.100,0.375,0.175,0.200,0.075,0.000,0.025,0.050,0.000,0.000,0.000,0.000,0.050,0.500,0.300,0.150,0.000,0.000,0.000,0.000,0.600,0.150,0.100,0.050,0.000,0.100
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),27,3116,3291,18.7,19.4,21,21,5.114,0.028,0.111,0.194,0.083,0.139,0.111,0.028,0.083,0.028,0.083,0.056,0.000,0.000,0.028,0.000,0.028,0.000,0.000,0.083,0.222,0.334,0.194,0.111,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.056,0.361,0.500,0.083,0.000,0.000,0.000,0.000,0.583,0.139,0.139,0.000,0.056,0.083
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),20,3633,3904,20.6,21.6,21,20,5.675,0.000,0.120,0.160,0.120,0.120,0.040,0.120,0.000,0.080,0.080,0.000,0.040,0.000,0.000,0.000,0.120,0.000,0.000,0.040,0.200,0.400,0.080,0.120,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.560,0.360,0.080,0.000,0.000,0.000,0.000,0.280,0.240,0.120,0.080,0.080,0.200
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),3,3144,3057,17.0,16.3,19,19,7.874,0.000,0.000,0.200,0.000,0.200,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.600,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.200,0.600,0.000,0.000,0.000,0.200
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),2,9628,9628,99.8,99.8,36,36,1.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.000,0.000,0.250,0.000,0.000,0.500,0.250,0.000,0.250,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,6: Saturday (Sa-Sa),24: 11pm (11pm-12am),3,4027,4294,18.9,20.9,16,17,9.057,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.500,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.250
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),00: All Day (12am-12am),1203,3158,3310,22.7,23.0,22,21,3.081,0.031,0.170,0.171,0.129,0.088,0.099,0.076,0.050,0.034,0.039,0.020,0.012,0.013,0.012,0.003,0.053,0.001,0.008,0.141,0.288,0.268,0.125,0.050,0.024,0.023,0.020,0.005,0.005,0.006,0.036,0.073,0.415,0.345,0.132,0.024,0.010,0.001,0.000,0.593,0.196,0.084,0.042,0.020,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),02: 1am (1am-2am),1,N/A,3875,N/A,17.7,N/A,16,5.054,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),04: 3am (3am-4am),1,3071,3071,37.4,37.4,44,44,3.186,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),05: 4am (4am-5am),1,1569,2416,5.5,10.5,13,15,15.939,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),06: 5am (5am-6am),3,18450,18450,272.3,272.3,45,45,1.817,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),07: 6am (6am-7am),6,2528,2675,12.6,14.5,18,20,6.718,0.000,0.000,0.223,0.222,0.111,0.222,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.667,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.444,0.000,0.000,0.000,0.000,0.000,0.445,0.111,0.111,0.000,0.111,0.222
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),08: 7am (7am-8am),22,2064,2329,10.9,12.1,20,20,3.104,0.000,0.167,0.167,0.333,0.067,0.167,0.033,0.000,0.000,0.033,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.534,0.233,0.100,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.433,0.200,0.200,0.000,0.000,0.000,0.000,0.766,0.100,0.067,0.000,0.000,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),09: 8am (8am-9am),30,3954,3954,34.3,34.3,23,23,2.139,0.025,0.050,0.175,0.200,0.175,0.050,0.075,0.025,0.125,0.000,0.000,0.025,0.000,0.025,0.000,0.050,0.000,0.025,0.075,0.275,0.225,0.125,0.100,0.050,0.050,0.025,0.000,0.000,0.000,0.050,0.075,0.300,0.425,0.125,0.050,0.025,0.000,0.000,0.600,0.225,0.100,0.050,0.025,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),10: 9am (9am-10am),55,2244,2256,11.8,12.1,19,20,2.021,0.063,0.203,0.293,0.188,0.016,0.047,0.063,0.016,0.016,0.047,0.016,0.016,0.016,0.000,0.000,0.000,0.000,0.016,0.172,0.405,0.281,0.063,0.016,0.016,0.031,0.000,0.000,0.000,0.000,0.000,0.078,0.469,0.359,0.078,0.016,0.000,0.000,0.000,0.672,0.172,0.109,0.031,0.000,0.016
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),11: 10am (10am-11am),75,2714,3138,19.2,21.0,22,21,4.186,0.045,0.237,0.112,0.079,0.112,0.135,0.056,0.067,0.011,0.034,0.011,0.000,0.022,0.034,0.000,0.045,0.000,0.022,0.146,0.281,0.293,0.124,0.045,0.000,0.022,0.011,0.000,0.011,0.011,0.034,0.045,0.461,0.360,0.101,0.022,0.011,0.000,0.000,0.574,0.090,0.146,0.056,0.022,0.112
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),12: 11am (11am-12noon),117,3748,3858,29.8,29.5,22,22,2.230,0.031,0.146,0.197,0.167,0.031,0.104,0.031,0.042,0.042,0.042,0.021,0.000,0.021,0.031,0.000,0.094,0.010,0.010,0.125,0.324,0.177,0.167,0.021,0.000,0.042,0.031,0.000,0.000,0.010,0.083,0.073,0.427,0.313,0.135,0.031,0.021,0.000,0.000,0.697,0.146,0.042,0.042,0.021,0.052
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),13: 12pm (12noon-1pm),136,2609,2801,19.1,19.5,22,22,2.382,0.063,0.217,0.195,0.086,0.078,0.102,0.047,0.063,0.031,0.008,0.039,0.008,0.016,0.000,0.000,0.047,0.000,0.008,0.148,0.383,0.211,0.109,0.039,0.023,0.008,0.016,0.008,0.016,0.000,0.031,0.070,0.430,0.305,0.141,0.031,0.023,0.000,0.000,0.648,0.180,0.063,0.023,0.023,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),14: 1pm (1pm-2pm),112,3130,3198,21.9,21.7,22,22,2.751,0.038,0.179,0.132,0.142,0.123,0.066,0.085,0.028,0.057,0.047,0.019,0.028,0.019,0.009,0.000,0.028,0.000,0.009,0.123,0.226,0.341,0.142,0.047,0.047,0.028,0.009,0.000,0.000,0.009,0.019,0.047,0.426,0.349,0.160,0.009,0.000,0.009,0.000,0.537,0.255,0.085,0.047,0.019,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),15: 2pm (2pm-3pm),129,3029,3150,19.9,20.2,20,20,2.685,0.022,0.190,0.161,0.153,0.102,0.109,0.022,0.088,0.036,0.015,0.022,0.007,0.015,0.007,0.000,0.051,0.000,0.015,0.182,0.292,0.300,0.051,0.051,0.029,0.015,0.029,0.007,0.000,0.000,0.029,0.117,0.416,0.321,0.102,0.044,0.000,0.000,0.000,0.555,0.241,0.095,0.051,0.022,0.036
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),16: 3pm (3pm-4pm),210,3394,3479,25.2,25.1,22,21,3.360,0.020,0.180,0.221,0.120,0.073,0.060,0.067,0.053,0.033,0.060,0.007,0.013,0.013,0.000,0.007,0.073,0.000,0.000,0.160,0.280,0.267,0.120,0.047,0.033,0.020,0.000,0.000,0.013,0.013,0.047,0.053,0.387,0.427,0.113,0.007,0.013,0.000,0.000,0.561,0.227,0.093,0.053,0.033,0.033
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),17: 4pm (4pm-5pm),150,3087,3409,20.6,22.7,21,21,2.491,0.025,0.171,0.161,0.127,0.085,0.085,0.085,0.042,0.034,0.051,0.025,0.034,0.008,0.008,0.000,0.059,0.000,0.000,0.186,0.246,0.272,0.119,0.025,0.017,0.034,0.034,0.025,0.000,0.017,0.025,0.102,0.390,0.305,0.178,0.025,0.000,0.000,0.000,0.585,0.254,0.068,0.051,0.017,0.025
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),18: 5pm (5pm-6pm),76,3439,3541,23.1,23.3,22,21,3.991,0.010,0.170,0.114,0.076,0.114,0.114,0.171,0.029,0.010,0.048,0.010,0.000,0.019,0.029,0.019,0.067,0.000,0.000,0.143,0.257,0.219,0.171,0.038,0.048,0.019,0.057,0.000,0.010,0.000,0.038,0.076,0.419,0.324,0.152,0.029,0.000,0.000,0.000,0.599,0.162,0.105,0.038,0.010,0.086
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),19: 6pm (6pm-7pm),39,2516,2793,16.5,18.4,21,22,2.702,0.037,0.111,0.221,0.130,0.074,0.148,0.130,0.019,0.037,0.037,0.037,0.000,0.000,0.000,0.000,0.019,0.000,0.019,0.130,0.222,0.312,0.130,0.111,0.019,0.019,0.000,0.019,0.000,0.000,0.019,0.093,0.315,0.425,0.148,0.019,0.000,0.000,0.000,0.703,0.111,0.037,0.037,0.019,0.093
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),20: 7pm (7pm-8pm),23,4110,4053,26.1,23.7,23,21,6.474,0.030,0.000,0.091,0.121,0.152,0.121,0.121,0.061,0.061,0.121,0.030,0.000,0.000,0.030,0.000,0.061,0.000,0.000,0.000,0.212,0.273,0.304,0.121,0.030,0.000,0.030,0.000,0.000,0.000,0.030,0.000,0.515,0.424,0.061,0.000,0.000,0.000,0.000,0.334,0.303,0.000,0.030,0.000,0.333
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),21: 8pm (8pm-9pm),16,4184,4167,29.1,27.6,25,24,3.853,0.000,0.136,0.045,0.000,0.091,0.184,0.182,0.182,0.045,0.000,0.045,0.045,0.000,0.000,0.000,0.045,0.000,0.000,0.045,0.045,0.320,0.273,0.227,0.000,0.000,0.045,0.000,0.000,0.000,0.045,0.000,0.364,0.364,0.227,0.045,0.000,0.000,0.000,0.410,0.273,0.136,0.045,0.000,0.136
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),22: 9pm (9pm-10pm),1,N/A,4207,N/A,20.0,N/A,17,40.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Acadia Area,yes,0,yes,7: Sunday (Su-Su),24: 11pm (11pm-12am),1,5492,5492,58.1,58.1,38,38,1.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),00: All Day (12am-12am),3448,2663,2730,15.6,15.8,18,18,3.122,0.020,0.136,0.234,0.196,0.136,0.082,0.053,0.035,0.024,0.019,0.013,0.009,0.009,0.005,0.004,0.025,0.016,0.037,0.095,0.451,0.221,0.082,0.024,0.015,0.020,0.011,0.005,0.003,0.002,0.018,0.155,0.503,0.251,0.070,0.016,0.005,0.000,0.000,0.235,0.447,0.140,0.094,0.036,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),01: 12am (12am-1am),2,2719,2752,21.7,21.6,20,21,2.606,0.000,0.154,0.154,0.461,0.077,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.077,0.538,0.154,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.077,0.615,0.154,0.077,0.077,0.000,0.000,0.000,0.385,0.461,0.077,0.000,0.000,0.077
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),02: 1am (1am-2am),1,4346,4267,47.3,42.4,31,29,2.522,0.000,0.000,0.165,0.167,0.167,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.332,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.333,0.333,0.167,0.167,0.000,0.000,0.000,0.333,0.500,0.000,0.000,0.167,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),03: 2am (2am-3am),1,3708,3420,21.7,20.1,25,25,2.189,0.000,0.000,0.285,0.286,0.143,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.143,0.571,0.143,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.571,0.143,0.143,0.000,0.000,0.000,0.571,0.286,0.000,0.143,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),04: 3am (3am-4am),8,2968,2968,25.4,25.4,22,22,2.237,0.000,0.200,0.267,0.200,0.089,0.067,0.022,0.000,0.000,0.022,0.022,0.000,0.022,0.067,0.000,0.022,0.022,0.000,0.022,0.581,0.133,0.044,0.022,0.022,0.044,0.022,0.044,0.000,0.000,0.044,0.022,0.490,0.311,0.133,0.022,0.022,0.000,0.000,0.378,0.533,0.067,0.000,0.022,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),05: 4am (4am-5am),96,2247,2257,15.2,15.3,21,21,2.510,0.012,0.146,0.338,0.233,0.134,0.048,0.019,0.013,0.015,0.009,0.007,0.004,0.003,0.000,0.004,0.015,0.003,0.013,0.039,0.510,0.285,0.061,0.028,0.015,0.012,0.012,0.003,0.003,0.000,0.016,0.043,0.481,0.309,0.132,0.028,0.006,0.001,0.000,0.355,0.537,0.064,0.019,0.012,0.013
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),06: 5am (5am-6am),184,2376,2414,15.3,15.4,19,19,2.534,0.007,0.125,0.318,0.228,0.134,0.061,0.041,0.020,0.019,0.015,0.007,0.001,0.006,0.003,0.002,0.013,0.006,0.018,0.035,0.574,0.223,0.048,0.028,0.020,0.015,0.011,0.003,0.002,0.005,0.012,0.098,0.507,0.274,0.092,0.021,0.006,0.002,0.000,0.294,0.559,0.089,0.031,0.008,0.019
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),07: 6am (6am-7am),168,2540,2606,14.5,14.7,17,17,2.736,0.006,0.099,0.249,0.236,0.172,0.073,0.059,0.041,0.018,0.011,0.005,0.006,0.002,0.002,0.002,0.019,0.013,0.024,0.054,0.566,0.196,0.064,0.027,0.014,0.019,0.002,0.002,0.000,0.000,0.019,0.191,0.525,0.190,0.064,0.019,0.011,0.000,0.000,0.230,0.546,0.137,0.046,0.014,0.027
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),08: 7am (7am-8am),67,2456,2535,13.5,13.9,17,17,2.994,0.028,0.125,0.272,0.227,0.111,0.069,0.042,0.037,0.023,0.014,0.019,0.014,0.005,0.005,0.000,0.009,0.014,0.060,0.065,0.555,0.176,0.056,0.019,0.009,0.023,0.009,0.005,0.000,0.000,0.009,0.190,0.486,0.245,0.060,0.014,0.005,0.000,0.000,0.171,0.510,0.171,0.102,0.014,0.032
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),09: 8am (8am-9am),74,2685,2799,15.7,15.7,17,17,3.014,0.005,0.176,0.191,0.196,0.181,0.054,0.054,0.039,0.010,0.015,0.029,0.015,0.010,0.005,0.000,0.020,0.015,0.029,0.078,0.524,0.191,0.074,0.020,0.010,0.034,0.010,0.000,0.000,0.000,0.015,0.162,0.509,0.265,0.049,0.015,0.000,0.000,0.000,0.201,0.543,0.108,0.069,0.020,0.059
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),10: 9am (9am-10am),100,2693,2788,14.2,14.6,16,16,3.275,0.018,0.132,0.219,0.205,0.153,0.068,0.036,0.039,0.025,0.030,0.011,0.011,0.016,0.007,0.007,0.023,0.021,0.046,0.077,0.492,0.210,0.062,0.018,0.007,0.023,0.018,0.000,0.005,0.005,0.016,0.214,0.505,0.210,0.046,0.025,0.000,0.000,0.000,0.223,0.472,0.155,0.093,0.018,0.039
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),11: 10am (10am-11am),252,3091,3147,19.2,19.1,18,18,3.194,0.020,0.103,0.199,0.190,0.139,0.089,0.056,0.048,0.025,0.017,0.027,0.016,0.009,0.011,0.009,0.042,0.016,0.044,0.070,0.404,0.224,0.105,0.029,0.020,0.024,0.017,0.008,0.005,0.005,0.029,0.143,0.501,0.253,0.076,0.024,0.003,0.000,0.000,0.301,0.365,0.121,0.098,0.042,0.073
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),12: 11am (11am-12noon),403,2893,2962,16.6,16.7,17,17,3.217,0.025,0.137,0.194,0.176,0.124,0.101,0.068,0.035,0.031,0.022,0.020,0.010,0.015,0.006,0.003,0.033,0.031,0.059,0.103,0.402,0.216,0.079,0.015,0.021,0.026,0.011,0.005,0.004,0.003,0.025,0.198,0.512,0.208,0.063,0.013,0.006,0.000,0.000,0.260,0.352,0.161,0.132,0.039,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),13: 12pm (12noon-1pm),464,2607,2674,14.7,14.9,17,17,3.335,0.024,0.150,0.236,0.181,0.131,0.091,0.053,0.031,0.021,0.020,0.012,0.007,0.009,0.008,0.002,0.024,0.030,0.041,0.140,0.422,0.191,0.085,0.020,0.011,0.022,0.012,0.002,0.007,0.002,0.015,0.184,0.507,0.234,0.062,0.010,0.003,0.000,0.000,0.223,0.391,0.140,0.140,0.044,0.062
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),14: 1pm (1pm-2pm),279,2822,2880,16.2,16.4,17,17,3.186,0.023,0.136,0.205,0.184,0.137,0.080,0.066,0.037,0.033,0.020,0.014,0.012,0.010,0.003,0.009,0.031,0.020,0.041,0.125,0.404,0.212,0.088,0.028,0.011,0.022,0.012,0.010,0.003,0.002,0.022,0.173,0.506,0.239,0.063,0.015,0.004,0.000,0.000,0.221,0.384,0.168,0.123,0.053,0.051
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),15: 2pm (2pm-3pm),359,2760,2810,15.3,15.5,17,17,3.286,0.023,0.148,0.207,0.188,0.126,0.090,0.055,0.042,0.026,0.021,0.016,0.011,0.008,0.005,0.003,0.031,0.013,0.034,0.131,0.412,0.236,0.075,0.026,0.017,0.014,0.008,0.005,0.004,0.003,0.022,0.158,0.516,0.252,0.058,0.010,0.006,0.000,0.000,0.201,0.396,0.168,0.144,0.045,0.046
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),16: 3pm (3pm-4pm),340,2727,2808,15.7,15.9,18,18,3.442,0.027,0.160,0.203,0.169,0.137,0.087,0.059,0.033,0.020,0.025,0.011,0.014,0.015,0.006,0.005,0.029,0.013,0.034,0.138,0.398,0.225,0.092,0.027,0.019,0.016,0.011,0.002,0.004,0.003,0.018,0.145,0.523,0.255,0.064,0.011,0.002,0.000,0.000,0.179,0.421,0.152,0.125,0.065,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),17: 4pm (4pm-5pm),183,2712,2768,17.0,17.0,19,19,3.213,0.026,0.133,0.231,0.194,0.123,0.096,0.045,0.035,0.019,0.022,0.013,0.009,0.015,0.009,0.004,0.026,0.014,0.027,0.113,0.410,0.243,0.086,0.022,0.017,0.017,0.013,0.009,0.003,0.003,0.023,0.138,0.494,0.270,0.071,0.017,0.010,0.000,0.000,0.221,0.407,0.174,0.107,0.045,0.046
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),18: 5pm (5pm-6pm),146,2720,2803,16.3,16.7,18,18,3.151,0.037,0.148,0.207,0.179,0.140,0.078,0.066,0.036,0.023,0.016,0.007,0.006,0.005,0.005,0.004,0.043,0.019,0.056,0.105,0.420,0.204,0.098,0.017,0.011,0.019,0.013,0.006,0.001,0.000,0.031,0.168,0.492,0.240,0.072,0.018,0.010,0.000,0.000,0.223,0.423,0.154,0.098,0.049,0.053
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Blue Hill Overlook,yes,0,yes,0: All Days (M-Su),19: 6pm (6pm-7pm),104,2498,2597,13.3,13.7,17,17,3.074,0.025,0.121,0.228,0.226,0.130,0.089,0.050,0.032,0.023,0.020,0.020,0.013,0.007,0.001,0.006,0.009,0.018,0.047,0.080,0.469,0.216,0.083,0.026,0.013,0.028,0.010,0.004,0.001,0.001,0.004,0.188,0.476,0.258,0.063,0.013,0.001,0.001,0.000,0.226,0.523,0.115,0.061,0.020,0.055
