Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),07: 6am (6am-7am),11,2153,2443,10.2,10.9,16,16,2.600,0.000,0.000,0.333,0.418,0.083,0.000,0.000,0.083,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.417,0.333,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.667,0.250,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.167,0.000,0.000,0.083
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),08: 7am (7am-8am),9,2561,2648,11.7,11.9,12,13,2.741,0.000,0.000,0.363,0.182,0.273,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.091,0.273,0.454,0.091,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.182,0.727,0.000,0.091,0.000,0.000,0.000,0.000,0.182,0.454,0.182,0.182,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),09: 8am (8am-9am),5,2231,2231,4.6,4.6,8,8,2.374,0.000,0.000,0.333,0.167,0.333,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.500,0.167,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),10: 9am (9am-10am),4,3099,3023,12.1,11.0,16,15,3.429,0.000,0.000,0.200,0.000,0.400,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.200,0.400,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.200,0.200,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),11: 10am (10am-11am),22,2423,2716,9.1,9.8,14,13,3.652,0.045,0.045,0.182,0.229,0.227,0.091,0.045,0.091,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.045,0.182,0.501,0.182,0.045,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.500,0.136,0.000,0.000,0.000,0.000,0.000,0.273,0.182,0.227,0.000,0.227,0.091
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),12: 11am (11am-12noon),24,3477,3328,18.0,16.7,13,13,2.822,0.000,0.040,0.120,0.200,0.280,0.120,0.160,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.040,0.120,0.560,0.200,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.440,0.440,0.080,0.000,0.040,0.000,0.000,0.000,0.280,0.320,0.200,0.120,0.080,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),13: 12pm (12noon-1pm),16,4089,3418,20.9,16.4,13,12,3.132,0.000,0.111,0.221,0.222,0.111,0.111,0.056,0.056,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.056,0.278,0.332,0.222,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.389,0.500,0.111,0.000,0.000,0.000,0.000,0.000,0.333,0.222,0.167,0.111,0.111,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),14: 1pm (1pm-2pm),25,2929,2800,11.5,10.7,12,12,3.090,0.000,0.034,0.207,0.242,0.207,0.069,0.138,0.069,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.034,0.172,0.519,0.172,0.069,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.518,0.379,0.069,0.034,0.000,0.000,0.000,0.000,0.310,0.276,0.207,0.069,0.138,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),15: 2pm (2pm-3pm),16,6551,6411,67.4,63.8,21,23,2.837,0.000,0.111,0.056,0.111,0.111,0.111,0.111,0.000,0.056,0.056,0.111,0.000,0.000,0.000,0.000,0.166,0.000,0.000,0.056,0.442,0.056,0.056,0.056,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.111,0.388,0.222,0.167,0.056,0.056,0.000,0.000,0.333,0.389,0.111,0.056,0.000,0.111
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),16: 3pm (3pm-4pm),25,3560,3440,26.5,25.1,15,15,2.799,0.000,0.172,0.313,0.138,0.103,0.034,0.069,0.034,0.000,0.034,0.000,0.034,0.000,0.000,0.000,0.069,0.000,0.069,0.276,0.415,0.034,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.034,0.310,0.519,0.103,0.034,0.000,0.034,0.000,0.000,0.450,0.241,0.138,0.103,0.034,0.034
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),17: 4pm (4pm-5pm),18,3023,3057,11.6,12.3,13,14,2.215,0.000,0.048,0.190,0.095,0.143,0.190,0.143,0.048,0.095,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.143,0.285,0.238,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0.619,0.143,0.000,0.000,0.000,0.000,0.000,0.618,0.238,0.048,0.048,0.000,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),18: 5pm (5pm-6pm),24,3622,3521,24.0,23.5,17,19,2.327,0.000,0.167,0.042,0.291,0.125,0.083,0.083,0.042,0.042,0.000,0.000,0.000,0.042,0.000,0.000,0.083,0.000,0.042,0.083,0.334,0.333,0.083,0.000,0.000,0.000,0.000,0.083,0.000,0.000,0.042,0.250,0.457,0.167,0.042,0.042,0.000,0.000,0.042,0.541,0.292,0.083,0.042,0.000,0.042
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),19: 6pm (6pm-7pm),15,3570,3652,19.8,20.6,15,15,2.120,0.000,0.063,0.308,0.063,0.188,0.063,0.063,0.063,0.063,0.000,0.063,0.000,0.000,0.000,0.000,0.063,0.000,0.063,0.188,0.250,0.373,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.188,0.561,0.188,0.063,0.000,0.000,0.000,0.000,0.561,0.313,0.063,0.063,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),20: 7pm (7pm-8pm),22,2499,2545,13.1,13.2,16,16,2.455,0.000,0.045,0.412,0.045,0.273,0.045,0.045,0.045,0.045,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.318,0.182,0.091,0.045,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.454,0.182,0.091,0.000,0.000,0.000,0.000,0.547,0.318,0.045,0.045,0.000,0.045
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),21: 8pm (8pm-9pm),21,2546,2651,12.3,13.0,15,15,1.943,0.000,0.080,0.200,0.280,0.200,0.080,0.040,0.000,0.040,0.040,0.000,0.040,0.000,0.000,0.000,0.000,0.040,0.000,0.240,0.360,0.160,0.120,0.000,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.320,0.480,0.160,0.040,0.000,0.000,0.000,0.000,0.760,0.120,0.080,0.000,0.000,0.040
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),22: 9pm (9pm-10pm),3,7597,7597,99.3,99.3,32,32,1.986,0.000,0.334,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),23: 10pm (10pm-11pm),2,2224,2224,12.5,12.5,19,19,2.739,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,0: All Days (M-Su),24: 11pm (11pm-12am),1,2031,2031,11.1,11.1,20,20,1.633,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),00: All Day (12am-12am),208,3154,3112,17.4,17.1,17,17,2.369,0.000,0.030,0.334,0.182,0.121,0.091,0.091,0.091,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.121,0.454,0.182,0.152,0.000,0.061,0.000,0.000,0.000,0.000,0.000,0.030,0.091,0.667,0.212,0.030,0.000,0.000,0.000,0.000,0.575,0.152,0.152,0.091,0.030,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),06: 5am (5am-6am),9,1398,1398,4.6,4.6,12,12,1.682,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),07: 6am (6am-7am),18,2710,2710,17.5,17.5,23,23,2.108,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),11: 10am (10am-11am),13,2118,2118,8.5,8.5,16,16,3.497,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),12: 11am (11am-12noon),15,3978,2882,9.2,7.6,8,10,4.831,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),13: 12pm (12noon-1pm),21,7616,7616,55.1,55.1,17,17,2.568,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.333,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),14: 1pm (1pm-2pm),14,3203,3203,15.4,15.4,17,17,1.763,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),15: 2pm (2pm-3pm),5,1408,1408,4.6,4.6,12,12,1.656,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),16: 3pm (3pm-4pm),23,2084,2084,6.5,6.5,12,12,2.703,0.000,0.000,0.500,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.250,0.250,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),17: 4pm (4pm-5pm),12,3942,3942,16.6,16.6,15,15,1.482,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),18: 5pm (5pm-6pm),6,1906,1906,8.6,8.6,16,16,1.480,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),19: 6pm (6pm-7pm),14,2122,2122,11.4,11.4,18,18,1.916,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),20: 7pm (7pm-8pm),11,3408,3408,24.8,24.8,23,23,3.490,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),21: 8pm (8pm-9pm),40,3316,3316,19.5,19.5,20,20,1.874,0.000,0.000,0.165,0.167,0.167,0.167,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.167,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.167,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,1: Monday (M-M),24: 11pm (11pm-12am),6,2031,2031,11.1,11.1,20,20,1.633,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),231,3179,3333,20.3,21.8,14,15,2.794,0.000,0.053,0.289,0.105,0.211,0.105,0.053,0.053,0.079,0.026,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.211,0.473,0.158,0.079,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.026,0.316,0.473,0.132,0.053,0.000,0.026,0.000,0.000,0.448,0.289,0.105,0.079,0.000,0.079
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),17,2902,2902,13.7,13.7,16,16,2.464,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),6,1757,1757,9.1,9.1,19,19,1.557,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),17,2012,2515,6.4,9.0,12,13,3.001,0.000,0.000,0.334,0.000,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),12,1698,1698,4.9,4.9,10,10,2.788,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),6,4274,4274,10.0,10.0,8,8,4.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),26,2901,2901,10.9,10.9,14,14,3.065,0.000,0.000,0.000,0.250,0.250,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),12,2478,2478,8.6,8.6,12,12,2.052,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),29,2469,2469,5.6,5.6,9,9,2.379,0.000,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.200,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),25,2150,3743,6.0,27.5,13,23,4.003,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.500,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.500
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),37,7872,7172,104.9,89.7,25,25,3.932,0.000,0.200,0.400,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.200,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.400,0.400,0.000,0.000,0.200,0.000,0.000,0.800,0.000,0.000,0.000,0.000,0.200
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),24,3137,3137,12.2,12.2,13,13,1.777,0.000,0.000,0.250,0.000,0.250,0.250,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),5,2731,2731,15.7,15.7,21,21,2.421,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),14,1982,1982,7.3,7.3,14,14,1.571,0.000,0.000,0.334,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,4,no,3: Wednesday (W-W),00: All Day (12am-12am),339,2925,2904,13.9,13.1,13,13,2.762,0.000,0.132,0.226,0.132,0.189,0.057,0.132,0.075,0.000,0.019,0.000,0.000,0.000,0.019,0.000,0.019,0.000,0.057,0.170,0.452,0.189,0.075,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.377,0.510,0.094,0.000,0.019,0.000,0.000,0.000,0.415,0.283,0.113,0.057,0.113,0.019
