Full_Date,value,temp,humidity,wind_speed,rain_1h
7/7/2021,1503,69.30208333,73.66666667,5.762083333,0
7/8/2021,1369,62.72583333,64.875,5.0175,5.1
7/9/2021,807,60.81780488,93.3902439,5.609512195,81.07
7/10/2021,1436,66.24346154,80.53846154,7.581923077,19.93
7/11/2021,1288,65.04833333,78,4.713333333,0
7/12/2021,1368,66.53125,80.75,4.864583333,0
7/13/2021,1461,61.56583333,80,3.589583333,0
7/14/2021,937,60.57461538,83.57692308,4.961153846,1.31
7/15/2021,1299,65.19807692,91.46153846,3.821923077,1
7/16/2021,1359,67.13833333,90.625,6.34625,1.16
7/17/2021,1290,67.31333333,83.83333333,1.99125,0
7/18/2021,846,62.89428571,89,2.679285714,39.06
7/19/2021,1227,63.66615385,91.61538462,2.193846154,3.54
7/20/2021,1448,68.1848,87.6,3.952,12.2
7/21/2021,1157,65.61833333,89.20833333,3.213333333,0
7/22/2021,1458,63.308,81.2,7.4188,0.71
7/23/2021,1453,63.07,78.33333333,3.625,0.84
7/24/2021,1413,63.775,78.29166667,4.087083333,0
7/25/2021,921,60.74275862,88.4137931,8.351034483,9.89
7/26/2021,1319,64.39125,91.375,4.495416667,0
7/27/2021,1450,68.86416667,76.25,5.173333333,0
7/28/2021,1474,65.18791667,67.66666667,5.425416667,8.42
7/29/2021,1334,60.94208333,71.54166667,4.907916667,0
7/30/2021,1116,61.2576,86.04,9.5476,25
7/31/2021,1460,61.08541667,67.66666667,11.15875,0.25
8/1/2021,1296,62.70916667,71,5.845,0
8/2/2021,1237,60.4336,82.8,3.5956,0.39
8/3/2021,1401,63.18333333,76.66666667,6.78375,0
8/4/2021,1368,65.20708333,80.58333333,5.47875,0
8/5/2021,954,62.305,91.90625,5.255,80.72
8/6/2021,1656,66.98344828,89.75862069,7.555172414,10.22
8/7/2021,1339,67.20291667,85.20833333,5.725416667,0
8/8/2021,1274,69.28083333,86.58333333,4.225416667,0
8/9/2021,1389,65.38,80.20833333,4.148333333,0
8/10/2021,1421,63.77307692,90.73076923,3.037692308,2.02
8/11/2021,1084,63.57708333,93.125,3.004583333,0
8/12/2021,1458,67.978,89.6,3.3752,0.5
8/13/2021,1473,73.23458333,81.83333333,4.159166667,0
8/14/2021,1253,70.60166667,85.41666667,4.595416667,0
8/15/2021,1363,67.71416667,71,6.27,0
8/16/2021,1402,63.8275,67.29166667,4.795,0
8/17/2021,1372,64.94166667,80.75,5.3525,0
8/18/2021,1338,66.97583333,88,7.91625,4.37
8/19/2021,1247,68.59291667,90.25,4.540416667,2.78
8/20/2021,1327,70.23166667,90.46666667,3.861666667,22.46
8/21/2021,1271,68.87833333,89.79166667,3.183333333,0
8/22/2021,1208,64.56103448,91.48275862,4.254137931,3.42
8/23/2021,704,65.61,92.91428571,3.616285714,58.9
8/24/2021,1186,70.17074074,90.81481481,5.408888889,12.43
8/25/2021,1436,72.91541667,84.25,4.669166667,0
8/26/2021,1379,71.19875,80,4.674583333,0
8/27/2021,1380,72.22666667,72.08333333,5.911666667,0
8/28/2021,1275,61.44125,64.58333333,4.099166667,0
8/29/2021,1010,59.41791667,75.54166667,4.749583333,0.51
8/30/2021,892,65.44958333,87.79166667,8.07375,0
8/31/2021,1430,69.29958333,82.79166667,5.406666667,0
9/1/2021,1248,65.06833333,74.45833333,4.3925,0
9/2/2021,685,58.56096774,87.77419355,9.67,99.73
9/3/2021,1224,59.17916667,78.125,10.74166667,2.13
9/4/2021,1306,59.23666667,73.16666667,7.859166667,1.43
9/5/2021,1219,56.62875,81.58333333,4.2725,0
9/6/2021,1258,62.46931034,90.31034483,7.487586207,9.14
9/7/2021,1395,61.9525,78.5,9.517916667,0
9/8/2021,1344,62.51416667,81.875,7.337083333,0
9/9/2021,708,64.1352,86.56,12.7776,8.39
9/10/2021,1211,62.72121212,90.45454545,6.393939394,181.95
9/11/2021,1335,59.65083333,71.33333333,11.58625,0
9/12/2021,1120,63.03333333,83.54166667,12.38458333,1.27
9/13/2021,1283,63.19583333,74.625,5.97625,0
9/14/2021,1317,57.97125,70.25,5.750416667,0
9/15/2021,702,60.40541667,86.91666667,10.95208333,0.89
9/16/2021,1250,63.5288,82.56,3.6004,0.26
9/17/2021,1237,58.87833333,80.58333333,3.358333333,0
9/18/2021,980,63.3925,89.75,3.362083333,0
9/19/2021,1255,61.28583333,70.04166667,8.071666667,0.77
9/20/2021,1308,55.80791667,72.16666667,4.042083333,0
9/21/2021,1321,57.37416667,84.875,4.374166667,0
9/22/2021,1372,63.0828,84.04,9.278,0
9/23/2021,1271,64.18166667,87.04166667,5.469583333,0
9/24/2021,1044,65.41541667,89.66666667,6.917083333,1.27
9/25/2021,1029,64.8015625,93.03125,6.984375,23.57
9/26/2021,1047,63.05148148,91.2962963,6.222592593,56.63
9/27/2021,1387,57.46583333,75.70833333,11.00416667,0
9/28/2021,1250,59.64791667,84.33333333,3.7575,1.44
9/29/2021,1338,55.50916667,69.875,5.262083333,0
9/30/2021,1213,52.2925,78.66666667,4.384583333,1.25
10/1/2021,1120,50.23458333,79.875,7.41875,0
10/2/2021,1081,53.31416667,73.95833333,6.329166667,0
10/3/2021,1167,53.25666667,77,2.773333333,0
10/4/2021,1174,51.4175,79.20833333,3.392083333,0
10/5/2021,1214,52.85375,77.70833333,2.942083333,0
10/6/2021,1200,55.26083333,78.95833333,3.83625,0
10/7/2021,1149,57.22166667,78.16666667,2.94375,0
10/8/2021,1150,55.63,81.33333333,4.844166667,0
10/9/2021,1065,49.59333333,75.45833333,4.87875,0
10/10/2021,1015,50.41083333,86.29166667,3.495,0
10/11/2021,1144,55.69166667,83.5,3.441666667,0
10/12/2021,1123,58.96541667,84.79166667,2.937083333,0
10/13/2021,1172,60.46666667,84.5,2.682083333,0
10/14/2021,1135,60.075,84.04166667,7.380833333,0
10/15/2021,1068,56.24458333,87.125,2.809166667,0
10/16/2021,1372,58.33642857,91.35714286,8.488571429,10.11
10/17/2021,1414,58.26586207,88.5862069,8.95,41.25
10/18/2021,1519,50.53458333,73.41666667,10.06875,0
10/19/2021,1319,46.87916667,70.16666667,11.3825,0
10/20/2021,1927,47.14833333,73.25,7.180833333,0.5
10/21/2021,1294,52.2925,82.29166667,3.7625,0
10/22/2021,1961,57.95692308,89.26923077,9.373846154,3.29
10/23/2021,1651,49.81125,78.375,6.1925,0
10/24/2021,2495,44.00833333,64.625,10.76125,0
10/25/2021,699,43.87666667,72.20833333,6.346666667,3.04
10/26/2021,596,47.69291667,82.79166667,6.372083333,11.31
10/27/2021,591,47.4268,82.48,15.8788,16.49
10/28/2021,1551,47.63458333,68.04166667,14.5025,0.25
10/29/2021,1519,44.89291667,74,6.156666667,0
10/30/2021,1033,47.885,82.58333333,5.248333333,1.06
10/31/2021,535,54.65939394,89.27272727,11.58121212,142
