Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),186,1022,1022,0.3,0.3,1,1,2.702,0.250,0.100,0.100,0.100,0.300,0.000,0.000,0.100,0.000,0.000,0.050,0.000,0.000,0.950,0.050,0.000,0.000,0.000,0.000,0.600,0.200,0.100,0.050,0.050,0.600,0.000,0.050,0.150,0.150,0.050
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),243,1058,1058,0.3,0.3,1,1,4.396,0.154,0.077,0.192,0.192,0.232,0.077,0.038,0.000,0.000,0.000,0.000,0.038,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.538,0.346,0.077,0.038,0.000,0.461,0.154,0.077,0.077,0.000,0.231
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),132,1843,1843,0.5,0.5,1,1,2.514,0.071,0.000,0.216,0.143,0.214,0.000,0.071,0.000,0.071,0.000,0.000,0.000,0.214,0.786,0.143,0.071,0.000,0.000,0.000,0.571,0.357,0.000,0.000,0.071,0.644,0.071,0.143,0.071,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),75,764,764,0.2,0.2,2,2,1.848,0.375,0.250,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.125,0.000,0.125,0.875,0.000,0.000,0.125,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),103,1159,1159,0.2,0.2,1,1,10.146,0.181,0.182,0.182,0.000,0.091,0.091,0.091,0.091,0.000,0.091,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.545,0.455,0.000,0.000,0.000,0.182,0.182,0.000,0.091,0.000,0.545
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),94,1069,1069,0.3,0.3,1,1,4.953,0.100,0.200,0.300,0.100,0.100,0.000,0.000,0.100,0.100,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.300,0.200,0.000,0.000,0.500,0.200,0.000,0.100,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),46,1937,1937,0.3,0.3,1,1,2.975,0.000,0.000,0.000,0.200,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),1507,1245,1245,0.4,0.4,1,1,4.279,0.192,0.112,0.176,0.159,0.112,0.059,0.065,0.018,0.012,0.018,0.006,0.012,0.059,0.946,0.024,0.018,0.012,0.000,0.000,0.441,0.365,0.118,0.053,0.024,0.494,0.165,0.071,0.082,0.029,0.159
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),04: 3am (3am-4am),8,71,71,0.1,0.1,3,3,1.199,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),44,1033,1033,0.2,0.2,2,2,1.690,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,1.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.600,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),37,2828,2828,1.1,1.1,1,1,12.824,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.250,0.000,0.250,0.250,0.750,0.000,0.000,0.250,0.000,0.000,0.750,0.000,0.000,0.250,0.000,0.000,0.250,0.250,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),82,1801,1801,0.6,0.6,1,1,1.713,0.111,0.000,0.334,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.889,0.000,0.111,0.000,0.000,0.000,0.333,0.556,0.000,0.111,0.000,0.778,0.111,0.111,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),18,396,396,0.1,0.1,1,1,1.833,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),45,1330,1330,0.3,0.3,1,1,5.961,0.200,0.000,0.000,0.400,0.000,0.200,0.000,0.000,0.000,0.200,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.200,0.000,0.200,0.400,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),125,1216,1216,0.3,0.3,1,1,3.320,0.071,0.071,0.071,0.287,0.286,0.000,0.143,0.000,0.071,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.643,0.214,0.143,0.000,0.000,0.501,0.286,0.071,0.071,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),69,1186,1186,0.4,0.4,2,2,4.334,0.250,0.125,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.875,0.125,0.000,0.000,0.000,0.000,0.500,0.125,0.250,0.125,0.000,0.750,0.000,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),166,1035,1035,0.3,0.3,1,1,2.045,0.158,0.105,0.368,0.105,0.053,0.053,0.105,0.000,0.000,0.000,0.000,0.000,0.053,0.947,0.053,0.000,0.000,0.000,0.000,0.579,0.211,0.158,0.000,0.053,0.789,0.105,0.000,0.000,0.053,0.053
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),216,1571,1571,0.5,0.5,1,1,4.110,0.166,0.125,0.125,0.125,0.125,0.083,0.000,0.042,0.042,0.042,0.000,0.000,0.125,0.916,0.042,0.000,0.042,0.000,0.000,0.375,0.458,0.167,0.000,0.000,0.458,0.250,0.042,0.000,0.042,0.208
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),123,1751,1751,0.6,0.6,1,1,3.589,0.143,0.143,0.143,0.214,0.143,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.143,0.857,0.000,0.143,0.000,0.000,0.000,0.429,0.500,0.000,0.071,0.000,0.358,0.143,0.071,0.286,0.071,0.071
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),118,786,786,0.3,0.3,2,2,8.475,0.154,0.154,0.384,0.154,0.000,0.077,0.077,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.462,0.231,0.231,0.000,0.077,0.461,0.154,0.077,0.077,0.000,0.231
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),97,1005,1005,0.3,0.3,1,1,4.552,0.272,0.091,0.091,0.182,0.091,0.091,0.091,0.091,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.364,0.636,0.000,0.000,0.000,0.454,0.091,0.091,0.091,0.000,0.273
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),157,968,968,0.3,0.3,2,2,6.278,0.276,0.111,0.167,0.167,0.056,0.056,0.111,0.000,0.000,0.000,0.000,0.056,0.000,0.944,0.056,0.000,0.000,0.000,0.000,0.444,0.222,0.111,0.222,0.000,0.333,0.111,0.167,0.111,0.000,0.278
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),63,1017,1017,0.3,0.3,1,1,3.543,0.000,0.143,0.428,0.143,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.571,0.000,0.000,0.000,0.428,0.143,0.000,0.143,0.143,0.143
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),69,1370,1370,0.4,0.4,2,2,4.087,0.125,0.125,0.000,0.125,0.250,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.375,0.500,0.000,0.000,0.125,0.375,0.125,0.000,0.125,0.125,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),36,958,958,0.3,0.3,2,2,2.415,0.250,0.000,0.500,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.250,0.000,0.250,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),19,995,995,0.2,0.2,1,1,2.786,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),8,136,136,0.1,0.1,2,2,1.156,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),8,295,295,0.1,0.1,1,1,1.648,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),00: All Day (12am-12am),2153,1166,1166,0.3,0.3,1,1,4.066,0.169,0.166,0.158,0.120,0.112,0.100,0.058,0.021,0.021,0.012,0.017,0.021,0.025,0.955,0.033,0.012,0.000,0.000,0.000,0.473,0.369,0.091,0.041,0.021,0.499,0.207,0.104,0.041,0.037,0.112
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),01: 12am (12am-1am),9,5027,5027,0.5,0.5,0,0,1.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),05: 4am (4am-5am),68,1156,1156,0.2,0.2,1,1,1.815,0.375,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.625,0.250,0.000,0.125,0.000,0.500,0.375,0.125,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),06: 5am (5am-6am),36,849,849,0.1,0.1,1,1,1.728,0.250,0.000,0.500,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),07: 6am (6am-7am),71,1684,1684,0.7,0.7,2,2,10.506,0.250,0.000,0.000,0.000,0.250,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.750,0.125,0.125,0.000,0.000,0.000,0.375,0.375,0.000,0.125,0.125,0.625,0.125,0.125,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),08: 7am (7am-8am),9,971,971,0.3,0.3,1,1,1.001,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),09: 8am (8am-9am),43,847,847,0.3,0.3,1,1,2.578,0.000,0.200,0.400,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.200,0.200,0.000,0.000,0.400,0.200,0.400,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),10: 9am (9am-10am),133,1023,1023,0.4,0.4,2,2,3.656,0.133,0.265,0.067,0.267,0.067,0.067,0.067,0.000,0.000,0.000,0.067,0.000,0.000,0.933,0.067,0.000,0.000,0.000,0.000,0.333,0.467,0.000,0.133,0.067,0.334,0.333,0.133,0.067,0.000,0.133
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),11: 10am (10am-11am),212,959,959,0.3,0.3,1,1,7.114,0.208,0.125,0.125,0.208,0.125,0.125,0.042,0.000,0.042,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.417,0.458,0.000,0.083,0.042,0.416,0.167,0.083,0.042,0.042,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),12: 11am (11am-12noon),263,1065,1065,0.3,0.3,1,1,3.349,0.175,0.172,0.138,0.103,0.172,0.138,0.034,0.000,0.000,0.034,0.000,0.034,0.000,0.966,0.034,0.000,0.000,0.000,0.000,0.414,0.310,0.207,0.034,0.034,0.414,0.138,0.172,0.069,0.069,0.138
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),293,1395,1395,0.4,0.4,1,1,2.000,0.121,0.150,0.061,0.152,0.061,0.152,0.091,0.091,0.030,0.000,0.030,0.061,0.000,0.939,0.061,0.000,0.000,0.000,0.000,0.545,0.364,0.091,0.000,0.000,0.697,0.152,0.061,0.030,0.030,0.030
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),204,884,884,0.3,0.3,1,1,2.297,0.087,0.305,0.174,0.130,0.130,0.087,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.043,0.000,0.000,0.000,0.000,0.478,0.304,0.174,0.043,0.000,0.522,0.217,0.174,0.087,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),245,1333,1333,0.4,0.4,1,1,4.812,0.148,0.185,0.297,0.074,0.111,0.037,0.000,0.000,0.037,0.037,0.000,0.000,0.074,0.926,0.000,0.074,0.000,0.000,0.000,0.444,0.370,0.074,0.074,0.037,0.408,0.259,0.037,0.037,0.074,0.185
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),205,992,992,0.3,0.3,1,1,5.727,0.263,0.087,0.261,0.087,0.087,0.043,0.043,0.043,0.043,0.000,0.000,0.043,0.000,0.957,0.043,0.000,0.000,0.000,0.000,0.391,0.478,0.130,0.000,0.000,0.479,0.217,0.087,0.087,0.000,0.130
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),129,1514,1514,0.4,0.4,1,1,2.305,0.143,0.071,0.143,0.071,0.071,0.217,0.071,0.071,0.000,0.000,0.071,0.000,0.071,0.929,0.071,0.000,0.000,0.000,0.000,0.643,0.286,0.071,0.000,0.000,0.500,0.429,0.000,0.000,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),106,781,781,0.2,0.2,2,2,3.737,0.334,0.250,0.167,0.000,0.083,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.417,0.417,0.083,0.000,0.000,0.500,0.167,0.250,0.000,0.000,0.083
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),90,1244,1244,0.3,0.3,1,1,4.594,0.000,0.200,0.200,0.000,0.200,0.100,0.300,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.500,0.100,0.000,0.000,0.200,0.200
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),17,3252,3252,0.1,0.1,0,0,13.203,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),18,377,377,0.2,0.2,2,2,3.171,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),00: All Day (12am-12am),1880,1199,1199,0.4,0.4,2,2,5.274,0.187,0.139,0.152,0.142,0.122,0.067,0.053,0.028,0.027,0.016,0.016,0.009,0.042,0.934,0.033,0.026,0.007,0.000,0.000,0.393,0.372,0.135,0.068,0.021,0.509,0.156,0.091,0.051,0.035,0.158
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),01: 12am (12am-1am),3,2005,2005,2.0,2.0,4,4,2.656,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),04: 3am (3am-4am),3,160,160,0.2,0.2,3,3,2.332,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),05: 4am (4am-5am),54,495,495,0.3,0.3,2,2,2.964,0.612,0.182,0.091,0.023,0.023,0.000,0.000,0.023,0.023,0.000,0.023,0.000,0.000,0.977,0.000,0.000,0.023,0.000,0.000,0.091,0.295,0.409,0.159,0.000,0.750,0.114,0.068,0.000,0.023,0.045
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),06: 5am (5am-6am),55,987,987,0.3,0.3,2,2,3.113,0.347,0.047,0.233,0.116,0.047,0.047,0.000,0.023,0.070,0.000,0.047,0.000,0.023,0.977,0.023,0.000,0.000,0.000,0.000,0.326,0.279,0.116,0.256,0.023,0.628,0.116,0.070,0.070,0.023,0.093
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),07: 6am (6am-7am),52,849,849,0.2,0.2,2,2,2.938,0.375,0.175,0.150,0.050,0.050,0.050,0.050,0.025,0.025,0.025,0.000,0.025,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.375,0.150,0.300,0.175,0.000,0.675,0.075,0.125,0.000,0.050,0.075
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),08: 7am (7am-8am),5,1207,1207,0.3,0.3,1,1,19.620,0.000,0.250,0.000,0.000,0.250,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.250,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),09: 8am (8am-9am),13,1044,1044,0.3,0.3,1,1,4.028,0.200,0.200,0.200,0.000,0.100,0.100,0.100,0.000,0.000,0.100,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.400,0.100,0.000,0.000,0.400,0.100,0.200,0.200,0.000,0.100
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),10: 9am (9am-10am),72,1054,1054,0.3,0.3,1,1,7.297,0.175,0.175,0.175,0.228,0.088,0.018,0.053,0.000,0.035,0.018,0.000,0.000,0.035,0.947,0.035,0.018,0.000,0.000,0.000,0.386,0.404,0.123,0.053,0.035,0.438,0.158,0.158,0.053,0.000,0.193
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),11: 10am (10am-11am),161,1236,1236,0.4,0.4,1,1,7.057,0.157,0.150,0.102,0.212,0.134,0.063,0.079,0.000,0.016,0.008,0.016,0.008,0.055,0.952,0.016,0.024,0.008,0.000,0.000,0.370,0.488,0.071,0.047,0.024,0.449,0.150,0.031,0.063,0.055,0.252
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),12: 11am (11am-12noon),270,1158,1158,0.5,0.5,2,2,6.324,0.199,0.186,0.148,0.157,0.067,0.062,0.043,0.014,0.024,0.019,0.000,0.010,0.071,0.900,0.043,0.043,0.014,0.000,0.000,0.295,0.395,0.200,0.057,0.033,0.623,0.133,0.062,0.029,0.029,0.124
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),13: 12pm (12noon-1pm),250,1474,1474,0.5,0.5,1,1,3.808,0.147,0.102,0.132,0.132,0.127,0.086,0.061,0.056,0.020,0.036,0.010,0.020,0.071,0.888,0.046,0.056,0.010,0.000,0.000,0.457,0.360,0.102,0.051,0.005,0.511,0.173,0.107,0.036,0.056,0.117
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),14: 1pm (1pm-2pm),202,1423,1423,0.5,0.5,1,1,4.264,0.145,0.113,0.138,0.119,0.183,0.044,0.063,0.044,0.025,0.013,0.031,0.025,0.057,0.899,0.044,0.057,0.000,0.000,0.000,0.440,0.390,0.082,0.050,0.019,0.490,0.164,0.107,0.063,0.038,0.138
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),15: 2pm (2pm-3pm),185,1168,1168,0.4,0.4,1,1,5.083,0.159,0.145,0.206,0.103,0.152,0.041,0.069,0.028,0.048,0.007,0.014,0.000,0.028,0.958,0.014,0.028,0.000,0.000,0.000,0.421,0.338,0.145,0.069,0.028,0.497,0.186,0.103,0.041,0.014,0.159
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),16: 3pm (3pm-4pm),176,1084,1084,0.4,0.4,2,2,5.048,0.152,0.123,0.174,0.220,0.138,0.087,0.014,0.014,0.043,0.007,0.014,0.000,0.014,0.935,0.051,0.007,0.007,0.000,0.000,0.370,0.399,0.145,0.058,0.022,0.435,0.167,0.109,0.072,0.036,0.181
