Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),45,1544,1544,0.4,0.4,1,1,2.464,0.200,0.000,0.000,0.200,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.600,0.200,0.000,0.000,0.200,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),36,2017,2017,0.7,0.7,1,1,2.998,0.000,0.250,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.250,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),63,1327,1327,0.3,0.3,1,1,2.387,0.143,0.285,0.000,0.000,0.286,0.000,0.000,0.143,0.000,0.000,0.000,0.143,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.714,0.143,0.143,0.000,0.000,0.286,0.143,0.571,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),126,1511,1511,0.6,0.6,1,1,44.853,0.000,0.287,0.071,0.000,0.214,0.143,0.143,0.000,0.000,0.000,0.071,0.000,0.071,0.929,0.000,0.000,0.071,0.000,0.000,0.500,0.429,0.071,0.000,0.000,0.358,0.143,0.071,0.000,0.071,0.357
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),193,1305,1305,0.5,0.5,1,1,7.207,0.045,0.182,0.275,0.136,0.136,0.000,0.136,0.000,0.045,0.000,0.000,0.000,0.045,0.955,0.000,0.000,0.000,0.045,0.000,0.455,0.455,0.045,0.045,0.000,0.409,0.182,0.045,0.000,0.091,0.273
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),254,1219,1219,0.3,0.3,1,1,4.218,0.103,0.103,0.314,0.103,0.103,0.069,0.069,0.034,0.000,0.000,0.034,0.034,0.034,0.966,0.000,0.034,0.000,0.000,0.000,0.586,0.276,0.138,0.000,0.000,0.552,0.138,0.069,0.034,0.069,0.138
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),215,1822,1822,0.4,0.4,1,1,4.339,0.125,0.042,0.083,0.167,0.125,0.083,0.083,0.042,0.083,0.042,0.042,0.000,0.083,0.958,0.000,0.000,0.042,0.000,0.000,0.750,0.208,0.000,0.042,0.000,0.458,0.250,0.083,0.042,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),131,1504,1504,0.5,0.5,1,1,4.807,0.200,0.000,0.267,0.133,0.133,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.133,0.866,0.067,0.067,0.000,0.000,0.000,0.400,0.467,0.133,0.000,0.000,0.600,0.133,0.067,0.000,0.067,0.133
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),181,967,967,0.2,0.2,1,1,8.583,0.143,0.190,0.238,0.143,0.095,0.095,0.000,0.000,0.048,0.000,0.048,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.524,0.286,0.048,0.048,0.095,0.286,0.286,0.238,0.000,0.000,0.190
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),166,803,803,0.2,0.2,1,1,5.507,0.262,0.158,0.211,0.158,0.000,0.158,0.053,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.421,0.368,0.158,0.053,0.000,0.473,0.105,0.158,0.053,0.053,0.158
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),124,1180,1180,0.5,0.5,2,2,5.612,0.216,0.143,0.000,0.143,0.214,0.071,0.071,0.071,0.000,0.000,0.071,0.000,0.000,0.929,0.000,0.000,0.071,0.000,0.000,0.357,0.429,0.143,0.071,0.000,0.286,0.286,0.214,0.000,0.000,0.214
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),80,867,867,0.3,0.3,1,1,1.789,0.223,0.222,0.222,0.000,0.222,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.444,0.222,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),60,1125,1125,0.3,0.3,1,1,14.466,0.000,0.285,0.143,0.286,0.143,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.286,0.143,0.143,0.000,0.285,0.286,0.143,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),59,746,746,0.2,0.2,2,2,6.064,0.428,0.000,0.000,0.286,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.143,0.429,0.000,0.000,0.428,0.143,0.286,0.000,0.000,0.143
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),17,1330,1330,0.3,0.3,1,1,33.219,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),00: All Day (12am-12am),1653,1289,1289,0.4,0.4,1,1,5.598,0.122,0.138,0.165,0.185,0.106,0.064,0.059,0.048,0.027,0.011,0.027,0.000,0.048,0.942,0.032,0.016,0.005,0.005,0.000,0.500,0.324,0.096,0.032,0.032,0.421,0.202,0.090,0.064,0.037,0.186
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),04: 3am (3am-4am),9,3295,3295,0.2,0.2,0,0,35.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),05: 4am (4am-5am),52,1157,1157,0.2,0.2,1,1,6.908,0.499,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.499,0.167,0.000,0.000,0.167,0.167
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),06: 5am (5am-6am),26,762,762,0.2,0.2,1,1,2.599,0.000,0.334,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),07: 6am (6am-7am),27,1683,1683,0.2,0.2,0,0,1.467,0.000,0.000,0.334,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),09: 8am (8am-9am),8,3766,3766,1.1,1.1,1,1,3.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),10: 9am (9am-10am),159,1559,1559,0.5,0.5,1,1,8.389,0.111,0.111,0.166,0.167,0.000,0.111,0.167,0.000,0.056,0.000,0.000,0.000,0.111,0.888,0.056,0.056,0.000,0.000,0.000,0.500,0.333,0.056,0.056,0.056,0.111,0.389,0.056,0.222,0.000,0.222
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),11: 10am (10am-11am),176,1595,1595,0.6,0.6,1,1,3.399,0.050,0.100,0.150,0.350,0.100,0.000,0.050,0.050,0.000,0.050,0.000,0.000,0.100,0.850,0.100,0.000,0.000,0.050,0.000,0.350,0.500,0.100,0.050,0.000,0.450,0.250,0.050,0.000,0.050,0.200
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),12: 11am (11am-12noon),201,1327,1327,0.4,0.4,2,2,4.469,0.219,0.130,0.130,0.217,0.000,0.000,0.087,0.087,0.000,0.000,0.043,0.000,0.087,0.913,0.000,0.087,0.000,0.000,0.000,0.435,0.304,0.130,0.000,0.043,0.436,0.174,0.087,0.043,0.130,0.130
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),222,1423,1423,0.3,0.3,1,1,6.192,0.120,0.200,0.200,0.040,0.040,0.120,0.080,0.080,0.000,0.000,0.040,0.000,0.080,1.000,0.000,0.000,0.000,0.000,0.000,0.520,0.240,0.120,0.040,0.080,0.360,0.240,0.200,0.040,0.000,0.160
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),191,1169,1169,0.3,0.3,1,1,4.118,0.091,0.091,0.182,0.182,0.227,0.091,0.000,0.045,0.091,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.409,0.045,0.000,0.045,0.455,0.273,0.045,0.045,0.000,0.182
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),238,1028,1028,0.3,0.3,1,1,3.961,0.148,0.111,0.074,0.334,0.148,0.111,0.000,0.037,0.037,0.000,0.000,0.000,0.000,0.963,0.037,0.000,0.000,0.000,0.000,0.556,0.370,0.037,0.037,0.000,0.630,0.074,0.037,0.037,0.037,0.185
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),124,1053,1053,0.3,0.3,1,1,3.159,0.071,0.214,0.288,0.071,0.214,0.000,0.071,0.000,0.000,0.000,0.071,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.643,0.071,0.214,0.071,0.000,0.429,0.214,0.143,0.000,0.071,0.143
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),89,915,915,0.4,0.4,2,2,4.798,0.100,0.200,0.200,0.100,0.300,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.300,0.500,0.000,0.100,0.000,0.400,0.100,0.100,0.100,0.000,0.300
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),61,1024,1024,0.2,0.2,1,1,5.668,0.000,0.143,0.143,0.428,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.286,0.143,0.000,0.143,0.000,0.428
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),43,1528,1528,0.9,0.9,2,2,28.829,0.000,0.400,0.000,0.000,0.200,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,0.000,0.400,0.200,0.200,0.000,0.200,0.400,0.200,0.200,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),17,458,458,0.1,0.1,2,2,2.517,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),8,1801,1801,0.2,0.2,0,0,4.280,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),00: All Day (12am-12am),1507,1388,1388,0.4,0.4,1,1,4.701,0.124,0.118,0.136,0.171,0.130,0.077,0.071,0.036,0.012,0.036,0.012,0.030,0.047,0.929,0.041,0.024,0.006,0.000,0.000,0.491,0.373,0.101,0.036,0.000,0.526,0.148,0.089,0.041,0.024,0.172
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),05: 4am (4am-5am),61,1684,1684,0.3,0.3,1,1,4.512,0.285,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.143,0.000,0.143,0.000,0.143,1.000,0.000,0.000,0.000,0.000,0.000,0.714,0.143,0.143,0.000,0.000,0.428,0.286,0.000,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),06: 5am (5am-6am),46,1332,1332,0.2,0.2,1,1,1.869,0.200,0.000,0.000,0.400,0.000,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,0.400,0.600,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),07: 6am (6am-7am),27,1210,1210,0.4,0.4,2,2,1.292,0.334,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),09: 8am (8am-9am),9,715,715,0.2,0.2,1,1,3.716,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),10: 9am (9am-10am),105,1656,1656,0.4,0.4,1,1,4.516,0.000,0.083,0.083,0.167,0.167,0.000,0.334,0.000,0.000,0.083,0.000,0.083,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.417,0.250,0.083,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),11: 10am (10am-11am),153,1098,1098,0.4,0.4,1,1,5.021,0.176,0.118,0.118,0.234,0.118,0.118,0.000,0.000,0.000,0.118,0.000,0.000,0.000,0.941,0.000,0.000,0.059,0.000,0.000,0.353,0.412,0.176,0.059,0.000,0.471,0.235,0.000,0.059,0.059,0.176
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),12: 11am (11am-12noon),247,1306,1306,0.3,0.3,1,1,3.640,0.178,0.143,0.071,0.143,0.143,0.107,0.036,0.036,0.000,0.071,0.000,0.036,0.036,0.964,0.036,0.000,0.000,0.000,0.000,0.571,0.357,0.071,0.000,0.000,0.573,0.071,0.071,0.071,0.071,0.143
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),136,1467,1467,0.5,0.5,1,1,4.744,0.067,0.067,0.000,0.331,0.267,0.067,0.067,0.067,0.000,0.000,0.000,0.000,0.067,0.933,0.000,0.067,0.000,0.000,0.000,0.400,0.400,0.133,0.067,0.000,0.533,0.200,0.133,0.067,0.000,0.067
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),117,1306,1306,0.4,0.4,1,1,2.856,0.077,0.154,0.307,0.077,0.154,0.000,0.077,0.077,0.000,0.000,0.000,0.000,0.077,0.923,0.077,0.000,0.000,0.000,0.000,0.385,0.385,0.154,0.077,0.000,0.538,0.077,0.154,0.154,0.000,0.077
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),124,1899,1899,0.6,0.6,1,1,3.425,0.071,0.143,0.071,0.216,0.071,0.000,0.143,0.071,0.000,0.000,0.000,0.071,0.143,0.786,0.143,0.071,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.715,0.000,0.214,0.000,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),54,2498,2498,0.7,0.7,1,1,17.054,0.000,0.000,0.000,0.332,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.666,0.167,0.167,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.500,0.000,0.167,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),96,1276,1276,0.4,0.4,1,1,3.179,0.091,0.272,0.182,0.091,0.091,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.909,0.000,0.091,0.000,0.000,0.000,0.636,0.273,0.091,0.000,0.000,0.727,0.000,0.091,0.000,0.000,0.182
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),100,1225,1225,0.2,0.2,1,1,5.112,0.091,0.091,0.272,0.091,0.182,0.000,0.182,0.091,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.636,0.182,0.182,0.000,0.000,0.363,0.182,0.091,0.091,0.091,0.182
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),127,1036,1036,0.3,0.3,1,1,4.582,0.143,0.143,0.286,0.143,0.000,0.143,0.071,0.000,0.000,0.071,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.357,0.429,0.143,0.071,0.000,0.357,0.286,0.071,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),70,1191,1191,0.4,0.4,1,1,7.037,0.250,0.000,0.125,0.125,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.875,0.125,0.000,0.000,0.000,0.000,0.375,0.375,0.250,0.000,0.000,0.625,0.125,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),9,667,667,0.2,0.2,1,1,6.556,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),27,1293,1293,0.4,0.4,1,1,9.233,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),00: All Day (12am-12am),1764,1158,1158,0.3,0.3,1,1,5.298,0.190,0.116,0.111,0.148,0.208,0.058,0.042,0.042,0.016,0.016,0.011,0.005,0.037,0.969,0.026,0.005,0.000,0.000,0.000,0.513,0.307,0.116,0.042,0.021,0.493,0.185,0.085,0.063,0.026,0.148
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),05: 4am (4am-5am),36,158,158,0.1,0.1,2,2,1.563,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),06: 5am (5am-6am),48,646,646,0.2,0.2,2,2,2.003,0.600,0.000,0.200,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.400,0.200,0.000,0.800,0.000,0.000,0.000,0.200,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),07: 6am (6am-7am),36,231,231,0.1,0.1,2,2,1.266,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),08: 7am (7am-8am),28,1021,1021,0.5,0.5,2,2,1.860,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.333,0.333,0.667,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),09: 8am (8am-9am),19,2191,2191,0.3,0.3,1,1,29.410,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),10: 9am (9am-10am),150,1630,1630,0.5,0.5,1,1,13.539,0.000,0.063,0.063,0.310,0.188,0.063,0.125,0.063,0.000,0.000,0.000,0.000,0.125,0.937,0.063,0.000,0.000,0.000,0.000,0.563,0.375,0.063,0.000,0.000,0.250,0.125,0.312,0.000,0.063,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),11: 10am (10am-11am),168,1102,1102,0.3,0.3,1,1,4.990,0.167,0.056,0.056,0.332,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.944,0.056,0.000,0.000,0.000,0.000,0.500,0.333,0.056,0.111,0.000,0.444,0.333,0.000,0.056,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),179,1189,1189,0.3,0.3,1,1,2.240,0.105,0.210,0.053,0.211,0.105,0.105,0.000,0.105,0.053,0.053,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.579,0.263,0.158,0.000,0.000,0.368,0.368,0.211,0.053,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Cadillac Parking and Trails,no,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),222,1050,1050,0.3,0.3,1,1,7.178,0.208,0.167,0.042,0.083,0.291,0.125,0.042,0.000,0.000,0.000,0.042,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.458,0.292,0.167,0.083,0.000,0.417,0.250,0.083,0.042,0.000,0.208
