Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),20: 7pm (7pm-8pm),91,2182,2298,9.7,10.3,17,16,2.843,0.024,0.048,0.167,0.332,0.286,0.048,0.071,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.119,0.500,0.333,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.477,0.333,0.000,0.000,0.000,0.000,0.000,0.238,0.476,0.190,0.024,0.024,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),21: 8pm (8pm-9pm),9,1554,1554,6.9,6.9,20,20,4.225,0.000,0.667,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.333
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),22: 9pm (9pm-10pm),7,4620,4056,18.7,17.1,15,16,6.651,0.000,0.000,0.000,0.000,0.334,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.333
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),23: 10pm (10pm-11pm),2,N/A,3499,N/A,19.3,N/A,20,7.213,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,1: Monday (M-M),24: 11pm (11pm-12am),2,N/A,4990,N/A,36.8,N/A,27,39.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),4061,2499,2585,13.9,14.2,17,17,3.134,0.008,0.140,0.238,0.210,0.138,0.082,0.064,0.025,0.021,0.020,0.019,0.009,0.005,0.005,0.005,0.011,0.001,0.002,0.148,0.466,0.214,0.076,0.024,0.018,0.023,0.008,0.002,0.005,0.001,0.012,0.122,0.594,0.204,0.069,0.008,0.002,0.001,0.000,0.261,0.427,0.127,0.087,0.042,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),04: 3am (3am-4am),98,1951,1951,9.5,9.5,17,17,2.226,0.000,0.104,0.312,0.313,0.250,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.500,0.313,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.563,0.354,0.000,0.000,0.000,0.000,0.000,0.396,0.541,0.021,0.042,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),188,2329,2329,15.2,15.2,21,21,2.143,0.013,0.156,0.234,0.259,0.091,0.078,0.065,0.039,0.039,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.039,0.493,0.182,0.130,0.065,0.039,0.013,0.026,0.000,0.000,0.000,0.000,0.026,0.493,0.312,0.156,0.013,0.000,0.000,0.000,0.390,0.545,0.052,0.013,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),127,2120,2188,13.0,13.1,21,20,2.626,0.000,0.085,0.298,0.319,0.149,0.064,0.021,0.021,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.490,0.362,0.064,0.021,0.000,0.021,0.021,0.000,0.000,0.000,0.000,0.021,0.511,0.383,0.085,0.000,0.000,0.000,0.000,0.277,0.574,0.043,0.085,0.000,0.021
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),90,2253,2575,13.2,14.1,19,18,3.339,0.000,0.077,0.282,0.306,0.077,0.026,0.103,0.051,0.026,0.000,0.026,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.026,0.615,0.103,0.179,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.051,0.743,0.103,0.077,0.026,0.000,0.000,0.000,0.205,0.590,0.077,0.000,0.000,0.128
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),145,2638,2708,15.3,15.1,20,19,3.043,0.000,0.082,0.231,0.213,0.131,0.049,0.164,0.049,0.000,0.049,0.016,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.098,0.362,0.311,0.131,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.098,0.509,0.311,0.066,0.016,0.000,0.000,0.000,0.295,0.476,0.098,0.049,0.033,0.049
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),239,2758,2779,16.8,16.7,18,18,2.386,0.000,0.108,0.224,0.216,0.147,0.069,0.029,0.069,0.049,0.029,0.020,0.020,0.000,0.010,0.000,0.010,0.000,0.000,0.078,0.560,0.137,0.078,0.000,0.039,0.078,0.010,0.010,0.000,0.000,0.010,0.118,0.578,0.147,0.147,0.010,0.000,0.000,0.000,0.412,0.402,0.118,0.029,0.029,0.010
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),349,2912,2942,18.6,18.4,19,19,2.530,0.021,0.092,0.176,0.212,0.183,0.106,0.049,0.028,0.007,0.021,0.035,0.028,0.007,0.007,0.007,0.021,0.007,0.000,0.042,0.494,0.225,0.106,0.014,0.021,0.007,0.035,0.014,0.014,0.000,0.021,0.092,0.556,0.218,0.113,0.014,0.007,0.000,0.000,0.338,0.480,0.077,0.056,0.021,0.028
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),383,2614,2723,13.4,13.7,17,16,2.925,0.000,0.076,0.210,0.224,0.166,0.102,0.102,0.025,0.038,0.032,0.019,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.134,0.466,0.217,0.089,0.025,0.025,0.038,0.000,0.000,0.000,0.000,0.006,0.185,0.567,0.172,0.076,0.000,0.000,0.000,0.000,0.274,0.394,0.115,0.134,0.038,0.045
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),344,2841,2880,16.0,15.9,18,18,3.017,0.007,0.169,0.148,0.177,0.176,0.092,0.063,0.028,0.035,0.000,0.042,0.014,0.014,0.007,0.014,0.014,0.000,0.000,0.183,0.382,0.218,0.070,0.056,0.021,0.035,0.014,0.000,0.014,0.000,0.007,0.162,0.521,0.232,0.085,0.000,0.000,0.000,0.000,0.338,0.353,0.155,0.056,0.056,0.042
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),364,3016,2951,21.3,20.1,19,18,3.355,0.013,0.127,0.262,0.233,0.093,0.040,0.040,0.013,0.033,0.027,0.040,0.000,0.020,0.013,0.013,0.033,0.000,0.007,0.207,0.366,0.213,0.033,0.007,0.020,0.073,0.000,0.000,0.027,0.000,0.047,0.093,0.620,0.140,0.113,0.027,0.007,0.000,0.000,0.273,0.286,0.147,0.147,0.080,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),351,2169,2268,9.4,10.2,15,15,3.320,0.029,0.203,0.241,0.196,0.123,0.065,0.065,0.000,0.014,0.029,0.014,0.007,0.000,0.000,0.014,0.000,0.000,0.014,0.188,0.589,0.080,0.072,0.007,0.036,0.007,0.007,0.000,0.000,0.000,0.000,0.159,0.646,0.159,0.036,0.000,0.000,0.000,0.000,0.174,0.442,0.145,0.101,0.051,0.087
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),323,2393,2489,12.3,12.8,16,16,3.474,0.007,0.207,0.272,0.179,0.100,0.071,0.043,0.036,0.029,0.014,0.007,0.000,0.007,0.007,0.000,0.021,0.000,0.000,0.279,0.401,0.200,0.050,0.021,0.014,0.007,0.000,0.007,0.000,0.000,0.021,0.157,0.615,0.207,0.014,0.007,0.000,0.000,0.000,0.221,0.337,0.193,0.114,0.071,0.064
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),289,2365,2581,12.0,12.6,16,16,3.548,0.008,0.168,0.253,0.176,0.118,0.092,0.084,0.017,0.000,0.008,0.017,0.034,0.017,0.000,0.000,0.008,0.000,0.000,0.202,0.446,0.227,0.067,0.025,0.000,0.008,0.017,0.000,0.000,0.000,0.008,0.126,0.681,0.160,0.025,0.000,0.008,0.000,0.000,0.151,0.421,0.118,0.134,0.084,0.092
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),248,2207,2354,9.3,10.5,16,16,4.206,0.010,0.149,0.226,0.198,0.149,0.129,0.069,0.030,0.020,0.010,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0.208,0.395,0.317,0.020,0.010,0.030,0.010,0.000,0.000,0.000,0.000,0.000,0.178,0.574,0.208,0.040,0.000,0.000,0.000,0.000,0.168,0.376,0.228,0.129,0.030,0.069
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),209,2213,2370,12.2,13.1,17,17,3.380,0.000,0.181,0.302,0.169,0.120,0.084,0.072,0.000,0.012,0.024,0.000,0.012,0.000,0.000,0.000,0.024,0.000,0.000,0.241,0.434,0.205,0.060,0.000,0.012,0.024,0.000,0.000,0.000,0.000,0.024,0.120,0.663,0.169,0.012,0.024,0.000,0.012,0.000,0.253,0.410,0.169,0.084,0.036,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),189,2339,2601,10.8,12.4,16,16,3.519,0.000,0.119,0.249,0.179,0.155,0.119,0.083,0.012,0.012,0.012,0.036,0.000,0.000,0.012,0.000,0.012,0.000,0.000,0.095,0.512,0.226,0.107,0.048,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.095,0.667,0.190,0.048,0.000,0.000,0.000,0.000,0.143,0.536,0.107,0.071,0.036,0.107
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),99,2089,2203,9.1,9.7,16,16,3.826,0.000,0.163,0.287,0.204,0.122,0.143,0.041,0.020,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.592,0.265,0.041,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.674,0.224,0.000,0.000,0.000,0.000,0.000,0.122,0.614,0.122,0.020,0.020,0.102
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),10,1732,2122,8.7,11.9,22,23,4.627,0.000,0.250,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.000,0.000,0.250,0.250,0.250,0.000,0.000,0.250
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),16,1471,1471,9.4,9.4,22,22,2.621,0.000,0.250,0.625,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.500,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.375,0.125,0.000,0.000,0.000,0.000,0.250,0.500,0.000,0.250,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),00: All Day (12am-12am),4280,2409,2464,13.3,13.4,17,17,3.078,0.014,0.129,0.266,0.232,0.148,0.066,0.039,0.029,0.014,0.015,0.011,0.009,0.006,0.005,0.003,0.014,0.000,0.003,0.147,0.493,0.219,0.065,0.015,0.010,0.021,0.007,0.006,0.001,0.003,0.010,0.120,0.588,0.227,0.054,0.007,0.003,0.001,0.000,0.261,0.423,0.135,0.089,0.037,0.055
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),04: 3am (3am-4am),91,1885,1885,10.6,10.6,19,19,2.403,0.026,0.237,0.290,0.184,0.184,0.053,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.527,0.237,0.026,0.000,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.079,0.527,0.342,0.026,0.026,0.000,0.000,0.000,0.263,0.658,0.026,0.053,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),05: 4am (4am-5am),202,2023,2023,13.3,13.3,21,21,2.209,0.025,0.148,0.396,0.173,0.123,0.062,0.000,0.049,0.012,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.482,0.259,0.074,0.037,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.049,0.421,0.407,0.074,0.049,0.000,0.000,0.000,0.358,0.568,0.062,0.012,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),06: 5am (5am-6am),114,2305,2255,14.0,13.6,20,20,2.435,0.000,0.150,0.300,0.225,0.150,0.075,0.025,0.000,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.075,0.550,0.200,0.075,0.025,0.000,0.075,0.000,0.000,0.000,0.000,0.000,0.050,0.425,0.425,0.100,0.000,0.000,0.000,0.000,0.350,0.475,0.075,0.075,0.025,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),07: 6am (6am-7am),114,2236,2230,12.4,12.3,19,19,2.721,0.039,0.118,0.255,0.274,0.157,0.078,0.000,0.020,0.000,0.000,0.039,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.569,0.255,0.039,0.000,0.000,0.039,0.020,0.000,0.000,0.000,0.000,0.078,0.549,0.255,0.118,0.000,0.000,0.000,0.000,0.196,0.529,0.176,0.059,0.020,0.020
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),08: 7am (7am-8am),174,2465,2465,15.5,15.5,19,19,2.417,0.000,0.158,0.289,0.224,0.132,0.000,0.066,0.053,0.039,0.000,0.013,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.066,0.566,0.224,0.053,0.026,0.026,0.013,0.000,0.000,0.000,0.000,0.026,0.079,0.593,0.263,0.039,0.000,0.026,0.000,0.000,0.329,0.473,0.132,0.053,0.013,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),09: 8am (8am-9am),265,2839,2859,18.2,18.0,20,19,2.347,0.009,0.092,0.248,0.156,0.211,0.092,0.073,0.009,0.046,0.018,0.009,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.073,0.413,0.275,0.165,0.028,0.000,0.009,0.000,0.000,0.000,0.009,0.028,0.064,0.532,0.303,0.083,0.009,0.009,0.000,0.000,0.467,0.358,0.101,0.037,0.028,0.009
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),10: 9am (9am-10am),380,2395,2469,11.6,12.2,16,17,3.287,0.007,0.065,0.248,0.280,0.196,0.052,0.059,0.039,0.007,0.020,0.013,0.007,0.000,0.000,0.000,0.007,0.000,0.000,0.065,0.595,0.229,0.039,0.026,0.000,0.039,0.000,0.000,0.000,0.000,0.007,0.163,0.583,0.176,0.078,0.000,0.000,0.000,0.000,0.366,0.457,0.105,0.039,0.007,0.026
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),11: 10am (10am-11am),382,2672,2667,15.0,14.8,17,17,2.913,0.013,0.122,0.218,0.256,0.109,0.103,0.064,0.032,0.000,0.026,0.019,0.006,0.000,0.000,0.000,0.032,0.000,0.006,0.128,0.481,0.250,0.045,0.026,0.013,0.013,0.006,0.000,0.000,0.000,0.032,0.135,0.615,0.186,0.045,0.019,0.000,0.000,0.000,0.250,0.475,0.103,0.083,0.038,0.051
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),12: 11am (11am-12noon),355,2770,2757,17.6,17.1,18,18,3.381,0.014,0.143,0.279,0.170,0.122,0.068,0.048,0.007,0.020,0.027,0.027,0.014,0.014,0.007,0.020,0.020,0.000,0.007,0.218,0.401,0.150,0.088,0.027,0.020,0.014,0.014,0.020,0.007,0.027,0.007,0.116,0.530,0.252,0.095,0.007,0.000,0.000,0.000,0.278,0.218,0.252,0.109,0.048,0.095
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),365,2868,2965,17.0,17.0,18,17,3.314,0.007,0.096,0.226,0.238,0.137,0.110,0.007,0.007,0.021,0.027,0.021,0.021,0.027,0.027,0.007,0.021,0.000,0.000,0.137,0.466,0.185,0.075,0.021,0.007,0.027,0.034,0.041,0.000,0.000,0.007,0.103,0.616,0.185,0.082,0.014,0.000,0.000,0.000,0.288,0.329,0.144,0.075,0.075,0.089
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),356,2160,2208,9.3,9.7,15,15,3.280,0.013,0.148,0.330,0.221,0.121,0.040,0.020,0.034,0.020,0.027,0.000,0.013,0.013,0.000,0.000,0.000,0.000,0.007,0.208,0.550,0.154,0.034,0.007,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.154,0.705,0.114,0.027,0.000,0.000,0.000,0.000,0.201,0.436,0.074,0.161,0.047,0.081
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),366,2254,2347,10.0,10.7,15,16,3.331,0.020,0.133,0.300,0.193,0.100,0.087,0.060,0.060,0.013,0.013,0.000,0.007,0.000,0.000,0.007,0.007,0.000,0.000,0.213,0.513,0.140,0.087,0.013,0.020,0.007,0.000,0.000,0.000,0.007,0.000,0.167,0.607,0.193,0.033,0.000,0.000,0.000,0.000,0.180,0.367,0.167,0.153,0.060,0.073
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),297,2329,2537,12.2,12.7,16,16,3.911,0.034,0.127,0.273,0.178,0.195,0.059,0.034,0.025,0.000,0.008,0.000,0.017,0.017,0.008,0.008,0.017,0.000,0.008,0.254,0.418,0.246,0.017,0.000,0.008,0.008,0.017,0.008,0.008,0.000,0.008,0.178,0.602,0.178,0.034,0.008,0.000,0.000,0.000,0.169,0.374,0.169,0.127,0.059,0.102
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),301,2041,2160,8.8,9.7,15,15,3.453,0.008,0.182,0.223,0.290,0.157,0.041,0.041,0.017,0.008,0.008,0.017,0.000,0.000,0.008,0.000,0.000,0.000,0.008,0.231,0.472,0.198,0.066,0.000,0.000,0.017,0.008,0.000,0.000,0.000,0.000,0.140,0.661,0.182,0.017,0.000,0.000,0.000,0.000,0.140,0.455,0.174,0.107,0.033,0.091
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),175,2434,2466,16.0,15.3,19,18,3.036,0.029,0.086,0.214,0.343,0.157,0.071,0.000,0.057,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.029,0.000,0.014,0.143,0.413,0.329,0.043,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.029,0.129,0.528,0.271,0.043,0.000,0.029,0.000,0.000,0.243,0.357,0.186,0.143,0.057,0.014
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),151,2307,2401,13.8,14.4,18,18,3.149,0.000,0.130,0.261,0.322,0.159,0.014,0.029,0.029,0.014,0.000,0.000,0.014,0.000,0.014,0.000,0.014,0.000,0.000,0.087,0.508,0.290,0.072,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.014,0.058,0.653,0.261,0.014,0.000,0.000,0.014,0.000,0.217,0.494,0.101,0.101,0.000,0.087
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),166,2154,2178,9.7,9.7,17,17,2.721,0.014,0.129,0.229,0.271,0.186,0.071,0.057,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.543,0.271,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.114,0.615,0.243,0.014,0.000,0.014,0.000,0.000,0.200,0.571,0.129,0.014,0.043,0.043
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),7,1322,1847,8.8,10.6,24,22,3.120,0.000,0.334,0.000,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.333,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),12,2870,2870,14.6,14.6,20,20,2.819,0.000,0.200,0.000,0.400,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.600,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.400,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),7,1162,1162,6.4,6.4,21,21,2.216,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,4: Thursday (Th-Th),00: All Day (12am-12am),3683,2457,2526,12.9,13.1,17,17,3.242,0.008,0.123,0.247,0.226,0.135,0.087,0.054,0.042,0.020,0.020,0.010,0.008,0.006,0.003,0.005,0.006,0.000,0.001,0.144,0.469,0.227,0.090,0.021,0.016,0.017,0.004,0.003,0.002,0.001,0.005,0.125,0.574,0.243,0.052,0.005,0.001,0.000,0.000,0.245,0.391,0.168,0.093,0.040,0.063
