Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),140,2705,2781,13.8,14.1,17,17,3.559,0.011,0.100,0.177,0.190,0.179,0.117,0.068,0.056,0.040,0.030,0.013,0.000,0.006,0.002,0.000,0.011,0.024,0.017,0.066,0.427,0.275,0.109,0.038,0.015,0.015,0.004,0.004,0.000,0.000,0.006,0.186,0.510,0.230,0.068,0.004,0.002,0.000,0.000,0.226,0.504,0.145,0.038,0.021,0.066
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2622,3061,3135,18.3,18.5,17,17,3.351,0.010,0.094,0.213,0.196,0.138,0.098,0.060,0.049,0.026,0.022,0.015,0.012,0.011,0.009,0.007,0.040,0.031,0.033,0.065,0.431,0.223,0.092,0.031,0.013,0.020,0.019,0.007,0.003,0.003,0.029,0.182,0.502,0.225,0.064,0.019,0.007,0.001,0.000,0.236,0.431,0.142,0.096,0.037,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),194,2624,2648,17.0,17.0,19,19,2.770,0.006,0.082,0.319,0.253,0.137,0.064,0.043,0.012,0.018,0.012,0.009,0.009,0.006,0.003,0.000,0.027,0.024,0.021,0.030,0.529,0.253,0.040,0.034,0.006,0.015,0.015,0.006,0.003,0.003,0.021,0.122,0.555,0.192,0.085,0.034,0.006,0.006,0.000,0.250,0.582,0.095,0.040,0.012,0.021
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),289,2842,2908,16.7,16.7,16,16,3.381,0.007,0.115,0.247,0.217,0.140,0.066,0.070,0.042,0.014,0.014,0.017,0.014,0.003,0.007,0.003,0.024,0.052,0.038,0.063,0.506,0.192,0.059,0.017,0.021,0.024,0.007,0.000,0.000,0.000,0.021,0.234,0.509,0.199,0.038,0.010,0.010,0.000,0.000,0.178,0.525,0.168,0.056,0.017,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1333,3243,3325,18.7,19.0,17,17,3.477,0.011,0.086,0.186,0.177,0.140,0.113,0.078,0.052,0.026,0.022,0.017,0.011,0.008,0.012,0.011,0.050,0.027,0.036,0.074,0.396,0.237,0.102,0.029,0.013,0.017,0.017,0.008,0.005,0.004,0.035,0.191,0.512,0.216,0.057,0.016,0.008,0.000,0.000,0.231,0.351,0.163,0.138,0.048,0.069
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),643,3130,3217,19.4,19.6,18,18,3.338,0.013,0.106,0.188,0.184,0.129,0.105,0.057,0.057,0.029,0.024,0.013,0.017,0.021,0.008,0.008,0.041,0.034,0.029,0.079,0.398,0.210,0.101,0.039,0.014,0.025,0.026,0.008,0.001,0.003,0.033,0.181,0.471,0.248,0.068,0.024,0.008,0.000,0.000,0.267,0.410,0.120,0.099,0.046,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),163,2985,3018,17.6,17.6,18,18,3.576,0.004,0.081,0.225,0.214,0.159,0.100,0.015,0.063,0.037,0.033,0.011,0.007,0.007,0.011,0.000,0.033,0.018,0.041,0.041,0.461,0.199,0.129,0.026,0.015,0.018,0.022,0.015,0.000,0.000,0.015,0.170,0.472,0.262,0.077,0.015,0.004,0.000,0.000,0.210,0.509,0.151,0.041,0.026,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,0: All Days (M-Su),0: All Day (12am-12am),1638,2848,2947,16.4,16.7,17,17,3.401,0.018,0.101,0.211,0.196,0.150,0.095,0.063,0.042,0.025,0.024,0.014,0.010,0.010,0.006,0.005,0.030,0.023,0.040,0.057,0.442,0.240,0.094,0.030,0.015,0.016,0.012,0.006,0.002,0.002,0.021,0.170,0.505,0.243,0.062,0.015,0.005,0.000,0.000,0.197,0.456,0.150,0.099,0.033,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,0: All Days (M-Su),1: Early AM (12am-6am),88,2413,2458,14.3,14.5,18,18,2.914,0.005,0.110,0.293,0.240,0.161,0.065,0.044,0.023,0.016,0.016,0.000,0.003,0.003,0.002,0.003,0.016,0.017,0.019,0.037,0.562,0.233,0.051,0.037,0.007,0.009,0.010,0.002,0.003,0.003,0.010,0.135,0.529,0.247,0.061,0.023,0.002,0.003,0.000,0.233,0.567,0.117,0.040,0.017,0.026
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,0: All Days (M-Su),2: Peak AM (6am-10am),182,2654,2758,14.0,14.3,16,16,3.339,0.022,0.096,0.245,0.216,0.161,0.070,0.068,0.038,0.021,0.013,0.013,0.007,0.001,0.006,0.001,0.022,0.030,0.041,0.067,0.517,0.220,0.068,0.012,0.009,0.012,0.006,0.001,0.000,0.001,0.016,0.234,0.526,0.183,0.040,0.013,0.004,0.000,0.000,0.149,0.516,0.164,0.096,0.019,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),796,2885,3006,15.9,16.4,17,17,3.584,0.021,0.097,0.206,0.186,0.150,0.100,0.069,0.043,0.024,0.023,0.018,0.010,0.009,0.005,0.006,0.033,0.020,0.048,0.070,0.423,0.246,0.096,0.026,0.014,0.012,0.010,0.007,0.002,0.003,0.023,0.172,0.526,0.234,0.052,0.011,0.005,0.000,0.000,0.163,0.398,0.170,0.146,0.045,0.078
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),442,2995,3088,18.5,18.8,18,18,3.257,0.020,0.110,0.191,0.193,0.136,0.102,0.064,0.040,0.022,0.027,0.012,0.015,0.016,0.007,0.007,0.038,0.030,0.039,0.050,0.413,0.228,0.106,0.033,0.018,0.021,0.018,0.008,0.003,0.003,0.030,0.156,0.485,0.263,0.070,0.019,0.007,0.000,0.000,0.229,0.460,0.135,0.086,0.031,0.059
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,0: All Days (M-Su),5: Late PM (7pm-12am),130,2896,2961,16.5,16.6,18,18,3.592,0.010,0.093,0.185,0.187,0.162,0.105,0.056,0.064,0.048,0.035,0.016,0.005,0.008,0.006,0.001,0.019,0.019,0.028,0.041,0.408,0.267,0.117,0.044,0.020,0.025,0.013,0.009,0.000,0.000,0.009,0.167,0.461,0.269,0.089,0.010,0.004,0.000,0.000,0.236,0.499,0.133,0.035,0.023,0.074
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,1: Weekday (M-Th),0: All Day (12am-12am),1447,2710,2821,14.8,15.3,17,17,3.396,0.021,0.106,0.207,0.203,0.153,0.097,0.065,0.042,0.023,0.022,0.013,0.009,0.008,0.004,0.003,0.024,0.022,0.041,0.063,0.455,0.239,0.092,0.025,0.014,0.015,0.008,0.006,0.002,0.002,0.016,0.174,0.517,0.236,0.061,0.009,0.003,0.000,0.000,0.186,0.467,0.151,0.098,0.032,0.066
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,1: Weekday (M-Th),1: Early AM (12am-6am),76,2230,2286,11.7,12.0,17,17,2.794,0.010,0.138,0.268,0.225,0.173,0.073,0.045,0.031,0.017,0.014,0.000,0.000,0.000,0.000,0.003,0.003,0.028,0.024,0.045,0.554,0.232,0.062,0.028,0.007,0.007,0.007,0.000,0.003,0.000,0.003,0.170,0.484,0.270,0.066,0.010,0.000,0.000,0.000,0.246,0.543,0.121,0.038,0.024,0.028
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),145,2642,2764,13.4,13.8,16,16,3.212,0.028,0.089,0.236,0.212,0.158,0.079,0.063,0.051,0.022,0.006,0.016,0.006,0.003,0.003,0.000,0.028,0.022,0.035,0.060,0.568,0.199,0.057,0.009,0.006,0.013,0.006,0.003,0.000,0.003,0.019,0.244,0.524,0.165,0.054,0.013,0.000,0.000,0.000,0.165,0.505,0.168,0.095,0.016,0.051
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),718,2734,2861,14.4,15.0,16,16,3.587,0.024,0.099,0.208,0.204,0.156,0.093,0.070,0.039,0.019,0.019,0.017,0.010,0.010,0.004,0.002,0.026,0.022,0.056,0.079,0.435,0.237,0.092,0.019,0.013,0.012,0.008,0.008,0.000,0.002,0.017,0.182,0.535,0.227,0.047,0.006,0.003,0.000,0.000,0.149,0.409,0.171,0.148,0.047,0.076
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),388,2811,2919,16.7,17.2,18,18,3.253,0.021,0.111,0.205,0.204,0.136,0.103,0.063,0.033,0.020,0.027,0.011,0.015,0.012,0.004,0.005,0.030,0.021,0.039,0.054,0.443,0.229,0.102,0.030,0.018,0.019,0.011,0.005,0.004,0.002,0.023,0.146,0.514,0.251,0.071,0.013,0.005,0.000,0.000,0.198,0.493,0.140,0.082,0.023,0.064
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),121,2802,2883,15.0,15.3,18,18,3.679,0.013,0.105,0.163,0.177,0.165,0.122,0.069,0.071,0.045,0.033,0.013,0.000,0.007,0.004,0.000,0.013,0.022,0.018,0.049,0.400,0.298,0.116,0.042,0.018,0.022,0.004,0.004,0.000,0.000,0.007,0.167,0.489,0.256,0.082,0.004,0.002,0.000,0.000,0.238,0.501,0.127,0.036,0.022,0.076
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2116,3083,3172,19.0,19.2,18,18,3.485,0.013,0.093,0.213,0.193,0.139,0.093,0.063,0.045,0.025,0.025,0.015,0.012,0.012,0.010,0.007,0.042,0.026,0.035,0.051,0.435,0.229,0.092,0.033,0.014,0.019,0.021,0.009,0.003,0.002,0.031,0.170,0.491,0.244,0.064,0.021,0.009,0.001,0.000,0.215,0.437,0.148,0.103,0.034,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),111,2654,2685,18.4,18.4,19,19,2.933,0.000,0.090,0.332,0.249,0.124,0.050,0.050,0.015,0.015,0.020,0.000,0.010,0.010,0.005,0.000,0.030,0.010,0.020,0.030,0.571,0.229,0.025,0.040,0.010,0.010,0.015,0.005,0.005,0.005,0.025,0.114,0.587,0.184,0.050,0.050,0.005,0.010,0.000,0.219,0.567,0.124,0.050,0.015,0.025
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),273,2789,2874,16.2,16.3,15,16,3.575,0.012,0.113,0.257,0.210,0.144,0.054,0.089,0.027,0.012,0.023,0.012,0.012,0.000,0.012,0.000,0.023,0.047,0.051,0.074,0.462,0.241,0.054,0.012,0.016,0.016,0.008,0.000,0.000,0.000,0.019,0.233,0.522,0.198,0.023,0.012,0.012,0.000,0.000,0.140,0.534,0.163,0.074,0.027,0.062
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1013,3195,3306,18.7,19.1,17,18,3.676,0.017,0.084,0.193,0.176,0.138,0.106,0.073,0.052,0.028,0.024,0.020,0.010,0.009,0.008,0.012,0.050,0.018,0.035,0.059,0.413,0.250,0.096,0.033,0.013,0.016,0.016,0.008,0.005,0.003,0.035,0.172,0.504,0.241,0.060,0.014,0.009,0.000,0.000,0.183,0.368,0.173,0.151,0.045,0.080
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),570,3230,3324,20.8,21.1,19,19,3.344,0.017,0.104,0.172,0.184,0.133,0.106,0.063,0.051,0.021,0.026,0.014,0.017,0.023,0.012,0.009,0.048,0.035,0.032,0.046,0.401,0.213,0.109,0.040,0.015,0.026,0.031,0.009,0.002,0.003,0.038,0.161,0.460,0.268,0.077,0.025,0.009,0.000,0.000,0.275,0.414,0.121,0.098,0.035,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 4,yes,253,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),148,3030,3058,18.4,18.4,18,18,3.622,0.004,0.070,0.231,0.211,0.161,0.091,0.017,0.054,0.050,0.033,0.017,0.008,0.008,0.012,0.000,0.033,0.012,0.041,0.029,0.467,0.190,0.132,0.029,0.017,0.021,0.029,0.021,0.000,0.000,0.012,0.165,0.438,0.281,0.095,0.017,0.004,0.000,0.000,0.227,0.504,0.145,0.041,0.021,0.062
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,0: All Days (M-Su),0: All Day (12am-12am),1436,2861,2952,16.8,17.1,18,18,3.370,0.019,0.118,0.202,0.192,0.143,0.090,0.056,0.042,0.032,0.023,0.017,0.013,0.011,0.006,0.005,0.031,0.023,0.030,0.092,0.414,0.232,0.090,0.031,0.018,0.024,0.014,0.006,0.003,0.002,0.021,0.164,0.500,0.240,0.074,0.018,0.004,0.000,0.000,0.240,0.412,0.150,0.094,0.039,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,0: All Days (M-Su),1: Early AM (12am-6am),123,2357,2377,15.1,15.2,20,20,2.560,0.009,0.125,0.290,0.234,0.164,0.063,0.038,0.012,0.019,0.020,0.005,0.003,0.003,0.000,0.003,0.012,0.014,0.014,0.044,0.498,0.263,0.077,0.022,0.015,0.022,0.017,0.005,0.002,0.000,0.007,0.084,0.492,0.278,0.121,0.020,0.003,0.002,0.000,0.352,0.498,0.101,0.022,0.010,0.017
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,0: All Days (M-Su),2: Peak AM (6am-10am),148,2829,2936,16.1,16.5,17,17,3.354,0.012,0.091,0.227,0.225,0.143,0.064,0.044,0.054,0.037,0.022,0.017,0.010,0.015,0.012,0.005,0.022,0.027,0.030,0.044,0.516,0.198,0.067,0.022,0.015,0.042,0.015,0.000,0.005,0.002,0.017,0.202,0.477,0.227,0.064,0.025,0.005,0.000,0.000,0.222,0.474,0.156,0.089,0.015,0.044
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),592,3040,3105,18.1,18.2,17,17,3.352,0.023,0.119,0.175,0.179,0.139,0.096,0.071,0.045,0.035,0.021,0.020,0.014,0.011,0.008,0.005,0.039,0.033,0.040,0.110,0.368,0.222,0.096,0.028,0.021,0.024,0.013,0.008,0.005,0.003,0.029,0.181,0.502,0.222,0.070,0.019,0.006,0.000,0.000,0.264,0.352,0.148,0.117,0.049,0.070
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),456,2932,3069,16.9,17.5,18,18,3.592,0.026,0.131,0.177,0.179,0.135,0.096,0.054,0.046,0.030,0.023,0.020,0.020,0.016,0.005,0.005,0.037,0.018,0.029,0.113,0.378,0.240,0.093,0.037,0.017,0.023,0.018,0.006,0.003,0.002,0.023,0.169,0.494,0.250,0.065,0.020,0.002,0.000,0.000,0.188,0.397,0.173,0.121,0.048,0.073
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,0: All Days (M-Su),5: Late PM (7pm-12am),117,2684,2779,14.1,14.6,17,17,3.779,0.007,0.098,0.230,0.202,0.153,0.103,0.037,0.050,0.039,0.036,0.011,0.004,0.007,0.005,0.002,0.016,0.009,0.018,0.067,0.477,0.238,0.094,0.043,0.016,0.018,0.007,0.004,0.000,0.002,0.007,0.151,0.526,0.252,0.064,0.005,0.002,0.000,0.000,0.172,0.524,0.147,0.036,0.030,0.091
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,1: Weekday (M-Th),0: All Day (12am-12am),1317,2676,2782,14.4,15.0,17,17,3.399,0.017,0.125,0.205,0.202,0.149,0.090,0.058,0.037,0.031,0.020,0.016,0.012,0.010,0.004,0.004,0.020,0.018,0.033,0.099,0.436,0.228,0.088,0.029,0.019,0.020,0.009,0.007,0.002,0.001,0.011,0.162,0.522,0.234,0.072,0.009,0.001,0.000,0.000,0.220,0.430,0.150,0.092,0.040,0.068
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,1: Weekday (M-Th),1: Early AM (12am-6am),101,2270,2280,14.1,14.2,20,20,2.481,0.003,0.125,0.307,0.230,0.195,0.049,0.038,0.010,0.010,0.017,0.003,0.000,0.003,0.000,0.003,0.007,0.010,0.017,0.045,0.529,0.244,0.080,0.024,0.014,0.014,0.014,0.003,0.003,0.000,0.003,0.091,0.509,0.265,0.118,0.014,0.003,0.000,0.000,0.369,0.496,0.080,0.017,0.010,0.028
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),151,2661,2801,13.8,14.5,16,16,3.242,0.010,0.091,0.218,0.245,0.157,0.056,0.046,0.066,0.036,0.015,0.015,0.005,0.010,0.010,0.000,0.020,0.020,0.025,0.041,0.539,0.234,0.061,0.015,0.010,0.030,0.005,0.000,0.000,0.005,0.015,0.188,0.513,0.228,0.061,0.010,0.000,0.000,0.000,0.203,0.482,0.173,0.081,0.015,0.046
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),529,2826,2910,15.2,15.5,16,16,3.412,0.024,0.125,0.186,0.194,0.135,0.086,0.069,0.047,0.035,0.018,0.020,0.014,0.012,0.005,0.006,0.024,0.029,0.050,0.126,0.385,0.206,0.096,0.023,0.024,0.022,0.010,0.011,0.002,0.002,0.014,0.193,0.513,0.213,0.069,0.012,0.000,0.000,0.000,0.240,0.375,0.147,0.115,0.056,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),429,2714,2874,14.6,15.4,17,18,3.584,0.021,0.135,0.186,0.187,0.141,0.107,0.061,0.028,0.025,0.023,0.021,0.020,0.012,0.003,0.005,0.025,0.009,0.026,0.107,0.420,0.240,0.090,0.038,0.018,0.020,0.011,0.006,0.003,0.000,0.012,0.144,0.526,0.256,0.064,0.008,0.002,0.000,0.000,0.153,0.416,0.181,0.124,0.043,0.083
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),107,2523,2627,12.4,13.0,17,17,3.921,0.000,0.126,0.209,0.201,0.168,0.123,0.042,0.036,0.045,0.026,0.006,0.003,0.006,0.003,0.000,0.006,0.006,0.010,0.078,0.492,0.256,0.084,0.039,0.013,0.013,0.003,0.003,0.000,0.000,0.003,0.152,0.550,0.233,0.065,0.000,0.000,0.000,0.000,0.172,0.536,0.146,0.029,0.023,0.094
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1633,3161,3232,20.2,20.3,18,18,3.357,0.020,0.103,0.191,0.175,0.137,0.099,0.057,0.051,0.032,0.027,0.019,0.016,0.011,0.011,0.003,0.048,0.028,0.028,0.078,0.392,0.227,0.099,0.029,0.016,0.033,0.023,0.005,0.005,0.002,0.035,0.168,0.476,0.236,0.082,0.028,0.010,0.000,0.000,0.271,0.392,0.149,0.095,0.039,0.054
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),164,2455,2479,16.3,16.4,20,20,2.457,0.009,0.117,0.282,0.248,0.140,0.065,0.042,0.009,0.028,0.023,0.009,0.009,0.005,0.000,0.000,0.014,0.023,0.009,0.028,0.483,0.280,0.070,0.014,0.023,0.033,0.019,0.009,0.000,0.000,0.009,0.084,0.471,0.271,0.136,0.033,0.005,0.000,0.000,0.327,0.509,0.117,0.028,0.014,0.005
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),161,3057,3107,20.3,20.2,19,19,3.656,0.014,0.111,0.227,0.181,0.132,0.076,0.063,0.035,0.021,0.028,0.021,0.021,0.014,0.014,0.007,0.035,0.021,0.035,0.035,0.526,0.160,0.056,0.014,0.021,0.069,0.021,0.000,0.014,0.000,0.028,0.208,0.438,0.222,0.069,0.049,0.014,0.000,0.000,0.243,0.472,0.160,0.076,0.014,0.035
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),706,3411,3447,22.4,22.2,18,18,3.294,0.020,0.103,0.164,0.144,0.147,0.116,0.074,0.047,0.032,0.023,0.021,0.015,0.011,0.015,0.005,0.063,0.042,0.032,0.088,0.338,0.240,0.101,0.026,0.015,0.029,0.018,0.006,0.009,0.003,0.053,0.186,0.483,0.210,0.080,0.024,0.017,0.000,0.000,0.302,0.323,0.147,0.124,0.042,0.062
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),479,3281,3397,20.5,20.9,18,18,3.683,0.029,0.106,0.152,0.172,0.130,0.097,0.051,0.073,0.042,0.024,0.020,0.024,0.018,0.009,0.002,0.051,0.015,0.029,0.110,0.344,0.227,0.117,0.040,0.015,0.029,0.033,0.004,0.002,0.002,0.033,0.174,0.469,0.247,0.075,0.031,0.004,0.000,0.000,0.242,0.364,0.154,0.115,0.057,0.068
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,service / 128570327 / 1,yes,19,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),124,2939,2995,16.2,16.5,17,18,3.621,0.012,0.067,0.267,0.206,0.115,0.097,0.018,0.073,0.024,0.055,0.018,0.000,0.000,0.012,0.000,0.036,0.018,0.030,0.055,0.492,0.164,0.121,0.042,0.012,0.030,0.018,0.006,0.000,0.000,0.012,0.152,0.502,0.279,0.055,0.012,0.000,0.000,0.000,0.176,0.521,0.176,0.030,0.030,0.067
